Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
"Наименование Избирательной комиссии:    Рыбинск, Волжская"																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736					
1	"Число избирателей, внесенных в списки"	90637	890	2503	2078	2082	2315	2117	2834	2858	2836	2521	2465	2355	2180	2656	2692	2553	2532	2233	2089	2271	2254	2200	2555	2407	2436	2478	2608	2466	2447	2821	2778	2537	2185	2035	2538	1946	2165	2215	506					
2	"Число бюллетеней, полученных участковыми комиссиями"	89100	900	2400	2000	2000	2300	2100	2800	2600	2700	2500	2400	2300	2100	2600	2700	2500	2500	2200	2100	2200	2200	2200	2500	2400	2400	2400	2500	2400	2400	2800	2700	2500	2200	2000	2500	1900	2100	2100	1000					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	52727	505	1414	1321	1319	1483	1265	1743	1550	1472	1336	1355	1173	1189	1546	1489	1538	1601	1416	1280	1366	1362	1360	1470	1534	1459	1437	1580	1443	1457	1701	1547	1379	1364	1165	1454	1168	1093	1275	118					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1986	42	78	24	27	26	31	26	42	180	46	45	39	45	41	23	31	42	44	27	52	52	35	31	39	60	90	28	72	34	32	21	21	31	41	27	49	26	36	350					
6	Число погашенных бюллетеней	34387	353	908	655	654	791	804	1031	1008	1048	1118	1000	1088	866	1013	1188	931	857	740	793	782	786	805	999	827	881	873	892	885	909	1067	1132	1100	805	794	1019	683	981	789	532					
7	Число бюллетеней в переносных ящиках для голосования	1986	42	78	24	27	26	31	26	42	180	46	45	39	45	41	23	31	42	44	27	52	52	35	31	39	60	90	28	72	34	32	21	21	31	41	27	49	26	36	350					
8	Число бюллетеней в стационарных ящиках для голосования	52675	505	1411	1305	1319	1478	1262	1741	1550	1472	1336	1355	1173	1187	1546	1489	1532	1600	1413	1280	1366	1362	1360	1470	1534	1459	1437	1580	1443	1457	1701	1544	1376	1364	1163	1454	1168	1090	1275	118					
9	Число недействительных бюллетеней	741	6	14	9	7	5	6	42	24	51	13	37	22	18	13	12	16	14	12	13	10	39	14	14	15	16	11	19	16	15	9	17	12	27	14	16	19	16	106	2					
10	Число действительных бюллетеней	53920	541	1475	1320	1339	1499	1287	1725	1568	1601	1369	1363	1190	1214	1574	1500	1547	1628	1445	1294	1408	1375	1381	1487	1558	1503	1516	1589	1499	1476	1724	1548	1385	1368	1190	1465	1198	1100	1205	466					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1303	13	30	30	30	30	30	40	40	40	30	30	30	30	40	40	40	40	30	30	30	30	30	40	40	40	40	40	40	40	40	40	40	30	30	40	30	30	30	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	586	12	11	10	10	7	20	13	15	13	10	16	11	16	14	13	17	16	22	13	20	13	19	15	13	22	36	13	12	20	15	16	15	12	11	32	23	10	10	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	288	5	10	3	2	5	11	5	7	15	6	3	2	5	8	0	5	3	8	5	7	12	2	8	3	7	10	13	10	4	3	11	3	9	4	9	8	6	8	43					
14	Число погашенных открепительных удостоверений	717	1	19	20	20	23	10	27	25	27	20	14	19	14	26	27	23	24	8	17	10	17	11	25	27	18	4	27	28	20	25	24	25	18	19	8	7	20	20	0					
15	Число открепительных удостоверений выданных ТИК	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	"1. ""ЕДИНЕНИЕ"""	444	8	11	14	6	5	10	21	22	11	13	11	15	4	12	12	16	9	9	11	7	9	7	12	11	15	12	19	9	11	11	5	16	9	9	12	17	13	14	6					
		0.81%	1.46%	0.73%	1.05%	0.44%	0.33%	0.77%	1.18%	1.38%	0.66%	0.94%	0.78%	1.23%	0.32%	0.75%	0.79%	1.02%	0.54%	0.61%	0.84%	0.49%	0.63%	0.50%	0.79%	0.69%	0.98%	0.78%	1.18%	0.59%	0.73%	0.63%	0.31%	1.14%	0.64%	0.74%	0.81%	1.39%	1.16%	1.06%	1.28%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1410	15	45	38	26	36	39	46	57	25	26	34	23	37	33	38	61	35	32	41	45	29	30	32	30	35	31	29	29	42	51	30	37	44	36	47	25	55	56	10					
		2.57%	2.74%	3.02%	2.85%	1.93%	2.39%	3.01%	2.60%	3.58%	1.51%	1.88%	2.42%	1.89%	3.00%	2.07%	2.51%	3.90%	2.13%	2.19%	3.13%	3.17%	2.05%	2.15%	2.13%	1.90%	2.30%	2.03%	1.80%	1.91%	2.81%	2.94%	1.91%	2.64%	3.15%	2.99%	3.17%	2.05%	4.92%	4.27%	2.13%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1208	13	11	41	41	29	21	26	28	43	40	30	26	17	42	39	24	27	30	29	39	41	42	44	28	45	41	41	37	31	42	18	24	32	14	22	34	37	22	17					
		2.20%	2.37%	0.73%	3.08%	3.04%	1.92%	1.62%	1.47%	1.75%	2.60%	2.89%	2.14%	2.14%	1.37%	2.64%	2.57%	1.53%	1.64%	2.05%	2.21%	2.75%	2.89%	3.01%	2.93%	1.78%	2.96%	2.68%	2.54%	2.44%	2.07%	2.42%	1.15%	1.71%	2.29%	1.16%	1.48%	2.79%	3.31%	1.67%	3.63%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2303	14	59	36	49	60	52	68	44	55	38	47	52	61	85	65	70	84	62	56	80	65	73	62	64	53	68	54	50	76	63	63	62	66	51	96	60	65	63	12					
		4.21%	2.55%	3.96%	2.70%	3.64%	3.98%	4.02%	3.84%	2.76%	3.32%	2.74%	3.35%	4.29%	4.95%	5.35%	4.29%	4.47%	5.11%	4.25%	4.28%	5.64%	4.59%	5.23%	4.13%	4.06%	3.48%	4.45%	3.35%	3.30%	5.09%	3.63%	4.02%	4.43%	4.73%	4.23%	6.48%	4.93%	5.82%	4.80%	2.56%					
22	"5. ""За Русь Святую"""	208	2	4	2	5	1	3	9	7	4	6	5	4	3	2	1	10	6	5	5	8	2	6	6	7	7	10	3	11	3	7	5	4	6	6	11	6	5	6	5					
		0.38%	0.36%	0.26%	0.15%	0.37%	0.06%	0.23%	0.50%	0.43%	0.24%	0.43%	0.35%	0.33%	0.24%	0.12%	0.06%	0.63%	0.36%	0.34%	0.38%	0.56%	0.14%	0.43%	0.39%	0.44%	0.46%	0.65%	0.18%	0.72%	0.20%	0.40%	0.31%	0.28%	0.43%	0.49%	0.74%	0.49%	0.44%	0.45%	1.06%					
23	"6. ""Объединенная Российская партия ""Русь"""	123	1	1	3	2	4	1	3	1	2	4	4	3	4	5	10	6	3	2	3	3	3	2	8	6	6	2	3	3	1	5	1	3	1	2	3	1	1	3	4					
