Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
"Наименование Избирательной комиссии:    Хабаровск, Кировская"																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154					
1	"Число избирателей, внесенных в списки"	46455	2477	1703	2394	1899	1964	1633	905	1182	2291	1579	1406	2041	2672	1546	1558	1100	685	2107	2063	2300	1972	1131	1961	143	1456	1912	2375					
2	"Число бюллетеней, полученных участковыми комиссиями"	42727	2300	1600	2200	1700	1800	1500	810	1100	2100	1400	1300	1900	2400	1400	1400	1000	800	2000	1900	1900	1800	1160	1800	157	1300	1800	2200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20974	886	730	914	611	753	574	368	379	998	617	535	810	1320	716	873	567	355	1010	1023	1291	942	675	1040	74	632	1028	1253					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	908	23	22	29	13	10	35	23	16	38	22	30	22	14	21	20	28	295	35	28	36	22	0	24	4	30	39	29					
6	Число погашенных бюллетеней	20845	1391	848	1257	1076	1037	891	419	705	1064	761	735	1068	1066	663	507	405	150	955	849	573	836	485	736	79	638	733	918					
7	Число бюллетеней в переносных ящиках для голосования	908	23	22	29	13	10	35	23	16	38	22	30	22	14	21	20	28	295	35	28	36	22	0	24	4	30	39	29					
8	Число бюллетеней в стационарных ящиках для голосования	20946	886	730	914	598	753	574	368	378	996	617	535	809	1320	716	873	567	355	1005	1023	1287	940	675	1040	74	632	1028	1253					
9	Число недействительных бюллетеней	219	1	9	11	0	8	8	5	3	24	9	8	2	12	4	2	4	2	9	7	7	10	40	7	2	9	3	13					
10	Число действительных бюллетеней	21635	908	743	932	611	755	601	386	391	1010	630	557	829	1322	733	891	591	648	1031	1044	1316	952	635	1057	76	653	1064	1269					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	700	30	25	35	25	25	25	20	25	35	25	25	30	40	30	30	20	10	25	30	30	30	10	25	0	30	30	35					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	187	6	9	6	2	7	6	9	2	9	2	17	9	18	6	8	4	1	6	5	20	4	0	7	0	9	6	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	234	5	6	8	4	0	9	8	4	22	4	9	3	11	4	9	6	43	11	15	3	10	5	3	0	15	5	12					
14	Число погашенных открепительных удостоверений	513	24	16	29	23	18	19	11	23	26	23	8	21	22	24	22	16	9	19	25	10	26	10	18	0	21	24	26					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	"1. ""ЕДИНЕНИЕ"""	204	11	6	16	8	7	10	8	5	10	5	7	4	9	6	5	0	6	7	5	8	2	24	11	6	3	8	7					
		0.93%	1.21%	0.79%	1.69%	1.30%	0.91%	1.64%	2.04%	1.26%	0.96%	0.78%	1.23%	0.48%	0.67%	0.81%	0.55%	0.0%	0.92%	0.67%	0.47%	0.60%	0.20%	3.55%	1.03%	7.69%	0.45%	0.74%	0.54%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	972	48	25	33	31	20	20	16	12	41	26	24	43	59	23	58	33	30	36	53	56	43	30	63	4	29	58	58					
		4.44%	5.28%	3.32%	3.49%	5.07%	2.62%	3.28%	4.09%	3.04%	3.96%	4.06%	4.24%	5.17%	4.42%	3.12%	6.49%	5.54%	4.61%	3.46%	5.04%	4.23%	4.46%	4.44%	5.92%	5.12%	4.38%	5.43%	4.52%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	665	31	26	41	17	23	26	10	14	38	28	17	18	40	21	11	13	10	27	34	31	28	16	32	2	23	30	58					
		3.04%	3.41%	3.45%	4.34%	2.78%	3.01%	4.26%	2.55%	3.55%	3.67%	4.38%	3.00%	2.16%	2.99%	2.84%	1.23%	2.18%	1.53%	2.59%	3.23%	2.34%	2.91%	2.37%	3.00%	2.56%	3.47%	2.81%	4.52%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1982	82	67	73	55	80	62	29	36	76	44	40	54	124	63	79	59	34	108	144	107	101	29	114	1	70	130	121					
		9.06%	9.02%	8.90%	7.74%	9.00%	10.48%	10.18%	7.41%	9.13%	7.35%	6.88%	7.07%	6.49%	9.29%	8.54%	8.84%	9.91%	5.23%	10.38%	13.70%	8.08%	10.49%	4.29%	10.71%	1.28%	10.57%	12.18%	9.43%					
22	"5. ""За Русь Святую"""	87	3	4	2	2	1	3	4	3	4	0	1	2	13	3	1	2	2	1	1	3	9	8	5	1	1	6	2					
		0.39%	0.33%	0.53%	0.21%	0.32%	0.13%	0.49%	1.02%	0.76%	0.38%	0.0%	0.17%	0.24%	0.97%	0.40%	0.11%	0.33%	0.30%	0.09%	0.09%	0.22%	0.93%	1.18%	0.46%	1.28%	0.15%	0.56%	0.15%					
23	"6. ""Объединенная Российская партия ""Русь"""	47	3	0	2	0	1	1	0	0	2	0	3	2	2	1	0	0	1	2	0	4	3	5	3	2	2	1	7					
		0.21%	0.33%	0.0%	0.21%	0.0%	0.13%	0.16%	0.0%	0.0%	0.19%	0.0%	0.53%	0.24%	0.14%	0.13%	0.0%	0.0%	0.15%	0.19%	0.0%	0.30%	0.31%	0.74%	0.28%	2.56%	0.30%	0.09%	0.54%					
24	"7. ""Новый курс - Автомобильная Россия"""	291	10	6	13	9	13	3	7	8	16	18	6	12	26	13	10	7	12	13	4	25	10	8	15	2	13	7	5					
		1.33%	1.10%	0.79%	1.37%	1.47%	1.70%	0.49%	1.79%	2.03%	1.54%	2.81%	1.06%	1.44%	1.94%	1.76%	1.11%	1.17%	1.84%	1.25%	0.38%	1.88%	1.03%	1.18%	1.40%	2.56%	1.96%	0.65%	0.39%					
25	"8. ""Народно-республиканская партия России"""	20	0	0	2	0	0	0	0	0	2	0	2	0	0	1	1	0	1	0	1	1	2	5	0	1	0	1	0					
		0.09%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.35%	0.0%	0.0%	0.13%	0.11%	0.0%	0.15%	0.0%	0.09%	0.07%	0.20%	0.74%	0.0%	1.28%	0.0%	0.09%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	145	2	2	8	2	3	5	1	6	5	4	8	3	5	2	5	6	12	12	11	11	3	5	4	0	10	6	4					
		0.66%	0.22%	0.26%	0.84%	0.32%	0.39%	0.82%	0.25%	1.52%	0.48%	0.62%	1.41%	0.36%	0.37%	0.27%	0.55%	1.00%	1.84%	1.15%	1.04%	0.83%	0.31%	0.74%	0.37%	0.0%	1.51%	0.56%	0.31%					
27	"10. ""Аграрная партия России"""	352	12	17	15	5	10	25	5	5	13	7	7	8	27	16	14	11	8	11	20	22	16	2	18	0	8	17	33					
		1.61%	1.32%	2.26%	1.59%	0.81%	1.31%	4.10%	1.27%	1.26%	1.25%	1.09%	1.23%	0.96%	2.02%	2.17%	1.56%	1.84%	1.23%	1.05%	1.90%	1.66%	1.66%	0.29%	1.69%	0.0%	1.20%	1.59%	2.57%					
28	"11. ""Истинные патриоты России"""	24	1	1	1	0	1	2	0	0	0	1	0	1	0	1	0	0	2	2	0	2	1	7	0	0	0	0	1					
		0.10%	0.11%	0.13%	0.10%	0.0%	0.13%	0.32%	0.0%	0.0%	0.0%	0.15%	0.0%	0.12%	0.0%	0.13%	0.0%	0.0%	0.30%	0.19%	0.0%	0.15%	0.10%	1.03%	0.0%	0.0%	0.0%	0.0%	0.07%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	115	7	4	5	6	6	7	2	1	4	3	1	6	3	2	3	0	5	6	5	9	2	9	3	2	3	8	3					
		0.52%	0.77%	0.53%	0.53%	0.98%	0.78%	1.14%	0.51%	0.25%	0.38%	0.46%	0.17%	0.72%	0.22%	0.27%	0.33%	0.0%	0.76%	0.57%	0.47%	0.68%	0.20%	1.33%	0.28%	2.56%	0.45%	0.74%	0.23%					
