Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Залесовская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757					
1	"Число избирателей, внесенных в списки избирателей"	13147	408	224	716	92	169	504	67	1191	1207	1646	1769	435	136	692	883	188	464	205	1009	182	134	783	43					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13020	400	220	700	100	160	500	70	1100	1200	1600	1700	450	200	700	900	200	450	200	1000	200	130	800	40					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7378	231	133	420	73	114	295	35	618	735	989	896	238	135	393	424	115	262	124	474	94	79	474	27					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	498	32	13	20	0	8	15	4	95	28	46	34	3	1	32	30	7	17	15	48	14	10	26	0					
6	Число погашенных избирательных бюллетеней	5144	137	74	260	27	38	190	31	387	437	565	770	209	64	275	446	78	171	61	478	92	41	300	13					
7	Число избирательных бюллетеней в переносных ящиках для голосования	498	32	13	20	0	8	15	4	95	28	46	34	3	1	32	30	7	17	15	48	14	10	26	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7377	231	133	420	73	114	295	35	617	735	989	896	238	135	393	424	115	262	124	474	94	79	474	27					
9	Число недействительных избирательных бюллетеней	98	4	1	9	0	1	6	0	4	8	12	10	5	0	6	7	0	2	1	9	2	1	10	0					
10	Число действительных избирательных бюллетеней	7777	259	145	431	73	121	304	39	708	755	1023	920	236	136	419	447	122	277	138	513	106	88	490	27					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	95	3	2	4	2	2	4	2	8	8	8	12	3	2	4	4	2	5	2	8	2	2	4	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	45	2	0	1	0	2	0	0	3	3	6	8	2	0	2	4	2	5	0	4	0	0	1	0					
