Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Спасская городская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899					
1	"Число избирателей, внесенных в списки"	40695	1958	2382	1559	2143	1096	1549	2024	1003	1800	2689	1317	711	534	727	1321	294	825	396	325	1251	1063	1385	1696	1604	2015	852	1998	1916	642	1620					
2	"Число бюллетеней, полученных участковыми комиссиями"	36710	1750	2100	1400	1900	1000	1400	1800	1000	1650	2350	1150	650	500	700	1200	260	750	350	300	1100	950	1100	1500	1500	1900	750	1800	1700	600	1600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17329	821	1149	720	872	471	673	828	450	872	1056	591	190	154	251	516	106	258	165	128	490	449	688	774	681	946	393	902	800	229	706					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	881	37	32	31	73	4	34	13	12	31	48	9	57	56	22	0	17	40	56	21	15	11	9	27	11	24	10	57	44	65	15					
6	Число погашенных бюллетеней	18500	892	919	649	955	525	693	959	538	747	1246	550	403	290	427	684	137	452	129	151	595	490	403	699	808	930	347	841	856	306	879					
7	Число бюллетеней в переносных ящиках для голосования	880	37	32	31	73	4	33	13	12	31	48	9	57	56	22	0	17	40	56	21	15	11	9	27	11	24	10	57	44	65	15					
8	Число бюллетеней в стационарных ящиках для голосования	17319	821	1149	719	872	471	673	828	450	872	1047	591	190	154	251	516	106	258	165	128	490	449	688	774	681	946	393	902	800	229	706					
9	Число недействительных бюллетеней	219	19	14	20	11	9	6	11	3	4	1	1	2	0	5	9	1	5	0	3	6	11	2	8	10	12	5	15	10	7	9					
10	Число действительных бюллетеней	17980	839	1167	730	934	466	700	830	459	899	1094	599	245	210	268	507	122	293	221	146	499	449	695	793	682	958	398	944	834	287	712					
