Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Кировская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №1950	УИК №1951	УИК №1952	УИК №1953	УИК №1954	УИК №1955					
1	"Число избирателей, внесенных в список избирателей"	19306	467	172	386	88	131	194	723	184	996	505	918	1021	433	836	858	484	276	460	974	311	55	99	315	94	190	34	335	98	571	1428	732	385	955	476	218	618	909	522	45	401	409					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18725	450	150	350	80	120	180	750	180	1000	480	900	1000	440	800	850	480	280	450	950	300	50	90	300	80	200	30	340	80	550	1200	600	300	850	380	855	550	900	450	30	350	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9520	197	92	164	38	76	86	313	94	517	236	404	527	236	448	426	220	118	207	486	151	24	54	158	54	107	20	152	36	271	775	419	194	523	224	199	251	390	219	21	203	190					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	544	7	3	12	5	7	4	20	6	4	8	13	16	4	14	10	29	9	19	76	27	13	6	16	8	16	3	24	10	17	14	9	12	31	35	0	4	12	10	3	3	5					
6	Число погашенных избирательных бюллетеней	8661	246	55	174	37	37	90	417	80	479	236	483	457	200	338	414	231	153	224	388	122	13	30	126	18	77	7	164	34	262	411	172	94	296	121	656	295	498	221	6	144	155					
7	Число избирательных бюллетеней в переносных ящиках для голосования	544	7	3	12	5	7	4	20	6	4	8	13	16	4	14	10	29	9	19	76	27	13	6	16	8	16	3	24	10	17	14	9	12	31	35	0	4	12	10	3	3	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9519	197	92	164	38	76	86	313	94	517	235	404	527	236	448	426	220	118	207	486	151	24	54	158	54	107	20	152	36	271	775	419	194	523	224	199	251	390	219	21	203	190					
9	Число недействительных избирательных бюллетеней	294	7	5	1	0	7	2	16	5	18	9	10	21	7	7	13	5	7	6	27	3	0	3	5	4	2	0	8	1	14	20	9	3	7	7	3	6	7	3	0	8	8					
10	Число действительных избирательных бюллетеней	9769	197	90	175	43	76	88	317	95	503	234	407	522	233	455	423	244	120	220	535	175	37	57	169	58	121	23	168	45	274	769	419	203	547	252	196	249	395	226	24	198	187					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	387	8	5	1	5	5	5	15	1	13	5	10	20	10	23	15	10	10	9	16	20	5	5	20	5	10	5	10	5	8	15	10	7	13	10	0	12	19	4	3	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	340	8	4	0	0	2	5	15	1	13	5	10	18	10	22	15	5	10	6	16	20	4	3	20	5	10	3	6	2	7	15	8	5	13	8	0	12	19	4	0	6	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	846	1	4	2	1	3	3	0	3	34	17	8	37	16	34	17	6	4	8	24	3	2	3	3	1	2	4	6	2	4	26	102	50	43	43	201	14	4	40	7	32	32					
14	Число погашенных неиспользованных открепительных удостоверений	47	0	1	1	5	3	0	0	0	0	0	0	2	0	1	0	5	0	3	0	0	1	2	0	0	0	2	4	3	1	0	2	2	0	2	0	0	0	0	3	4	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	1	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
