Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    Николаевская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394					
1	"Число избирателей, внесенных в списки избирателей"	30469	162	671	732	1152	731	603	1048	1255	1213	553	653	604	1410	83	738	938	847	681	411	596	1523	1003	882	540	766	573	197	201	239	271	300	962	551	754	527	436	45	643	1111	1029	671	366	768	569	461					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26275	120	500	550	900	550	500	800	950	950	450	550	500	1100	100	600	750	650	550	350	500	1100	800	750	450	600	450	200	205	250	290	250	1000	550	800	550	440	60	650	1000	1000	650	390	810	600	510					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	226	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	33	0	79	0	0	0	6	0	0	47	4	3	4	40					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16095	90	290	400	550	338	299	419	782	730	305	262	215	910	83	441	628	542	341	220	372	775	524	493	241	368	224	197	134	159	152	190	498	336	285	209	241	36	358	440	509	333	252	437	253	234					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1379	0	30	9	41	25	55	48	25	27	17	24	24	47	0	24	18	17	36	3	14	29	29	33	24	12	25	0	7	8	32	15	34	65	49	60	27	0	15	130	59	30	13	66	68	65					
6	Число погашенных избирательных бюллетеней	8575	30	180	141	309	187	146	333	143	193	128	260	261	143	17	135	104	91	173	127	114	296	247	224	185	220	201	3	58	83	106	45	435	149	387	281	172	24	271	430	432	240	121	304	275	171					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1605	0	30	9	41	25	55	48	25	27	17	28	24	47	0	24	18	17	36	3	14	29	29	33	24	12	25	0	13	8	32	15	67	65	128	60	27	0	21	130	59	77	17	69	72	105					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16085	90	290	400	550	338	299	419	781	730	305	262	215	909	83	441	628	541	341	220	372	775	524	493	241	368	224	197	134	159	152	190	498	329	285	209	241	36	358	440	509	333	252	437	253	234					
9	Число недействительных избирательных бюллетеней	191	0	1	7	6	2	7	6	3	7	1	1	2	7	1	2	5	15	1	2	4	3	7	4	2	3	7	8	1	3	6	1	10	8	6	2	3	0	3	11	5	6	0	3	2	7					
10	Число действительных избирательных бюллетеней	17499	90	319	402	585	361	347	461	803	750	321	289	237	949	82	463	641	543	376	221	382	801	546	522	263	377	242	189	146	164	178	204	555	386	407	267	265	36	376	559	563	404	269	503	323	332					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	328	0	5	10	5	5	5	5	5	7	5	5	5	9	0	7	9	10	5	5	5	18	4	6	5	5	8	0	10	10	10	5	10	10	10	5	5	0	10	10	10	10	10	10	10	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	187	0	3	10	0	4	5	5	5	7	3	3	2	7	0	6	8	7	4	5	3	14	3	6	3	4	8	0	2	4	0	0	8	10	2	0	1	0	0	4	2	1	3	0	0	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	113	3	2	2	2	3	3	0	2	6	1	1	1	5	16	8	0	2	1	1	2	2	2	1	0	0	2	0	3	3	3	5	3	6	4	3	1	0	3	3	2	1	4	1	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	141	0	2	0	5	1	0	0	0	0	2	2	3	2	0	1	1	3	1	0	2	4	1	0	2	1	0	0	8	6	10	5	2	0	8	5	4	0	10	6	8	9	7	10	10	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	0	0	3	1	1	0	1	0	1	0	0	0	2	0	1	1	1	2	0	1	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
