Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Боковская районная																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №2571	УИК №2593	УИК №2594	УИК №2595	УИК №2596					
1	"Число избирателей, внесенных в списки избирателей"	12323	446	216	130	239	443	2275	1899	175	247	555	395	291	539	172	138	403	386	154	201	813	520	398	702	143	141	198	104					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12364	452	217	130	239	446	2228	1896	178	248	555	403	294	552	172	135	403	391	161	205	835	527	402	721	139	142	189	104					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7857	343	157	118	161	335	1539	1125	69	182	305	247	193	321	115	88	131	213	105	133	566	334	230	410	111	91	162	73					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1400	20	35	0	41	28	114	61	68	33	84	46	50	31	34	34	192	81	32	50	86	80	87	62	11	18	9	13					
6	Число погашенных избирательных бюллетеней	3107	89	25	12	37	83	575	710	41	33	166	110	51	200	23	13	80	97	24	22	183	113	85	249	17	33	18	18					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1400	20	35	0	41	28	114	61	68	33	84	46	50	31	34	34	192	81	32	50	86	80	87	62	11	18	9	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7857	343	157	118	161	335	1539	1125	69	182	305	247	193	321	115	88	131	213	105	133	566	334	230	410	111	91	162	73					
9	Число недействительных избирательных бюллетеней	41	0	0	0	0	0	22	0	1	1	3	0	0	2	0	0	0	1	0	2	2	0	3	3	0	1	0	0					
10	Число действительных избирательных бюллетеней	9216	363	192	118	202	363	1631	1186	136	214	386	293	243	350	149	122	323	293	137	181	650	414	314	469	122	108	171	86					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	285	12	5	3	7	12	35	45	4	6	14	10	7	18	4	3	10	8	8	6	15	13	13	15	3	3	4	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	185	4	2	0	1	11	35	29	1	1	0	7	5	16	2	0	1	7	8	5	11	9	13	15	0	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	64	2	2	0	0	1	12	4	3	0	1	3	3	4	1	2	0	4	0	1	1	3	5	5	3	1	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	100	8	3	3	6	1	0	16	3	5	14	3	2	2	2	3	9	1	0	1	4	4	0	0	3	1	4	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	1	0	0	0	0	5	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	156	3	1	2	3	4	22	14	2	3	3	9	5	12	0	3	2	6	0	2	11	15	11	9	0	2	9	3					
		1.69%	0.83%	0.52%	1.69%	1.49%	1.10%	1.33%	1.18%	1.46%	1.40%	0.77%	3.07%	2.06%	3.41%	0.00%	2.46%	0.62%	2.04%	0.00%	1.09%	1.69%	3.62%	3.47%	1.91%	0.00%	1.83%	5.26%	3.49%					
19	2.Всероссийская политическая партия «Гражданская Сила»	16	0	0	0	0	0	4	5	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0					
		0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.42%	0.73%	0.00%	0.00%	0.00%	0.41%	0.28%	0.00%	0.00%	0.31%	0.34%	0.00%	0.00%	0.15%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	1	1	2	2	1	0	0	0					
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.31%	1.02%	0.00%	0.00%	0.15%	0.24%	0.63%	0.42%	0.82%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	455	18	3	1	6	12	91	53	5	11	25	14	12	41	16	1	11	7	12	14	9	20	34	24	1	8	3	3					
		4.92%	4.96%	1.56%	0.85%	2.97%	3.31%	5.51%	4.47%	3.65%	5.12%	6.43%	4.78%	4.94%	11.65%	10.74%	0.82%	3.41%	2.38%	8.76%	7.65%	1.38%	4.83%	10.73%	5.08%	0.82%	7.34%	1.75%	3.49%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	15	2	0	0	1	0	6	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0					
		0.16%	0.55%	0.00%	0.00%	0.50%	0.00%	0.36%	0.25%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	12	0	0	0	1	1	2	1	0	0	3	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0					
		0.13%	0.00%	0.00%	0.00%	0.50%	0.28%	0.12%	0.08%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.55%	0.00%	0.00%	0.32%	0.00%	0.00%	0.92%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	375	13	4	8	8	18	64	24	10	10	22	10	17	36	16	7	10	21	0	9	8	14	8	18	3	7	8	2					
		4.05%	3.58%	2.08%	6.78%	3.96%	4.96%	3.87%	2.02%	7.30%	4.65%	5.66%	3.41%	6.99%	10.23%	10.74%	5.74%	3.10%	7.14%	0.00%	4.92%	1.23%	3.38%	2.52%	3.81%	2.46%	6.42%	4.68%	2.33%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	466	15	3	2	3	8	111	46	6	4	17	16	13	32	7	8	4	9	0	12	73	24	16	23	1	4	3	6					
		5.03%	4.13%	1.56%	1.69%	1.49%	2.20%	6.72%	3.88%	4.38%	1.86%	4.37%	5.46%	5.35%	9.09%	4.70%	6.56%	1.24%	3.06%	0.00%	6.56%	11.20%	5.80%	5.05%	4.87%	0.82%	3.67%	1.75%	6.98%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	26	2	0	0	0	0	6	2	0	0	1	3	1	2	0	0	0	2	0	1	0	2	2	0	1	0	1	0					
		0.28%	0.55%	0.00%	0.00%	0.00%	0.00%	0.36%	0.17%	0.00%	0.00%	0.26%	1.02%	0.41%	0.57%	0.00%	0.00%	0.00%	0.68%	0.00%	0.55%	0.00%	0.48%	0.63%	0.00%	0.82%	0.00%	0.58%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7660	309	181	105	180	320	1322	1036	112	186	315	239	192	225	109	102	292	243	125	141	545	337	240	385	115	85	147	72					
		82.75%	85.12%	94.27%	88.98%	89.11%	88.15%	79.98%	87.35%	81.75%	86.51%	80.98%	81.57%	79.01%	63.92%	73.15%	83.61%	90.40%	82.65%	91.24%	77.05%	83.59%	81.40%	75.71%	81.57%	94.26%	77.98%	85.96%	83.72%					
