Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Крапивинская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131					
1	"Число избирателей, внесенных в списки избирателей"	18944	1276	1368	1356	1358	2113	2053	712	100	695	407	256	1172	85	668	288	598	254	254	83	409	256	152	676	148	38	689	109	749	97	340	185					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18165	1150	1200	1200	1200	2000	2000	700	105	680	420	250	1100	85	660	285	600	250	255	90	410	265	165	690	165	55	690	115	750	100	345	185					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	30	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15244	908	899	936	866	1675	1664	565	93	603	331	225	932	77	593	268	550	218	221	80	408	216	145	639	134	37	626	99	693	92	285	166					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1222	131	148	127	130	80	146	50	6	14	36	12	49	8	45	3	43	20	18	2	0	5	7	21	13	1	43	3	27	0	21	13					
6	Число погашенных избирательных бюллетеней	1669	111	153	137	204	245	190	55	6	63	53	13	119	0	22	14	7	12	16	8	2	44	13	30	18	17	21	13	30	8	39	6					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1252	131	148	127	130	80	146	80	6	14	36	12	49	8	45	3	43	20	18	2	0	5	7	21	13	1	43	3	27	0	21	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15244	908	899	936	866	1675	1664	565	93	603	331	225	932	77	593	268	550	218	221	80	408	216	145	639	134	37	626	99	693	92	285	166					
9	Число недействительных избирательных бюллетеней	153	5	12	5	5	13	46	4	0	2	1	0	1	0	2	0	23	5	1	2	7	3	0	2	3	0	0	0	3	0	5	3					
10	Число действительных избирательных бюллетеней	16343	1034	1035	1058	991	1742	1764	641	99	615	366	237	980	85	636	271	570	233	238	80	401	218	152	658	144	38	669	102	717	92	301	176					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	646	55	50	60	50	73	105	20	5	15	22	0	18	5	10	0	11	1	6	10	5	11	15	20	25	18	12	6	15	2	0	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	625	55	44	60	50	73	105	20	5	15	22	0	18	2	8	0	11	1	4	8	5	11	15	20	25	18	11	3	13	2	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	285	35	12	16	19	28	25	9	3	11	6	6	16	3	12	8	3	3	4	0	7	6	7	4	8	4	4	4	10	4	3	5					
14	Число погашенных неиспользованных открепительных удостоверений	21	0	6	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	2	2	0	0	0	0	0	0	1	3	2	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	1.Политическая партия «Аграрная партия России»	387	31	13	23	21	37	41	16	1	17	13	8	20	7	3	13	5	1	4	0	5	5	2	30	5	3	24	3	8	10	11	7					
