Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
Наименование Избирательной комиссии:    Сафоновская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №811					
1	"Число избирателей, внесенных в список избирателей"	47396	2653	1141	2383	624	1378	2593	1957	2110	1077	2153	2623	1058	1790	1550	1205	1518	1068	977	700	128	788	1883	1860	1798	1501	916	349	301	199	351	734	296	268	782	445	441	223	337	327	532	455	541	371	636	376					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	47925	2706	1129	2348	628	1335	2648	1992	2140	1095	2146	2683	1053	1830	1579	1176	1538	1083	982	710	220	805	1930	1861	1803	1576	921	361	305	203	342	717	307	277	790	398	466	224	328	330	543	461	526	396	662	372					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	24188	1341	561	1155	304	652	1220	896	1091	522	1078	1361	389	788	807	645	773	390	345	291	86	357	902	954	884	819	687	224	180	99	200	463	181	225	411	251	246	127	152	165	428	271	334	181	517	235					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2179	67	41	108	27	20	40	48	22	24	19	21	25	8	10	36	27	28	30	24	30	31	11	15	39	104	58	71	15	13	51	22	39	14	158	132	122	37	43	100	51	61	114	74	39	110					
6	Число погашенных избирательных бюллетеней	21558	1298	527	1085	297	663	1388	1048	1027	549	1049	1301	639	1034	762	495	738	665	607	395	104	417	1017	892	880	653	176	66	110	91	91	232	87	38	221	15	98	60	133	65	64	129	78	141	106	27					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2179	67	41	108	27	20	40	48	22	24	19	21	25	8	10	36	27	28	30	24	30	31	11	15	39	104	58	71	15	13	51	22	39	14	158	132	122	37	43	100	51	61	114	74	39	110					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24184	1341	561	1155	304	652	1220	896	1091	522	1078	1361	388	788	804	645	773	390	345	291	86	357	902	954	884	819	687	224	180	99	200	463	181	225	411	251	246	127	152	165	428	271	334	181	517	235					
9	Число недействительных избирательных бюллетеней	371	19	13	19	3	9	14	17	32	5	13	21	3	19	10	18	7	7	11	3	1	11	12	10	13	17	7	1	0	1	2	8	0	1	12	10	0	0	3	1	0	3	4	7	2	2					
10	Число действительных избирательных бюллетеней	25992	1389	589	1244	328	663	1246	927	1081	541	1084	1361	410	777	804	663	793	411	364	312	115	377	901	959	910	906	738	294	195	111	249	477	220	238	557	373	368	164	192	264	479	329	444	248	554	343					
