Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Сафоновская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №809					
1	"Число избирателей, внесенных в списки избирателей"	51026	2837	2483	1332	1437	1392	659	2688	1276	2182	2351	1330	1094	2072	2343	2607	2035	2293	2024	2026	1981	1552	1681	877	351	370	1089	306	822	431	528	255	358	356	553	481	546	443	649	386	550					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	50952	2863	2420	1351	1450	1386	655	2688	1286	2160	2368	1340	1093	2040	2353	2592	2051	2305	2025	2030	2021	1560	1682	874	346	373	1067	308	825	377	528	261	368	355	550	489	513	437	637	381	544					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23129	1400	1091	456	692	627	317	1156	581	978	924	622	379	968	992	1173	991	1154	874	933	916	510	745	463	209	159	499	213	369	220	190	139	177	142	271	233	314	159	471	166	256					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1915	53	89	12	6	16	17	28	27	19	23	30	22	39	23	25	10	26	11	31	35	28	128	87	35	89	14	18	139	99	87	45	49	90	49	65	97	69	34	117	34					
6	Число погашенных избирательных бюллетеней	25908	1410	1240	883	752	743	321	1504	678	1163	1421	688	692	1033	1338	1394	1050	1125	1140	1066	1070	1022	809	324	102	125	554	77	317	58	251	77	142	123	230	191	102	209	132	98	254					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1915	53	89	12	6	16	17	28	27	19	23	30	22	39	23	25	10	26	11	31	35	28	128	87	35	89	14	18	139	99	87	45	49	90	49	65	97	69	34	117	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23123	1400	1091	455	692	627	317	1156	581	978	924	622	378	968	992	1173	991	1154	874	929	916	510	745	463	209	159	499	213	369	220	190	139	177	142	271	233	314	159	471	166	256					
9	Число недействительных избирательных бюллетеней	420	15	19	10	26	12	1	25	8	18	13	13	5	9	15	12	15	19	3	27	12	16	31	10	4	5	23	4	5	4	7	3	2	0	9	4	2	4	3	1	6					
10	Число действительных избирательных бюллетеней	24618	1438	1161	457	672	631	333	1159	600	979	934	639	395	998	1000	1186	986	1161	882	933	939	522	842	540	240	243	490	227	503	315	270	181	224	232	311	294	409	224	502	282	284					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	700	25	25	20	20	20	15	25	20	25	25	20	20	25	25	25	25	25	25	25	25	20	15	11	11	11	15	11	11	11	11	11	11	15	11	11	11	10	11	11	11					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	241	15	7	3	14	6	1	14	8	12	13	2	3	13	12	12	12	11	5	18	10	8	4	5	1	0	4	3	6	4	4	3	1	0	1	1	2	0	1	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	175	10	8	1	2	5	3	6	4	12	5	1	1	7	9	5	4	1	1	4	7	1	3	2	2	1	22	1	2	18	5	0	3	1	3	0	1	9	2	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	459	10	18	17	6	14	14	11	12	13	12	18	17	12	13	13	13	14	20	7	15	12	11	6	10	11	11	8	5	7	7	8	10	15	10	10	9	10	10	11	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
