Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Шебалинская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241					
1	"Число избирателей, внесенных в списки"	10082	262	191	426	371	547	581	149	104	274	1340	424	238	64	1860	1906	247	430	55	145	122	200	146					
2	"Число бюллетеней, полученных участковыми комиссиями"	10022	258	188	420	364	534	578	144	114	267	1302	419	226	66	1892	1920	241	417	59	144	119	201	149					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5851	199	144	342	292	324	310	110	81	133	737	252	192	58	788	886	163	313	51	90	96	173	117					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	534	12	7	12	8	35	39	9	9	59	83	21	5	0	76	108	21	2	3	0	4	2	19					
6	Число погашенных бюллетеней	3637	47	37	66	64	175	229	25	24	75	482	146	29	8	1028	926	57	102	5	54	19	26	13					
7	Число бюллетеней в переносных ящиках для голосования	534	12	7	12	8	35	39	9	9	59	83	21	5	0	76	108	21	2	3	0	4	2	19					
8	Число бюллетеней в стационарных ящиках для голосования	5849	199	144	342	292	324	310	110	81	133	737	252	192	58	787	885	163	313	51	90	96	173	117					
9	Число недействительных бюллетеней	148	2	0	2	19	16	5	2	5	7	17	10	0	0	17	22	4	10	1	2	3	3	1					
10	Число действительных бюллетеней	6235	209	151	352	281	343	344	117	85	185	803	263	197	58	846	971	180	305	53	88	97	172	135					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	5	6	5	5	10	10	3	3	5	20	10	5	3	40	40	5	10	3	3	3	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	44	2	0	5	1	1	1	0	0	1	4	0	0	0	10	19	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	31	1	0	3	0	1	1	0	3	0	2	3	1	0	2	8	1	0	0	2	0	1	2					
14	Число погашенных открепительных удостоверений	156	3	6	0	4	9	9	3	3	4	16	10	5	3	30	21	5	10	3	3	3	3	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
