15	"Число открепительных удостоверений, выданных избирателям ТИК"	27	0	0	0	1	1	1	1	1	1	0	1	2	0	0	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	1	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																													
18	Богданов Андрей Владимирович	571	21	10	12	15	15	14	22	6	16	14	10	11	28	17	19	16	16	5	26	24	8	15	12	13	20	11	19	8	2	2	0	1	5	5	9	5	3	2	7	0	1	5	0	5	1	1	0	3	3	1	18	0	1	1	0	15	2	0	4	4	15	15	0	8	2	0	2	0	0	0					
		1.05%	1.34%	0.81%	0.90%	1.23%	1.33%	0.95%	1.57%	0.56%	1.05%	1.29%	0.73%	1.02%	1.76%	1.60%	1.46%	1.60%	1.29%	0.74%	1.89%	2.38%	0.79%	1.08%	0.91%	1.46%	1.52%	0.99%	1.33%	0.83%	0.72%	0.49%	0.00%	0.11%	0.53%	1.20%	0.91%	0.82%	0.86%	0.50%	5.93%	0.00%	0.14%	0.81%	0.00%	0.73%	0.58%	0.67%	0.00%	0.35%	0.69%	0.66%	1.18%	0.00%	0.38%	0.73%	0.00%	1.44%	0.85%	0.00%	2.14%	1.65%	0.86%	1.07%	0.00%	0.94%	1.60%	0.00%	0.83%	0.00%	0.00%	0.00%					
19	Жириновский Владимир Вольфович	5953	182	149	161	136	124	195	169	115	177	104	159	108	202	129	146	120	202	75	163	124	98	163	187	119	151	117	186	103	40	29	18	74	68	43	131	49	29	13	15	27	50	44	28	67	16	18	13	68	35	6	147	6	32	12	12	126	36	13	21	24	177	175	2	95	10	38	36	23	9	14					
		10.94%	11.64%	12.08%	12.02%	11.17%	11.00%	13.27%	12.04%	10.72%	11.62%	9.59%	11.55%	10.05%	12.69%	12.14%	11.19%	12.00%	16.26%	11.06%	11.85%	12.28%	9.69%	11.75%	14.11%	13.34%	11.47%	10.50%	13.03%	10.70%	14.49%	7.06%	5.37%	8.42%	7.25%	10.31%	13.26%	8.07%	8.36%	3.26%	12.71%	14.75%	7.08%	7.12%	8.24%	9.82%	9.36%	12.00%	4.45%	7.98%	8.03%	3.95%	9.63%	4.17%	12.17%	8.76%	9.30%	12.08%	15.25%	6.88%	11.23%	9.92%	10.10%	12.48%	2.02%	11.16%	8.00%	11.05%	14.88%	4.42%	3.30%	5.69%					
20	Зюганов Геннадий Андреевич	12611	367	289	357	306	248	402	352	309	381	284	341	267	371	259	314	227	292	164	378	313	330	343	315	227	410	310	373	293	59	64	66	152	99	85	186	80	46	69	11	49	105	116	48	169	25	24	38	152	70	47	372	20	59	29	18	255	36	41	28	44	365	321	7	192	19	63	55	60	30	15					
		23.17%	23.47%	23.44%	26.66%	25.12%	22.01%	27.37%	25.07%	28.80%	25.02%	26.18%	24.76%	24.84%	23.30%	24.37%	24.06%	22.70%	23.51%	24.19%	27.49%	30.99%	32.64%	24.73%	23.77%	25.45%	31.13%	27.83%	26.14%	30.43%	21.38%	15.57%	19.70%	17.29%	10.55%	20.38%	18.83%	13.18%	13.26%	17.29%	9.32%	26.78%	14.87%	18.77%	14.12%	24.78%	14.62%	16.00%	13.01%	17.84%	16.06%	30.92%	24.36%	13.89%	22.43%	21.17%	13.95%	24.45%	15.25%	21.69%	14.97%	18.18%	20.82%	22.90%	7.07%	22.56%	15.20%	18.31%	22.73%	11.54%	10.99%	6.10%					
21	Медведев Дмитрий Анатольевич	34548	952	768	795	733	733	845	835	628	923	669	849	675	977	632	812	630	719	429	793	544	566	846	789	527	712	666	833	551	175	302	251	603	670	278	656	453	267	313	84	104	549	451	263	437	127	105	241	626	326	98	981	113	171	95	98	639	158	135	134	165	1176	874	88	550	94	240	149	428	234	216					
		63.46%	60.87%	62.29%	59.37%	60.18%	65.04%	57.52%	59.47%	58.53%	60.60%	61.66%	61.66%	62.79%	61.37%	59.45%	62.22%	63.00%	57.89%	63.27%	57.67%	53.86%	55.98%	60.99%	59.55%	59.08%	54.06%	59.78%	58.37%	57.22%	63.41%	73.48%	74.93%	68.60%	71.43%	66.67%	66.40%	74.63%	76.95%	78.45%	71.19%	56.83%	77.76%	72.98%	77.35%	64.08%	74.27%	70.00%	82.53%	73.47%	74.77%	64.47%	64.24%	78.47%	65.02%	69.34%	75.97%	61.27%	66.95%	71.43%	71.66%	68.18%	67.08%	62.34%	88.89%	64.63%	75.20%	69.77%	61.57%	82.31%	85.71%	87.80%					
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
