Выборы Президента Российской Федерации																																											
Дата голосования: 02.03.2008																																											
																																											
Наименование Избирательной комиссии:    Козельская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
	Число участковых избирательных комиссий	36																																									
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	36																																									
																																											
		Сумма	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394					
1	"Число избирателей, включенных в списки избирателей"	34874	1668	204	398	86	898	183	73	491	382	259	256	118	406	492	250	868	302	625	181	238	1060	847	1130	1105	2212	749	1835	2457	2998	1493	1932	1403	2360	2063	1434	1418					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	34937	1550	200	400	90	950	180	87	500	400	290	270	120	400	500	250	900	300	650	200	250	1000	850	1200	1100	2100	800	1800	2500	2600	1400	2000	1400	2500	2200	1500	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	43	382	29	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	19932	1044	105	268	55	586	124	38	245	183	73	179	64	171	270	116	508	138	250	56	122	465	451	522	486	1145	418	1121	1396	1898	890	1133	1056	1407	1245	825	879					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3439	171	73	71	23	156	43	22	133	135	139	46	43	148	81	89	143	119	277	89	80	190	65	164	83	222	82	28	46	121	16	32	0	55	58	135	61					
6	Число погашенных избирательных бюллетеней	11094	335	22	61	12	208	13	27	122	82	78	45	13	81	149	45	249	43	123	55	48	345	334	514	531	715	300	651	1015	199	465	835	344	1038	897	540	560					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3911	171	73	71	23	156	43	22	133	135	139	46	43	148	81	89	143	119	277	89	80	190	65	164	83	240	82	28	89	503	45	32	0	55	58	135	61					
8	Число бюллетеней в стационарных ящиках для голосования	19926	1044	105	268	55	586	124	38	245	183	73	179	64	171	270	116	508	138	250	56	122	465	451	522	486	1145	418	1121	1396	1897	890	1128	1056	1407	1245	825	879					
9	Число недействительных избирательных бюллетеней	292	9	2	2	0	1	2	2	4	0	2	2	0	2	8	1	5	3	0	3	0	3	5	21	9	12	3	19	22	44	16	13	12	26	15	8	16					
10	Число действительных избирательных бюллетеней	23545	1206	176	337	78	741	165	58	374	318	210	223	107	317	343	204	646	254	527	142	202	652	511	665	560	1373	497	1130	1463	2356	919	1147	1044	1436	1288	952	924					
11	Число полученных открепительных  удостоверений	750	71	8	22	4	45	5	11	31	11	7	5	5	20	15	15	43	5	20	10	16	10	13	18	10	33	18	20	38	35	20	50	12	35	25	22	22					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	748	71	8	22	4	45	5	11	31	11	7	5	5	20	15	15	43	5	20	10	16	10	13	18	10	31	18	20	38	35	20	50	12	35	25	22	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	318	9	3	3	3	8	1	5	10	1	4	6	4	8	5	5	9	0	4	4	4	11	14	16	17	21	3	18	12	33	26	9	11	13	7	6	5					
14	Число неиспользованных открепительных удостоверений	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	30	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	1	1	0	0	2	0	4	1	1	2	3	0	1	2	1	4	1	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																											
18	Богданов Андрей Владимирович	263	14	1	2	0	8	0	2	2	2	1	1	0	2	1	0	3	0	3	1	0	7	0	2	5	10	2	12	13	19	9	22	24	17	10	60	8					
		1.10%	1.15%	0.56%	0.59%	0.00%	1.08%	0.00%	3.33%	0.53%	0.63%	0.47%	0.44%	0.00%	0.63%	0.28%	0.00%	0.46%	0.00%	0.57%	0.69%	0.00%	1.07%	0.00%	0.29%	0.88%	0.72%	0.40%	1.04%	0.88%	0.79%	0.96%	1.90%	2.27%	1.16%	0.77%	6.25%	0.85%					
19	Жириновский Владимир Вольфович	2735	153	19	40	6	64	14	3	54	23	24	25	11	38	29	29	76	26	43	12	13	80	54	73	64	153	41	90	161	424	99	147	103	164	146	132	102					
		11.47%	12.59%	10.67%	11.80%	7.69%	8.63%	8.38%	5.00%	14.29%	7.23%	11.32%	11.11%	10.28%	11.91%	8.26%	14.15%	11.67%	10.12%	8.16%	8.28%	6.44%	12.21%	10.47%	10.64%	11.25%	11.05%	8.20%	7.83%	10.84%	17.67%	10.59%	12.67%	9.75%	11.22%	11.20%	13.75%	10.85%					
20	Зюганов Геннадий Андреевич	5375	252	30	52	8	174	18	12	59	27	46	18	32	58	66	29	71	49	94	24	23	168	133	167	143	355	143	423	414	285	238	283	276	397	339	231	238					
		22.55%	20.74%	16.85%	15.34%	10.26%	23.45%	10.78%	20.00%	15.61%	8.49%	21.70%	8.00%	29.91%	18.18%	18.80%	14.15%	10.91%	19.07%	17.84%	16.55%	11.39%	25.65%	25.78%	24.34%	25.13%	25.63%	28.60%	36.81%	27.88%	11.88%	25.45%	24.40%	26.14%	27.15%	26.02%	24.06%	25.32%					
