Выборы Президента Российской Федерации																																																																				
Дата голосования: 02.03.2008																																																																				
																																																																				
"Наименование Избирательной комиссии:    Челябинск, Советская"																																																																				
																																																																				
Сводная таблица результатов выборов																																																																				
																																																																				
	Число участковых избирательных комиссий	61																																																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	61																																																																		
																																																																				
		Сумма	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077	УИК №2078	УИК №2079	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №2089	УИК №2090	УИК №2091	УИК №2092	УИК №2093	УИК №2094	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099	УИК №2100	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114					
1	"Число избирателей, включенных в списки избирателей"	103510	1717	1481	694	716	759	1033	1371	1611	2083	2255	1225	1589	2410	1776	1703	1358	2273	2922	2007	1240	1925	1763	1923	1064	1625	1791	2567	2336	2635	1982	1856	1375	864	802	614	1030	272	1107	930	1380	2542	1782	2605	1202	2647	2015	1864	2556	1898	1266	2233	789	2796	521	2495	2234	2345	2296	2048	2582	730					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	84950	1300	1200	600	600	600	850	1100	1300	1750	2050	1000	1250	1900	1450	1400	1100	1800	2350	1600	1000	1500	1400	1550	850	1300	1550	2150	1850	2050	1850	1450	1100	650	650	500	900	250	1200	1050	1150	2100	1450	2100	1050	2050	1600	1700	2050	1500	1050	1950	650	2250	450	1950	1900	1900	1850	1600	2050	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	63699	999	965	411	399	499	628	884	1006	1373	1619	792	1109	1502	1188	1137	897	1453	1864	1206	816	1167	1122	1197	644	1023	1246	1703	1461	1557	927	1044	758	483	470	395	559	179	706	618	943	1590	1135	1414	722	1629	1133	1227	1449	1193	804	1230	396	1904	240	1464	1292	1367	1421	1165	1576	399					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3847	151	36	21	37	19	46	82	40	54	42	44	25	34	56	56	37	42	84	87	43	41	52	61	35	45	13	76	87	139	581	34	21	25	42	27	62	19	73	51	56	52	49	76	31	125	91	90	48	35	34	39	34	60	130	93	53	37	53	41	61	39					
6	Число погашенных избирательных бюллетеней	17404	150	199	168	164	82	176	134	254	323	389	164	116	364	206	207	166	305	402	307	141	292	226	292	171	232	291	371	302	354	342	372	321	142	138	78	279	52	421	381	151	458	266	610	297	296	376	383	553	272	212	681	220	286	80	393	555	496	376	394	413	162					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3842	151	36	21	37	19	46	82	40	54	42	44	25	34	56	56	37	42	84	87	43	41	52	61	30	45	13	76	87	139	581	34	21	25	42	27	62	19	73	51	56	52	49	76	31	125	91	90	48	35	34	39	34	60	130	93	53	37	53	41	61	39					
8	Число бюллетеней в стационарных ящиках для голосования	63599	998	962	406	399	498	623	883	1003	1369	1616	788	1107	1502	1188	1137	897	1453	1862	1206	813	1164	1122	1197	642	1022	1246	1694	1459	1555	927	1041	757	483	470	394	559	179	706	618	943	1583	1135	1413	722	1628	1130	1225	1439	1193	804	1230	396	1904	240	1460	1292	1365	1414	1163	1576	399					
9	Число недействительных избирательных бюллетеней	1062	29	30	11	15	10	14	31	25	25	37	17	17	19	23	21	10	24	27	14	9	24	23	14	18	18	15	18	27	39	26	24	13	7	13	3	8	4	11	6	5	20	9	25	10	19	22	11	23	21	18	19	3	26	3	15	26	11	17	21	17	2					
10	Число действительных избирательных бюллетеней	66379	1120	968	416	421	507	655	934	1018	1398	1621	815	1115	1517	1221	1172	924	1471	1919	1279	847	1181	1151	1244	654	1049	1244	1752	1519	1655	1482	1051	765	501	499	418	613	194	768	663	994	1615	1175	1464	743	1734	1199	1304	1464	1207	820	1250	427	1938	367	1538	1319	1391	1450	1183	1620	436					
11	Число полученных открепительных  удостоверений	2173	48	46	28	20	12	20	38	28	40	80	36	40	61	33	64	25	50	50	51	20	44	28	48	24	35	71	74	50	40	44	28	20	28	16	12	16	8	20	20	31	80	40	40	20	40	31	40	35	28	28	74	20	40	8	35	31	31	31	28	35	11					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1561	26	29	10	9	10	15	34	22	36	76	34	31	37	30	40	19	45	42	38	17	30	23	32	19	33	31	53	37	39	21	19	10	14	15	5	9	1	17	13	15	56	30	32	18	26	26	32	29	28	18	64	9	25	7	20	31	18	20	14	18	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1856	37	33	13	10	38	20	32	25	28	47	67	110	25	48	67	21	41	43	24	36	29	29	24	26	20	39	38	24	46	77	16	41	15	29	19	45	16	16	13	21	27	27	19	6	59	22	21	27	32	17	22	6	43	19	24	16	27	17	21	43	13					
14	Число неиспользованных открепительных удостоверений	612	22	17	18	11	2	5	4	6	4	4	2	9	24	3	24	6	5	8	13	3	14	5	16	5	2	40	21	13	1	23	9	10	14	1	7	7	7	3	7	16	24	10	8	2	14	5	8	6	0	10	10	11	15	1	15	0	13	11	14	17	7					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	75	1	2	1	0	0	1	1	2	1	0	1	1	0	0	1	0	2	2	1	0	0	1	3	1	1	0	6	1	3	1	2	2	1	1	0	0	0	1	1	2	2	0	1	2	1	2	2	3	1	0	2	2	3	3	2	3	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
