Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    ТИК Кировского района																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125					
1	"Число избирателей, внесенных в списки избирателей"	17763	1077	994	1016	1965	2023	953	718	431	2030	444	381	1111	1139	1220	1132	768	361					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17420	1280	1000	1000	1900	1970	930	700	400	2000	420	360	1060	1100	1150	1080	720	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10886	569	495	430	1506	1677	506	403	227	1054	242	215	860	450	1064	530	418	240					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	484	100	44	20	47	44	28	21	11	49	10	7	21	13	16	9	25	19					
6	Число погашенных избирательных бюллетеней	6050	611	461	550	347	249	396	276	162	897	168	138	179	637	70	541	277	91					
7	Число избирательных бюллетеней в переносных ящиках для голосования	484	100	44	20	47	44	28	21	11	49	10	7	21	13	16	9	25	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10886	569	495	430	1506	1677	506	403	227	1054	242	215	860	450	1064	530	418	240					
9	Число недействительных избирательных бюллетеней	527	4	3	15	160	55	38	13	13	49	15	3	20	13	36	51	29	10					
10	Число действительных избирательных бюллетеней	10843	665	536	435	1393	1666	496	411	225	1054	237	219	861	450	1044	488	414	249					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	170	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	56	4	1	4	4	6	6	6	0	8	2	0	1	3	6	3	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	25	0	2	1	4	4	2	3	0	1	0	1	1	0	0	2	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	114	6	9	6	6	4	4	4	10	2	8	10	9	7	4	7	8	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	243	42	13	4	4	13	11	10	2	8	3	3	6	13	79	18	4	10					
		2.14%	6.28%	2.41%	0.89%	0.26%	0.76%	2.06%	2.36%	0.84%	0.73%	1.19%	1.35%	0.68%	2.81%	7.31%	3.34%	0.90%	3.86%					
19	2.Всероссийская политическая партия «Гражданская Сила»	47	2	0	3	9	9	3	1	0	5	0	1	2	2	5	2	1	2					
		0.41%	0.30%	0.00%	0.67%	0.58%	0.52%	0.56%	0.24%	0.00%	0.45%	0.00%	0.45%	0.23%	0.43%	0.46%	0.37%	0.23%	0.77%					
20	3.Политическая партия «Демократическая партия России»	25	1	0	2	1	3	0	1	0	3	1	1	0	3	1	2	6	0					
		0.22%	0.15%	0.00%	0.44%	0.06%	0.17%	0.00%	0.24%	0.00%	0.27%	0.40%	0.45%	0.00%	0.65%	0.09%	0.37%	1.35%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1175	45	55	43	116	133	93	62	25	113	23	10	78	80	99	116	68	16					
		10.33%	6.73%	10.20%	9.56%	7.47%	7.73%	17.42%	14.62%	10.50%	10.24%	9.13%	4.50%	8.85%	17.28%	9.17%	21.52%	15.35%	6.18%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	17	2	0	7	0	3	0	0	1	1	1	0	1	0	1	0	0	0					
		0.15%	0.30%	0.00%	1.56%	0.00%	0.17%	0.00%	0.00%	0.42%	0.09%	0.40%	0.00%	0.11%	0.00%	0.09%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	21	1	4	0	3	1	3	0	0	4	0	0	1	0	0	3	1	0					
		0.18%	0.15%	0.74%	0.00%	0.19%	0.06%	0.56%	0.00%	0.00%	0.36%	0.00%	0.00%	0.11%	0.00%	0.00%	0.56%	0.23%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	204	25	18	14	17	27	4	7	3	24	2	2	10	9	19	4	11	8					
		1.79%	3.74%	3.34%	3.11%	1.09%	1.57%	0.75%	1.65%	1.26%	2.18%	0.79%	0.90%	1.14%	1.94%	1.76%	0.74%	2.48%	3.09%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	998	72	32	36	131	79	35	29	48	154	29	20	109	55	77	44	22	26					
		8.78%	10.76%	5.94%	8.00%	8.44%	4.59%	6.55%	6.84%	20.17%	13.96%	11.51%	9.01%	12.37%	11.88%	7.13%	8.16%	4.97%	10.04%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	93	9	9	6	6	8	4	0	1	17	5	1	3	7	5	8	4	0					
		0.82%	1.35%	1.67%	1.33%	0.39%	0.46%	0.75%	0.00%	0.42%	1.54%	1.98%	0.45%	0.34%	1.51%	0.46%	1.48%	0.90%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7995	462	405	320	1102	1387	342	300	145	722	172	181	650	281	756	291	294	185					
		70.32%	69.06%	75.14%	71.11%	70.96%	80.59%	64.04%	70.75%	60.92%	65.46%	68.25%	81.53%	73.78%	60.69%	70.00%	53.99%	66.37%	71.43%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	25	4	0	0	4	3	1	1	0	3	1	0	1	0	2	0	3	2					
		0.22%	0.60%	0.00%	0.00%	0.26%	0.17%	0.19%	0.24%	0.00%	0.27%	0.40%	0.00%	0.11%	0.00%	0.19%	0.00%	0.68%	0.77%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
