Выборы Президента Российской Федерации																																		
																																		
Наименование Избирательной комиссии:    Ханты-Мансийская																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536					
1	"Число избирателей, внесенных в список"	13360	356	1679	1947	669	240	963	130	367	179	113	121	455	171	570	69	246	973	160	190	494	1081	384	121	323	824	150	385					
2	Число полученных избирательных бюллетеней	13350	357	1443	1721	569	237	1194	126	333	178	109	114	495	171	588	69	271	1254	150	188	515	1056	476	130	331	735	155	385					
3	"Число избирательных бюллетеней, выданных  досрочно"	1432	0	8	20	112	0	508	0	0	0	0	0	19	0	9	0	0	553	0	0	43	0	131	0	0	0	27	2					
4	"Число избирательных бюллетеней, выданных в день голосования"	8047	229	850	1141	411	218	362	120	269	133	97	105	334	156	387	53	201	354	136	131	286	632	197	102	194	581	85	283					
5	"Число избирательных бюллетеней, выданных вне помещения"	511	16	82	37	0	0	19	6	20	8	4	0	15	0	36	5	17	27	1	10	20	35	31	0	28	61	20	13					
6	Число погашенных избирательных бюллетеней	3360	112	503	523	46	19	305	0	44	37	8	9	127	15	156	11	53	320	13	47	166	389	117	28	109	93	23	87					
7	Число избирательных бюллетеней в переносных ящиках	1943	16	90	57	112	0	527	6	20	8	4	0	34	0	45	5	17	580	1	10	63	35	162	0	28	61	47	15					
8	Число бюллетеней в стационарных ящиках для голосования	8046	229	850	1140	411	218	362	120	269	133	97	105	334	156	387	53	201	354	136	131	286	632	197	102	194	581	85	283					
9	Число недействительных избирательных бюллетеней	108	1	8	13	6	3	16	0	0	4	1	1	3	1	1	0	1	7	1	1	11	8	3	0	3	12	0	3					
10	Число действительных избирательных бюллетеней	9881	244	932	1184	517	215	873	126	289	137	100	104	365	155	431	58	217	927	136	140	338	659	356	102	219	630	132	295					
11	Число полученных открепительных  удостоверений	380	12	52	60	18	7	13	4	12	5	4	3	25	5	16	2	7	9	5	6	13	35	9	5	10	26	4	13					
12	Число выданных открепительных удостоверений	107	5	6	7	4	0	13	4	5	0	0	0	23	0	5	0	4	4	4	0	2	3	9	0	4	1	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	325	0	5	2	8	4	71	2	4	3	1	1	3	0	2	1	4	178	1	0	1	8	18	3	0	2	1	2					
14	Число неиспользованных открепительных удостоверений	273	7	46	53	14	7	0	0	7	5	4	3	2	5	11	2	3	5	1	6	11	32	0	5	6	25	2	11					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
