Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Тисульская																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501					
1	"Число избирателей, внесенных в списки"	19458	837	882	849	868	771	1065	1114	197	1217	1092	495	336	263	125	239	304	1034	502	535	140	833	490	190	840	72	535	138	88	76	194	92	298	217	301	358	174	432	422	500	343					
2	"Число бюллетеней, полученных участковыми комиссиями"	18371	750	800	750	800	750	1000	1000	196	1100	1000	500	300	250	130	240	250	1000	500	500	144	800	500	191	800	80	500	133	87	77	200	91	290	200	300	350	172	400	400	500	340					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13553	485	519	458	537	518	720	709	174	848	824	335	235	156	100	154	166	716	300	455	118	546	411	162	547	33	380	132	87	72	153	75	248	171	153	269	143	321	342	456	325					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1319	42	40	85	39	25	28	25	8	68	50	55	26	46	6	16	57	58	55	20	10	114	13	12	44	23	51	0	0	0	20	0	18	27	87	16	5	68	37	19	6					
6	Число погашенных бюллетеней	3499	223	241	207	224	207	252	266	14	184	126	110	39	48	24	70	27	226	145	25	16	140	76	17	209	24	69	1	0	5	27	16	24	2	60	65	24	11	21	25	9					
7	Число бюллетеней в переносных ящиках для голосования	1319	42	40	85	39	25	28	25	8	68	50	55	26	46	6	16	57	58	55	20	10	114	13	12	44	23	51	0	0	0	20	0	18	27	87	16	5	68	37	19	6					
8	Число бюллетеней в стационарных ящиках для голосования	13553	485	519	458	537	518	720	709	174	848	824	335	235	156	100	154	166	716	300	455	118	546	411	162	547	33	380	132	87	72	153	75	248	171	153	269	143	321	342	456	325					
9	Число недействительных бюллетеней	109	5	11	4	1	10	5	5	0	2	14	9	2	0	2	2	0	2	2	0	1	1	2	3	5	0	4	0	2	1	2	0	0	1	4	2	1	3	1	0	0					
10	Число действительных бюллетеней	14763	522	548	539	575	533	743	729	182	914	860	381	259	202	104	168	223	772	353	475	127	659	422	171	586	56	427	132	85	71	171	75	266	197	236	283	147	386	378	475	331					
