Выборы Президента Российской Федерации																																	
																																	
Наименование Избирательной комиссии:    Залегощенская																																	
																																	
Итоги голосования 																																	
																																	
		Сумма	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321					
1	"Число избирателей, внесенных в список"	12339	985	1673	511	1219	501	84	391	238	288	185	278	118	224	195	670	851	221	986	255	109	399	836	350	187	481	104					
2	Число полученных избирательных бюллетеней	12375	975	1610	520	1200	500	100	400	235	290	190	290	115	230	195	675	840	220	1010	250	110	435	835	365	190	490	105					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9045	898	1385	406	1032	330	68	199	155	139	129	209	90	153	160	361	552	161	795	184	66	275	566	221	114	317	80					
5	"Число избирательных бюллетеней, выданных вне помещения"	2414	47	55	69	82	123	16	186	75	143	51	66	25	54	33	245	221	55	141	63	42	95	167	111	71	158	20					
6	Число погашенных избирательных бюллетеней	911	30	170	45	86	46	16	14	5	8	10	15	0	23	2	69	67	3	73	3	2	65	102	33	4	15	5					
7	Число избирательных бюллетеней в переносных ящиках	2414	47	55	69	82	123	16	186	75	143	51	66	25	54	33	245	221	55	141	63	42	95	167	111	71	158	20					
8	Число бюллетеней в стационарных ящиках для голосования	9045	898	1385	406	1032	330	68	199	155	139	129	209	90	153	160	361	552	161	795	184	66	275	566	221	114	317	80					
9	Число недействительных избирательных бюллетеней	131	55	0	3	12	1	0	27	1	0	2	2	0	0	2	5	3	0	2	1	0	5	1	8	0	1	0					
10	Число действительных избирательных бюллетеней	11328	890	1440	472	1102	452	84	358	229	282	178	273	115	207	191	601	770	216	934	246	108	365	732	324	185	474	100					
11	Число полученных открепительных  удостоверений	230	14	21	10	26	10	5	5	5	5	5	5	5	5	5	8	10	5	10	5	5	21	10	6	5	14	5					
12	Число выданных открепительных удостоверений	135	13	21	5	22	9	3	2	0	2	0	3	1	0	0	3	3	1	9	0	0	20	1	2	2	13	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	106	8	13	2	16	3	4	2	2	3	2	2	3	2	3	1	6	3	1	3	2	3	4	1	2	11	4					
14	Число неиспользованных открепительных удостоверений	95	1	0	5	4	1	2	3	5	3	5	2	4	5	5	5	7	4	1	5	5	1	9	4	3	1	5					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																	
18	. Глазьев Сергей Юрьевич	333	33	73	15	42	12	0	1	8	2	11	6	13	5	0	6	18	1	21	12	1	13	17	8	7	8	0					
		2.91%	3.49%	5.07%	3.16%	3.77%	2.65%	0.00%	0.26%	3.48%	0.71%	6.11%	2.18%	11.30%	2.42%	0.00%	0.99%	2.33%	0.46%	2.24%	4.86%	0.93%	3.51%	2.32%	2.41%	3.78%	1.68%	0.00%					
19	. Малышкин Олег Александрович	296	32	42	9	22	13	1	2	0	0	5	8	0	2	1	25	28	4	43	6	3	5	12	14	0	16	3					
		2.58%	3.39%	2.92%	1.89%	1.97%	2.87%	1.19%	0.52%	0.00%	0.00%	2.78%	2.91%	0.00%	0.97%	0.52%	4.13%	3.62%	1.85%	4.59%	2.43%	2.78%	1.35%	1.64%	4.22%	0.00%	3.37%	3.00%					
20	. Миронов Сергей Михайлович	87	15	16	10	3	2	0	1	1	4	1	3	0	1	0	2	6	2	7	0	0	3	2	2	2	4	0					
		0.76%	1.59%	1.11%	2.11%	0.27%	0.44%	0.00%	0.26%	0.43%	1.42%	0.56%	1.09%	0.00%	0.48%	0.00%	0.33%	0.78%	0.93%	0.75%	0.00%	0.00%	0.81%	0.27%	0.60%	1.08%	0.84%	0.00%					
21	. Путин Владимир Владимирович	7545	555	770	269	674	317	53	282	169	197	116	209	45	136	106	438	501	164	702	183	93	248	551	241	120	324	82					
		65.84%	58.73%	53.47%	56.63%	60.50%	69.98%	63.10%	73.25%	73.48%	69.86%	64.44%	76.00%	39.13%	65.70%	54.92%	72.28%	64.81%	75.93%	75.00%	74.09%	86.11%	67.03%	75.17%	72.59%	64.86%	68.21%	82.00%					
22	. Хакамада Ирина Муцуовна	193	26	9	9	9	10	2	7	4	2	3	8	9	6	2	7	9	2	18	6	1	6	8	5	8	16	1					
		1.68%	2.75%	0.62%	1.89%	0.81%	2.21%	2.38%	1.82%	1.74%	0.71%	1.67%	2.91%	7.83%	2.90%	1.04%	1.16%	1.16%	0.93%	1.92%	2.43%	0.93%	1.62%	1.09%	1.51%	4.32%	3.37%	1.00%					
23	. Харитонов Николай Михайлович	2604	219	480	144	307	94	26	61	43	68	39	36	47	52	81	111	175	36	134	35	10	80	132	49	45	87	13					
