Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Никольская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650					
1	"Число избирателей, внесенных в списки"	19169	1900	2110	1021	1329	314	656	418	410	633	213	997	80	81	512	352	531	509	136	944	482	718	157	216	81	55	215	326	419	221	267	92	192	537	121	99	370	200	261	193	523	278					
2	"Число бюллетеней, полученных участковыми комиссиями"	19172	1834	2087	1011	1297	311	646	418	440	630	213	990	90	81	507	355	538	507	138	936	483	723	155	217	82	58	215	327	408	222	270	94	193	544	121	106	366	277	270	210	525	277					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9035	726	890	436	522	159	269	172	183	376	117	517	49	42	206	156	307	209	65	462	183	289	107	91	44	35	129	193	190	149	129	57	108	241	51	74	229	157	185	134	256	141					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1531	68	30	15	24	4	79	80	77	21	0	53	15	0	79	20	37	65	32	71	52	82	0	23	23	18	25	10	97	19	49	9	22	57	24	13	35	43	46	9	73	32					
6	Число погашенных бюллетеней	8606	1040	1167	560	751	148	298	166	180	233	96	420	26	39	222	179	194	233	41	403	248	352	48	103	15	5	61	124	121	54	92	28	63	246	46	19	102	77	39	67	196	104					
7	Число бюллетеней в переносных ящиках для голосования	1531	68	30	15	24	4	79	80	77	21	0	53	15	0	79	20	37	65	32	71	52	82	0	23	23	18	25	10	97	19	49	9	22	57	24	13	35	43	46	9	73	32					
8	Число бюллетеней в стационарных ящиках для голосования	9035	726	890	436	522	159	269	172	183	376	117	517	49	42	206	156	307	209	65	462	183	289	107	91	44	35	129	193	190	149	129	57	108	241	51	74	229	157	185	134	256	141					
9	Число недействительных бюллетеней	172	14	7	4	10	1	3	5	10	7	5	1	2	0	13	6	13	1	0	6	9	1	2	2	0	1	3	2	6	2	3	1	2	14	0	1	5	1	2	0	5	2					
10	Число действительных бюллетеней	10394	780	913	447	536	162	345	247	250	390	112	569	62	42	272	170	331	273	97	527	226	370	105	112	67	52	151	201	281	166	175	65	128	284	75	86	259	199	229	143	324	171					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	450	15	15	15	15	15	10	10	10	10	10	15	10	10	15	10	10	10	10	15	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	8	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	11	1	2	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	442	15	15	15	14	15	10	10	10	10	10	13	10	10	15	10	10	10	10	14	10	9	10	10	10	10	10	10	9	9	10	10	10	9	10	10	10	10	10	10	10	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	"1. ""ЕДИНЕНИЕ"""	122	7	3	5	8	3	8	3	3	9	1	4	1	1	3	1	3	0	0	6	3	10	4	1	0	0	0	6	1	0	4	0	2	6	0	0	2	2	6	0	5	1					
		1.15%	0.88%	0.32%	1.10%	1.46%	1.84%	2.29%	1.19%	1.15%	2.26%	0.85%	0.70%	1.56%	2.38%	1.05%	0.56%	0.87%	0.0%	0.0%	1.12%	1.27%	2.69%	3.73%	0.87%	0.0%	0.0%	0.0%	2.95%	0.34%	0.0%	2.24%	0.0%	1.53%	2.01%	0.0%	0.0%	0.75%	1.0%	2.59%	0.0%	1.51%	0.57%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	112	10	19	9	4	1	3	1	4	3	0	3	5	1	2	0	2	2	0	5	1	4	3	1	1	0	2	1	2	1	3	0	1	2	0	1	7	1	3	1	2	1					
		1.06%	1.25%	2.06%	1.99%	0.73%	0.61%	0.86%	0.39%	1.53%	0.75%	0.0%	0.52%	7.81%	2.38%	0.70%	0.0%	0.58%	0.72%	0.0%	0.93%	0.42%	1.07%	2.80%	0.87%	1.49%	0.0%	1.29%	0.49%	0.69%	0.59%	1.68%	0.0%	0.76%	0.67%	0.0%	1.14%	2.65%	0.5%	1.29%	0.69%	0.60%	0.57%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	321	21	28	8	11	4	6	5	7	11	2	15	1	2	21	5	5	14	3	17	9	3	9	2	0	5	4	14	13	3	5	3	8	6	1	3	17	3	5	7	11	4					
		3.03%	2.64%	3.04%	1.77%	2.01%	2.45%	1.72%	1.98%	2.69%	2.77%	1.70%	2.63%	1.56%	4.76%	7.36%	2.84%	1.45%	5.10%	3.09%	3.18%	3.82%	0.80%	8.41%	1.75%	0.0%	9.43%	2.59%	6.89%	4.52%	1.78%	2.80%	4.54%	6.15%	2.01%	1.33%	3.44%	6.43%	1.5%	2.16%	4.89%	3.34%	2.31%					
