Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Газимуро-Заводская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537					
1	"Число избирателей, внесенных в список избирателей"	7396	93	381	56	196	202	260	1071	692	318	434	344	644	598	70	430	103	278	153	415	78	177	145	258					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6972	95	350	57	200	200	250	900	650	300	400	350	650	550	70	400	100	250	150	400	80	170	150	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4454	72	216	42	163	163	158	498	455	229	282	226	421	247	45	270	58	132	71	238	38	127	96	207					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	512	0	35	3	2	9	20	30	34	10	48	30	30	65	10	46	15	43	14	36	10	3	19	0					
6	Число погашенных избирательных бюллетеней	2006	23	99	12	35	28	72	372	161	61	70	94	199	238	15	84	27	75	65	126	32	40	35	43					
7	Число избирательных бюллетеней в переносных ящиках для голосования	512	0	35	3	2	9	20	30	34	10	48	30	30	65	10	46	15	43	14	36	10	3	19	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4454	72	216	42	163	163	158	498	455	229	282	226	421	247	45	270	58	132	71	238	38	127	96	207					
9	Число недействительных избирательных бюллетеней	77	3	2	0	5	1	0	9	8	3	0	0	10	3	0	9	2	3	3	10	0	2	3	1					
10	Число действительных избирательных бюллетеней	4889	69	249	45	160	171	178	519	481	236	330	256	441	309	55	307	71	172	82	264	48	128	112	206					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	250	5	10	5	5	10	10	35	20	20	10	10	15	10	5	20	5	10	5	10	5	10	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	72	0	6	0	4	2	2	12	20	2	0	0	2	1	2	5	2	3	0	8	0	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	86	1	1	1	1	0	7	14	5	8	1	17	3	1	1	9	1	2	3	1	1	1	4	3					
14	Число погашенных неиспользованных открепительных удостоверений	178	5	4	5	1	8	8	23	0	18	10	10	13	9	3	15	3	7	5	2	5	10	4	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	641	13	40	4	26	21	25	77	64	41	39	14	47	61	3	66	6	13	5	32	7	8	9	20					
		12.91%	18.06%	15.94%	8.89%	15.76%	12.21%	14.04%	14.58%	13.09%	17.15%	11.82%	5.47%	10.42%	19.55%	5.45%	20.89%	8.22%	7.43%	5.88%	11.68%	14.58%	6.15%	7.83%	9.66%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	876	7	65	17	34	40	45	103	91	34	27	45	79	30	22	43	15	41	20	43	13	10	28	24					
		17.64%	9.72%	25.90%	37.78%	20.61%	23.26%	25.28%	19.51%	18.61%	14.23%	8.18%	17.58%	17.52%	9.62%	40.00%	13.61%	20.55%	23.43%	23.53%	15.69%	27.08%	7.69%	24.35%	11.59%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	59	0	1	0	2	2	5	9	10	1	2	2	5	3	0	3	1	2	2	5	1	1	1	1					
		1.19%	0.00%	0.40%	0.00%	1.21%	1.16%	2.81%	1.70%	2.04%	0.42%	0.61%	0.78%	1.11%	0.96%	0.00%	0.95%	1.37%	1.14%	2.35%	1.82%	2.08%	0.77%	0.87%	0.48%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	543	4	18	0	16	20	20	71	77	29	23	35	30	35	8	41	7	17	8	29	2	2	3	48					
		10.93%	5.56%	7.17%	0.00%	9.70%	11.63%	11.24%	13.45%	15.75%	12.13%	6.97%	13.67%	6.65%	11.22%	14.55%	12.97%	9.59%	9.71%	9.41%	10.58%	4.17%	1.54%	2.61%	23.19%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	38	0	1	0	1	0	5	8	5	2	2	1	1	6	0	4	0	1	0	1	0	0	0	0					
		0.77%	0.00%	0.40%	0.00%	0.61%	0.00%	2.81%	1.52%	1.02%	0.84%	0.61%	0.39%	0.22%	1.92%	0.00%	1.27%	0.00%	0.57%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2708	45	124	23	80	88	78	249	228	127	234	158	274	174	22	150	42	97	46	153	25	107	71	113					
		54.53%	62.50%	49.40%	51.11%	48.48%	51.16%	43.82%	47.16%	46.63%	53.14%	70.91%	61.72%	60.75%	55.77%	40.00%	47.47%	57.53%	55.43%	54.12%	55.84%	52.08%	82.31%	61.74%	54.59%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	24	0	0	1	1	0	0	2	6	2	3	1	5	0	0	0	0	1	1	1	0	0	0	0					
		0.48%	0.00%	0.00%	2.22%	0.61%	0.00%	0.00%	0.38%	1.23%	0.84%	0.91%	0.39%	1.11%	0.00%	0.00%	0.00%	0.00%	0.57%	1.18%	0.36%	0.00%	0.00%	0.00%	0.00%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
