Выборы Президента Российской Федерации																																																																
Дата голосования: 04.03.2012																																																																
																																																																
Наименование Избирательной комиссии:    Бийск, Восточная																																																																
																																																																
Сводная таблица итогов голосования																																																																
																																																																
	Число участковых избирательных комиссий	53																																																														
	Число участковых избирательных комиссий, приступивших к передаче сведений	53																																																														
																																																																
		Сумма	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320									
1	Число избирателей, включенных в список избирателей	88321	2096	1748	855	853	1701	1956	1631	1585	1317	1406	1064	2310	2380	1290	1546	1981	1640	2119	1727	1955	2210	1057	2003	1601	1820	1881	1319	1718	1507	2476	1413	1478	919	1623	1575	1142	1143	1707	1435	1536	1749	1945	1619	1819	1273	1348	2342	2529	2458	1999	1418	2515	584									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	86600	2050	1700	800	800	1750	1950	1630	1550	1300	1430	1050	2300	2000	1320	1500	1950	1600	2100	1700	1950	2200	1100	2000	1600	1800	1900	1400	1700	1500	2400	1350	1480	900	1600	1550	1100	1140	1700	1350	1500	1700	1900	1600	1450	1200	1300	2300	2500	2300	1950	1400	2500	800									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	45381	949	770	291	297	825	1118	883	882	689	850	545	1191	832	749	930	1139	946	1259	958	1131	807	746	1200	918	688	972	689	922	895	1284	827	815	442	704	710	544	526	778	722	767	841	929	765	729	668	653	1350	1431	1265	962	688	1474	436									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2349	70	67	22	13	30	37	23	21	44	37	15	40	376	30	31	24	35	49	52	15	32	4	53	41	26	47	22	31	39	35	73	28	34	35	39	33	9	22	32	23	20	14	26	183	24	20	30	41	202	24	38	37	1									
6	Число погашенных избирательных бюллетеней	38870	1031	863	487	490	895	795	724	647	567	543	490	1069	792	541	539	787	619	792	690	804	1361	350	747	641	1086	881	689	747	566	1081	450	637	424	861	801	523	605	900	596	710	839	957	809	538	508	627	920	1028	833	964	674	989	363									
