Выборы Президента Российской Федерации																																																												
Дата голосования: 02.03.2008																																																												
																																																												
"Наименование Избирательной комиссии:    Бийск, Восточная"																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
	Число участковых избирательных комиссий	53																																																										
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	53																																																										
																																																												
		Сумма	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320					
1	"Число избирателей, включенных в списки избирателей"	91073	2206	2122	1850	894	902	1812	2008	1922	1665	1393	1457	1117	2291	2513	1354	1574	2079	1681	2239	1773	2068	938	2089	1676	1823	1976	1728	1929	1686	2424	1407	1539	915	1603	1714	1148	1180	1774	1441	1564	1756	1894	1679	1809	1214	1336	2468	2632	2447	1967	1389	2537	471					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	87400	2200	2100	1800	850	850	1800	2000	1800	1600	1350	1450	1100	2250	1950	1300	1500	2000	1650	2200	1750	2000	750	2000	1600	1800	1900	1700	1800	1650	2400	1300	1500	850	1500	1600	1100	1150	1700	1400	1500	1700	1850	1600	1450	1100	1300	2450	2600	2400	1900	1350	2500	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	44542	766	1005	698	314	364	800	1028	913	814	706	819	532	1180	772	767	921	1080	947	1201	980	1132	640	1187	921	687	970	886	993	936	1188	783	810	444	656	745	558	512	1054	565	808	743	847	836	586	563	618	1364	1406	1158	908	595	1474	362					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2759	33	89	77	5	16	36	34	20	28	25	32	23	50	469	53	34	35	29	43	55	24	0	37	27	28	62	29	11	48	32	91	38	34	45	84	32	18	29	65	22	14	26	12	288	38	35	55	27	183	38	76	23	2					
6	Число погашенных избирательных бюллетеней	40099	1401	1006	1025	531	470	964	938	867	758	619	599	545	1020	709	480	545	885	674	956	715	844	110	776	652	1085	868	785	796	666	1180	426	652	372	799	771	510	620	617	770	670	943	977	752	576	499	647	1031	1167	1059	954	679	1003	136					
