Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Борзинская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420					
1	"Число избирателей, внесенных в списки избирателей"	38588	358	313	601	318	123	253	322	590	340	544	370	549	724	563	260	494	657	1937	2141	1989	874	1748	358	2224	790	1484	1212	1181	1304	1169	839	1420	1508	1431	1498	2625	1512	1247	718					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	36339	356	310	520	315	120	255	318	550	332	574	356	495	714	515	271	470	606	1717	2120	1979	899	1515	354	2120	727	1363	1212	1212	1212	1015	808	1212	1313	1313	1414	2525	1313	1313	606					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20226	203	195	333	156	82	175	276	339	271	399	243	374	376	320	140	352	371	1079	1316	1172	517	858	213	1098	356	658	654	533	584	466	386	589	683	646	677	1072	906	826	332					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1801	35	30	28	11	2	15	0	78	25	50	28	63	98	33	25	23	33	64	100	102	40	103	38	37	22	105	24	19	34	43	30	14	93	26	141	45	14	121	9					
6	Число погашенных избирательных бюллетеней	14312	118	85	159	148	36	65	42	133	36	125	85	58	240	162	106	95	202	574	704	705	342	554	103	985	349	600	534	660	594	506	392	609	537	641	596	1408	393	366	265					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1801	35	30	28	11	2	15	0	78	25	50	28	63	98	33	25	23	33	64	100	102	40	103	38	37	22	105	24	19	34	43	30	14	93	26	141	45	14	121	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20226	203	195	333	156	82	175	276	339	271	399	243	374	376	320	140	352	371	1079	1316	1172	517	858	213	1098	356	658	654	533	584	466	386	589	683	646	677	1072	906	826	332					
9	Число недействительных избирательных бюллетеней	180	2	1	9	1	0	1	4	8	2	4	7	6	0	3	1	0	0	0	10	6	5	8	3	18	4	1	13	4	5	1	7	1	3	6	5	8	9	12	2					
10	Число действительных избирательных бюллетеней	21847	236	224	352	166	84	189	272	409	294	445	264	431	474	350	164	375	404	1143	1406	1268	552	953	248	1117	374	762	665	548	613	508	409	602	773	666	813	1109	911	935	339					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	699	7	7	7	7	5	7	7	8	26	7	7	7	7	7	17	7	10	30	30	30	30	30	10	35	19	30	20	20	20	25	20	20	10	30	40	35	35	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	324	0	0	7	2	1	2	1	7	17	7	4	7	5	7	11	7	2	12	16	17	7	11	0	14	3	8	6	7	10	16	3	5	10	22	26	8	14	20	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	184	2	1	2	1	1	1	1	1	2	3	2	1	5	1	0	2	2	8	9	5	5	1	6	12	6	7	7	3	6	25	2	2	13	5	2	9	10	11	2					
14	Число погашенных неиспользованных открепительных удостоверений	375	7	7	0	5	4	5	6	1	9	0	3	0	2	0	6	0	8	18	14	13	23	19	10	21	16	22	14	13	10	9	17	15	0	8	14	27	21	0	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	1.Политическая партия «Аграрная партия России»	531	10	2	9	5	0	9	19	23	10	10	15	27	43	13	2	20	3	31	25	16	8	11	0	18	3	16	15	12	19	11	14	16	14	14	12	32	13	7	4					
		2.41%	4.20%	0.89%	2.49%	2.99%	0.00%	4.74%	6.88%	5.52%	3.38%	2.23%	5.54%	6.18%	9.07%	3.68%	1.21%	5.33%	0.74%	2.71%	1.77%	1.26%	1.44%	1.14%	0.00%	1.59%	0.79%	2.10%	2.21%	2.17%	3.07%	2.16%	3.37%	2.65%	1.80%	2.08%	1.47%	2.86%	1.41%	0.74%	1.17%					
19	2.Всероссийская политическая партия «Гражданская Сила»	55	0	0	0	0	0	2	0	0	0	2	1	0	0	1	0	0	2	4	3	5	2	1	0	5	0	5	3	1	2	2	1	3	2	3	1	2	0	1	1					
		0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.45%	0.37%	0.00%	0.00%	0.28%	0.00%	0.00%	0.50%	0.35%	0.21%	0.39%	0.36%	0.10%	0.00%	0.44%	0.00%	0.66%	0.44%	0.18%	0.32%	0.39%	0.24%	0.50%	0.26%	0.45%	0.12%	0.18%	0.00%	0.11%	0.29%					
20	3.Политическая партия «Демократическая партия России»	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	3	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	4	0					
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.21%	0.08%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.42%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1532	24	15	41	10	2	6	10	41	5	20	7	15	38	21	23	19	28	104	71	100	46	140	11	79	25	68	73	58	52	59	28	32	47	41	78	45	20	16	14					
		6.96%	10.08%	6.67%	11.36%	5.99%	2.38%	3.16%	3.62%	9.83%	1.69%	4.45%	2.58%	3.43%	8.02%	5.95%	13.94%	5.07%	6.93%	9.10%	5.01%	7.85%	8.26%	14.57%	4.38%	6.96%	6.61%	8.91%	10.77%	10.51%	8.41%	11.59%	6.73%	5.31%	6.06%	6.10%	9.54%	4.03%	2.17%	1.69%	4.11%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	63	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	2	4	2	0	0	2	0	3	5	3	0	4	5	2	5	4	6	1	1	2	4	0	1					
		0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	1.27%	0.00%	0.00%	0.00%	0.50%	0.35%	0.14%	0.00%	0.00%	0.21%	0.00%	0.26%	1.32%	0.39%	0.00%	0.72%	0.81%	0.39%	1.20%	0.66%	0.77%	0.15%	0.12%	0.18%	0.43%	0.00%	0.29%					
23	6.Политическая партия «Партия социальной справедливости»	28	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	1	1	1	1	3	0	1	0	0	1	1	1	0	0	1	2	1	0	1	2	2	4					
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.09%	0.07%	0.08%	0.18%	0.31%	0.00%	0.09%	0.00%	0.00%	0.15%	0.18%	0.16%	0.00%	0.00%	0.17%	0.26%	0.15%	0.00%	0.09%	0.22%	0.21%	1.17%					
24	7.Политическая партия «Либерально-демократическая партия России»	3213	12	37	45	38	6	23	25	69	15	42	11	80	88	30	33	48	73	161	251	153	102	186	35	177	49	110	83	84	94	71	58	118	137	120	111	151	111	139	37					
		14.59%	5.04%	16.44%	12.47%	22.75%	7.14%	12.11%	9.06%	16.55%	5.07%	9.35%	4.06%	18.31%	18.57%	8.50%	20.00%	12.80%	18.07%	14.09%	17.73%	12.01%	18.31%	19.35%	13.94%	15.59%	12.96%	14.42%	12.24%	15.22%	15.21%	13.95%	13.94%	19.57%	17.65%	17.86%	13.57%	13.52%	12.07%	14.68%	10.85%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1230	7	8	9	16	1	4	16	20	7	13	2	14	15	7	5	9	37	91	154	62	26	72	6	68	10	31	66	50	46	35	46	35	57	28	39	68	33	8	9					
		5.58%	2.94%	3.56%	2.49%	9.58%	1.19%	2.11%	5.80%	4.80%	2.36%	2.90%	0.74%	3.20%	3.16%	1.98%	3.03%	2.40%	9.16%	7.96%	10.88%	4.87%	4.67%	7.49%	2.39%	5.99%	2.65%	4.06%	9.73%	9.06%	7.44%	6.88%	11.06%	5.80%	7.35%	4.17%	4.77%	6.09%	3.59%	0.84%	2.64%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	163	1	1	0	4	2	0	0	2	1	1	0	2	2	8	2	0	4	10	11	24	5	13	1	13	2	7	7	0	4	2	0	0	6	6	4	3	8	6	1					
		0.74%	0.42%	0.44%	0.00%	2.40%	2.38%	0.00%	0.00%	0.48%	0.34%	0.22%	0.00%	0.46%	0.42%	2.27%	1.21%	0.00%	0.99%	0.87%	0.78%	1.88%	0.90%	1.35%	0.40%	1.15%	0.53%	0.92%	1.03%	0.00%	0.65%	0.39%	0.00%	0.00%	0.77%	0.89%	0.49%	0.27%	0.87%	0.63%	0.29%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	14963	182	161	248	93	73	143	202	252	256	356	227	291	281	270	99	276	255	729	880	904	362	521	195	747	279	518	415	336	389	324	256	390	501	451	564	804	719	746	268					
		67.93%	76.47%	71.56%	68.70%	55.69%	86.90%	75.26%	73.19%	60.43%	86.49%	79.29%	83.76%	66.59%	59.28%	76.49%	60.00%	73.60%	63.12%	63.78%	62.15%	70.96%	64.99%	54.21%	77.69%	65.81%	73.81%	67.89%	61.21%	60.87%	62.94%	63.65%	61.54%	64.68%	64.56%	67.11%	68.95%	71.98%	78.15%	78.78%	78.59%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	54	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	8	5	2	0	3	0	6	1	4	2	2	1	0	1	3	1	1	2	1	1	6	0					
		0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.22%	0.37%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.70%	0.35%	0.16%	0.00%	0.31%	0.00%	0.53%	0.26%	0.52%	0.29%	0.36%	0.16%	0.00%	0.24%	0.50%	0.13%	0.15%	0.24%	0.09%	0.11%	0.63%	0.00%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
