Выборы Президента Российской Федерации																																											
Дата голосования: 02.03.2008																																											
																																											
Наименование Избирательной комиссии:    Чапаевская городская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
	Число участковых избирательных комиссий	36																																									
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	36																																									
																																											
		Сумма	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146					
1	"Число избирателей, включенных в списки избирателей"	58071	1778	2102	1302	1654	1496	1474	1292	1457	1610	1720	1376	2604	2388	1472	1537	1150	2004	1274	1424	1165	1449	1186	857	1428	1149	1749	1397	1649	2096	2169	1645	2288	1384	2143	2021	1182					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	49550	1500	1800	1100	1400	1200	1200	1100	1200	1400	1400	1400	2050	2000	1200	1500	1200	1600	1100	1200	1000	1200	1100	700	1200	1000	1500	1200	1400	1800	1800	1400	1900	1100	1800	1800	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	24652	896	1010	584	663	699	737	589	652	784	736	601	1001	1138	681	600	374	782	436	643	504	719	468	299	276	339	809	591	624	931	851	649	734	541	1060	911	740					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1754	60	65	48	47	36	50	65	48	37	41	36	70	49	19	23	81	58	51	57	60	30	55	31	16	39	62	68	35	57	126	37	46	40	52	55	4					
6	Число погашенных избирательных бюллетеней	23144	544	725	468	690	465	413	446	500	579	623	763	979	813	500	877	745	760	613	500	436	451	577	370	908	622	629	541	741	812	823	714	1120	519	688	834	356					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1754	60	65	48	47	36	50	65	48	37	41	36	70	49	19	23	81	58	51	57	60	30	55	31	16	39	62	68	35	57	126	37	46	40	52	55	4					
8	Число бюллетеней в стационарных ящиках для голосования	24651	896	1010	584	663	699	737	589	652	784	736	601	1001	1138	681	600	374	782	436	643	504	719	468	299	276	339	809	591	624	931	851	649	734	541	1060	911	739					
9	Число недействительных избирательных бюллетеней	311	9	22	10	7	19	11	3	3	16	9	4	12	12	7	9	2	10	5	10	4	8	8	6	4	4	15	3	12	6	13	8	9	4	11	8	8					
10	Число действительных избирательных бюллетеней	26094	947	1053	622	703	716	776	651	697	805	768	633	1059	1175	693	614	453	830	482	690	560	741	515	324	288	374	856	656	647	982	964	678	771	577	1101	958	735					
11	Число полученных открепительных  удостоверений	950	25	30	20	25	25	20	30	25	20	25	25	40	45	30	25	25	25	10	25	20	25	20	20	20	15	35	25	25	35	30	30	25	15	40	25	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	610	24	21	18	25	21	20	22	13	13	15	9	34	37	17	16	5	13	2	7	11	10	8	8	7	9	29	13	13	26	19	20	15	9	32	22	27					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	360	13	10	20	15	12	12	4	12	8	8	5	13	5	8	8	14	16	8	8	6	5	7	8	6	9	7	8	7	16	15	10	14	15	8	7	13					
14	Число неиспользованных открепительных удостоверений	340	1	9	2	0	4	0	8	12	7	10	16	6	8	13	9	20	12	8	18	9	15	12	12	13	6	6	12	12	9	11	10	10	6	8	3	23					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	11	0	1	0	0	0	1	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																											
18	Богданов Андрей Владимирович	307	18	13	7	13	12	8	8	7	9	5	8	11	9	5	9	4	7	4	9	10	11	6	2	0	1	8	6	6	11	12	11	8	7	16	16	10					
		1.16%	1.88%	1.21%	1.11%	1.83%	1.63%	1.02%	1.22%	1.00%	1.10%	0.64%	1.26%	1.03%	0.76%	0.71%	1.44%	0.88%	0.83%	0.82%	1.29%	1.77%	1.47%	1.15%	0.61%	0.00%	0.26%	0.92%	0.91%	0.91%	1.11%	1.23%	1.60%	1.03%	1.20%	1.44%	1.66%	1.35%					
19	Жириновский Владимир Вольфович	3793	145	139	80	110	97	90	65	87	111	126	116	162	182	113	109	55	114	70	100	66	76	62	47	34	52	132	83	101	129	107	92	127	92	192	150	180					
		14.36%	15.17%	12.93%	12.66%	15.49%	13.20%	11.44%	9.94%	12.43%	13.52%	16.22%	18.21%	15.13%	15.33%	16.14%	17.50%	12.09%	13.57%	14.37%	14.29%	11.70%	10.15%	11.85%	14.24%	11.64%	13.76%	15.15%	12.59%	15.33%	13.06%	10.95%	13.41%	16.28%	15.83%	17.27%	15.53%	24.23%					
20	Зюганов Геннадий Андреевич	6064	216	287	168	160	157	208	148	144	196	164	150	275	286	136	110	111	175	113	173	146	211	144	56	39	77	219	155	160	258	224	158	168	82	299	210	81					
		22.97%	22.59%	26.70%	26.58%	22.54%	21.36%	26.43%	22.63%	20.57%	23.87%	21.11%	23.55%	25.68%	24.09%	19.43%	17.66%	24.40%	20.83%	23.20%	24.71%	25.89%	28.17%	27.53%	16.97%	13.36%	20.37%	25.14%	23.52%	24.28%	26.11%	22.93%	23.03%	21.54%	14.11%	26.89%	21.74%	10.90%					
