Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
"Наименование Избирательной комиссии:    Пенза, Железнодорожная"																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40					
1	"Число избирателей, внесенных в списки избирателей"	87618	2116	1377	1598	2458	2278	2558	2475	2276	2059	2261	1636	1800	1942	1701	2046	1664	2309	2725	2274	2672	2876	2710	2663	2087	2520	2055	1625	2883	1924	1655	2966	1403	1953	1468	1862	2812	2111	2293	2794	2733					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	76740	1890	1270	1410	2230	2080	2330	2210	2100	1850	2030	1460	1540	1560	1540	1830	1470	1960	2200	2050	2400	2610	2460	2240	1870	2300	1840	1150	2500	1740	1500	2620	1220	1750	1300	1680	2530	1820	2060	1850	2290					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	48917	1057	766	933	1519	1465	1623	1609	1427	1253	1313	1091	951	1139	911	1025	806	1195	1224	1304	1576	1500	1533	1343	1135	1421	946	921	1682	1152	723	1476	686	950	777	1026	1452	1287	1434	1736	1550					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3690	47	46	63	70	81	54	45	70	46	66	79	184	74	72	137	164	229	327	66	19	71	97	129	98	40	215	150	80	56	85	168	36	80	59	51	98	17	28	54	139					
6	Число погашенных избирательных бюллетеней	24133	786	458	414	641	534	653	556	603	551	651	290	405	347	557	668	500	536	649	680	805	1039	830	768	637	839	679	79	738	532	692	976	498	720	464	603	980	516	598	60	601					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3690	47	46	63	70	81	54	45	70	46	66	79	184	74	72	137	164	229	327	66	19	71	97	129	98	40	215	150	80	56	85	168	36	80	59	51	98	17	28	54	139					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	48822	1052	765	933	1517	1465	1610	1594	1426	1253	1313	1090	951	1139	911	1025	763	1195	1224	1302	1573	1500	1533	1343	1135	1421	946	921	1682	1150	723	1476	685	950	777	1025	1452	1287	1434	1736	1545					
9	Число недействительных избирательных бюллетеней	742	23	15	10	15	32	17	25	13	26	24	18	18	16	24	16	10	16	25	16	20	20	14	26	17	25	9	4	12	25	12	23	15	12	16	17	22	18	28	19	29					
10	Число действительных избирательных бюллетеней	51770	1076	796	986	1572	1514	1647	1614	1483	1273	1355	1151	1117	1197	959	1146	917	1408	1526	1352	1572	1551	1616	1446	1216	1436	1152	1067	1750	1181	796	1621	706	1018	820	1059	1528	1286	1434	1771	1655					
