Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
"Наименование Избирательной комиссии:    Пенза, Железнодорожная"																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44					
1	"Число избирателей, внесенных в список избирателей"	86344	2107	1369	1301	2357	2225	2504	2319	2186	1928	2036	1650	1913	1628	1475	2076	2005	2091	1677	2582	2517	2662	2584	1190	2098	2447	2485	2163	1356	1227	1416	2032	1582	1410	1365	1380	1459	2874	1425	1596	1612	2133	2130	2971	2801					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	78525	1920	1240	1160	2150	2020	2270	2100	1990	1790	1870	1450	1610	1445	1355	1840	1820	1890	1470	2345	2250	2420	2360	2275	1815	2235	2090	1925	1215	1100	1320	1850	1430	1280	1225	1240	1315	2580	1310	1440	1450	1905	1895	2545	2320					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	46670	1125	780	834	1317	1314	1376	1320	1147	1044	1094	1051	794	756	1096	924	953	1138	809	1465	1547	1408	1563	1071	978	1252	1109	861	1020	809	910	1024	583	606	576	584	608	1423	843	653	1082	1340	1399	1733	1351					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3103	55	37	25	65	74	96	26	57	37	43	69	161	55	37	109	73	111	151	74	21	72	146	119	53	33	121	155	90	51	117	50	26	74	69	63	56	22	13	106	42	35	32	47	135					
6	Число погашенных избирательных бюллетеней	28749	740	423	301	768	632	798	754	786	709	733	330	655	634	222	807	794	641	510	806	682	940	651	1085	784	950	860	909	105	240	293	776	821	600	580	593	651	1135	454	681	326	530	464	765	831					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3103	55	37	25	65	74	96	26	57	37	43	69	161	55	37	109	73	111	151	74	21	72	146	119	53	33	121	155	90	51	117	50	26	74	69	63	56	22	13	106	42	35	32	47	135					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	46503	1069	780	834	1315	1313	1375	1320	1147	1044	1093	1051	794	756	1095	924	953	1138	809	1465	1547	1408	1563	1071	978	1243	1107	861	1020	809	909	1023	583	606	576	584	608	1422	843	653	1024	1340	1367	1732	1351					
9	Число недействительных избирательных бюллетеней	767	18	14	17	25	26	23	27	18	22	13	12	13	12	4	23	15	13	68	24	21	18	20	11	16	17	25	10	11	9	5	17	11	3	10	17	11	19	13	17	22	12	19	23	23					
10	Число действительных избирательных бюллетеней	48839	1106	803	842	1355	1361	1448	1319	1186	1059	1123	1108	942	799	1128	1010	1011	1236	892	1515	1547	1462	1689	1179	1015	1259	1203	1006	1099	851	1021	1056	598	677	635	630	653	1425	843	742	1044	1363	1380	1756	1463					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1484	30	30	30	30	45	38	42	42	30	32	30	30	30	35	30	30	30	30	40	30	35	35	33	30	42	45	30	30	35	35	37	30	30	30	30	30	60	35	30	30	38	30	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1215	26	19	18	26	42	36	41	40	27	28	26	17	27	34	28	16	24	17	39	24	33	31	33	25	40	43	15	16	31	28	36	13	12	12	15	17	56	29	30	30	35	27	30	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1235	22	15	38	14	34	24	32	21	9	23	62	37	21	28	62	14	25	13	38	39	18	23	7	108	20	14	11	12	24	18	17	7	7	11	14	28	43	9	23	18	24	22	67	119					
14	Число погашенных неиспользованных открепительных удостоверений	269	4	11	12	4	3	2	1	2	3	4	4	13	3	1	2	14	6	13	1	6	2	4	0	5	2	2	15	14	4	7	1	17	18	18	15	13	4	6	0	0	3	3	0	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5865	86	76	98	183	194	195	179	141	161	151	144	140	108	116	146	133	137	74	173	175	163	156	135	113	185	147	119	47	89	115	139	93	68	76	65	79	186	93	65	131	159	160	233	239					
		11.82%	7.65%	9.30%	11.41%	13.26%	13.99%	13.26%	13.30%	11.71%	14.89%	13.29%	12.86%	14.66%	13.32%	10.25%	14.13%	12.96%	10.97%	7.71%	11.24%	11.16%	11.01%	9.13%	11.34%	10.96%	14.50%	11.97%	11.71%	4.23%	10.35%	11.21%	12.95%	15.27%	10.00%	11.78%	10.05%	11.90%	12.88%	10.86%	8.56%	12.29%	11.56%	11.44%	13.10%	16.08%					
