Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Ишимская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392					
1	"Число избирателей, внесенных в список избирателей"	24890	614	213	315	227	374	698	573	271	363	174	181	292	1488	325	72	353	664	636	133	631	186	891	113	573	806	160	638	414	213	619	694	765	950	700	111	494	232	191	1460	1838	288	656	342	829	137	170	167	466	148	223	528	291					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26081	700	242	345	239	379	729	612	308	366	190	196	316	1539	325	85	357	690	664	135	682	208	913	121	615	831	160	638	435	233	635	726	807	1067	713	109	500	227	195	1504	1908	291	667	352	875	147	179	175	497	157	235	557	305					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	137	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	18567	560	190	274	213	321	609	454	237	221	152	161	258	1244	273	70	327	473	523	108	536	133	721	97	372	735	153	534	305	182	371	648	373	577	593	93	361	202	147	779	900	256	612	190	504	118	124	134	331	131	203	360	124					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2410	36	19	20	10	49	55	48	29	114	20	16	32	169	23	1	13	44	55	22	55	34	142	11	47	43	7	70	23	21	16	30	200	154	90	16	47	23	38	34	35	6	18	9	49	12	18	25	119	17	17	69	140					
6	Число погашенных избирательных бюллетеней	4967	104	33	51	16	9	65	49	42	31	18	19	26	126	29	14	17	173	86	5	91	41	50	13	196	53	0	34	107	30	248	48	234	312	30	0	92	2	10	691	973	29	37	153	322	17	37	16	47	9	15	76	41					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2546	36	19	20	10	49	55	109	29	114	20	16	32	169	23	1	13	44	55	22	55	34	142	11	47	43	7	70	23	21	16	30	200	178	90	16	47	23	38	34	35	6	18	9	49	12	18	25	119	17	17	121	139					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18566	560	190	274	213	321	609	454	237	221	152	161	258	1244	273	70	327	473	523	108	536	133	721	97	372	735	153	534	305	182	371	648	373	577	593	93	361	202	147	779	900	255	612	190	504	118	124	134	331	131	203	360	124					
9	Число недействительных избирательных бюллетеней	127	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	4	2	0	0	7	0	0	0	1	1	3	0	26	11	0	0	5	1	2	18	20	5	0	2	9	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	20985	596	209	294	223	370	664	563	266	329	172	177	290	1413	296	71	340	517	578	126	587	165	863	108	412	778	160	604	327	202	384	678	547	744	683	109	403	224	183	795	915	256	630	197	544	130	142	159	450	148	220	481	263					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	996	48	20	20	10	15	30	25	15	15	10	10	15	50	5	10	15	27	30	10	45	15	30	10	20	15	10	6	10	10	20	22	20	115	20	3	12	4	4	15	27	10	7	10	50	10	10	10	30	10	10	16	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	974	48	20	20	10	15	30	25	15	15	10	10	15	50	5	10	15	27	30	10	45	15	30	10	20	10	2	4	10	10	20	22	20	115	20	3	12	4	4	15	26	10	7	4	50	10	10	10	30	10	10	16	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	290	4	9	3	1	2	8	5	2	6	5	2	8	7	3	1	3	11	10	4	11	8	17	4	6	1	4	5	3	1	11	7	3	13	3	7	5	6	4	19	8	3	5	5	11	3	4	2	4	2	2	6	3					
14	Число погашенных неиспользованных открепительных удостоверений	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	693	0	1	10	1	1	5	4	1	17	2	1	3	9	1	0	2	4	0	5	4	0	4	2	19	12	1	9	23	7	47	35	40	84	2	1	25	8	12	82	91	9	1	19	60	0	8	0	0	0	0	8	13					
		3.28%	0.00%	0.48%	3.40%	0.45%	0.27%	0.75%	0.71%	0.38%	5.07%	1.16%	0.56%	1.03%	0.64%	0.34%	0.00%	0.59%	0.77%	0.00%	3.85%	0.68%	0.00%	0.46%	1.85%	4.53%	1.54%	0.63%	1.49%	7.01%	3.45%	12.14%	5.16%	6.98%	11.13%	0.29%	0.92%	6.13%	3.56%	6.49%	10.09%	9.73%	3.45%	0.16%	9.55%	10.85%	0.00%	5.63%	0.00%	0.00%	0.00%	0.00%	1.66%	4.94%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1656	8	5	13	2	3	20	14	3	42	3	2	4	22	7	1	8	11	41	11	5	28	22	5	43	38	1	11	33	28	90	101	60	115	8	0	71	30	23	194	227	61	10	33	94	2	20	4	7	3	2	45	22					
		7.84%	1.34%	2.39%	4.42%	0.90%	0.81%	3.01%	2.49%	1.13%	12.54%	1.74%	1.13%	1.38%	1.56%	2.36%	1.41%	2.35%	2.13%	7.09%	8.46%	0.85%	16.77%	2.55%	4.63%	10.26%	4.88%	0.63%	1.82%	10.06%	13.79%	23.26%	14.90%	10.47%	15.23%	1.17%	0.00%	17.40%	13.33%	12.43%	23.86%	24.28%	23.37%	1.59%	16.58%	16.99%	1.54%	14.08%	2.52%	1.56%	2.03%	0.91%	9.36%	8.37%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	64	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	1	2	6	2	5	0	0	2	1	1	5	11	1	0	5	4	0	2	0	0	0	0	3	1					
		0.30%	0.00%	0.00%	1.02%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.24%	0.39%	0.00%	0.00%	0.30%	0.49%	0.52%	0.88%	0.35%	0.66%	0.00%	0.00%	0.49%	0.44%	0.54%	0.62%	1.18%	0.38%	0.00%	2.51%	0.72%	0.00%	1.41%	0.00%	0.00%	0.00%	0.00%	0.62%	0.38%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1502	9	3	27	1	4	7	10	1	24	0	1	1	15	6	1	6	15	10	14	12	1	8	4	53	39	2	10	57	17	73	34	48	137	21	0	70	37	18	162	188	14	28	54	127	2	42	3	2	0	2	54	28					
		7.11%	1.51%	1.44%	9.18%	0.45%	1.08%	1.05%	1.78%	0.38%	7.16%	0.00%	0.56%	0.34%	1.06%	2.03%	1.41%	1.76%	2.90%	1.73%	10.77%	2.03%	0.60%	0.93%	3.70%	12.65%	5.01%	1.25%	1.66%	17.38%	8.37%	18.86%	5.01%	8.38%	18.15%	3.07%	0.00%	17.16%	16.44%	9.73%	19.93%	20.11%	5.36%	4.44%	27.14%	22.97%	1.54%	29.58%	1.89%	0.44%	0.00%	0.91%	11.23%	10.65%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	121	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	4	0	0	3	0	6	10	3	11	0	0	1	2	0	23	25	4	0	4	8	0	5	0	0	0	0	2	2					
		0.57%	0.00%	0.48%	1.02%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.17%	0.00%	0.00%	0.00%	0.24%	0.51%	0.00%	0.00%	0.91%	0.00%	1.55%	1.47%	0.52%	1.46%	0.00%	0.00%	0.25%	0.89%	0.00%	2.83%	2.67%	1.53%	0.00%	2.01%	1.45%	0.00%	3.52%	0.00%	0.00%	0.00%	0.00%	0.42%	0.76%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16922	579	199	238	219	362	628	535	261	246	167	173	282	1367	282	69	322	487	527	95	562	136	829	97	295	679	156	574	210	149	165	489	394	387	652	108	233	146	129	328	365	167	591	82	250	126	65	152	441	145	216	369	197					
		80.15%	97.15%	95.22%	80.95%	98.21%	97.84%	94.58%	95.03%	98.12%	73.43%	97.09%	97.74%	97.24%	96.74%	95.27%	97.18%	94.71%	94.20%	91.18%	73.08%	95.09%	81.44%	96.06%	89.81%	70.41%	87.28%	97.50%	95.03%	64.02%	73.40%	42.64%	72.12%	68.76%	51.26%	95.46%	99.08%	57.11%	64.89%	69.73%	40.34%	39.04%	63.98%	93.81%	41.21%	45.21%	96.92%	45.77%	95.60%	98.00%	97.97%	98.18%	76.72%	74.90%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	27	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	1	3	0	5	0	0	1	0	0	1	8	0	0	0	1	0	0	0	0	0	0	0	0					
