Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Ишимская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408					
1	"Число избирателей, внесенных в списки избирателей"	25361	608	189	324	236	402	741	575	349	300	171	169	346	306	88	282	309	1247	662	655	149	663	213	919	149	617	792	155	463	126	1025	812	217	602	427	492	235	717	109	451	230	185	306	1594	1511	363	281	597	825	130	159	158	487	150	219	555	319					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24650	585	192	339	246	404	705	541	313	315	180	175	339	322	96	280	300	1155	661	665	145	673	200	890	153	599	783	155	480	133	972	799	205	566	427	469	218	710	114	443	227	188	310	1464	1440	330	279	571	780	120	157	159	486	151	225	528	288					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	266	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21179	553	176	309	221	344	619	353	260	280	154	147	241	283	78	239	285	1019	571	565	129	558	170	775	125	454	671	144	387	104	672	661	194	533	407	441	185	612	88	380	188	159	282	1411	1372	323	238	524	712	113	142	132	348	138	178	395	137					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2589	28	8	15	10	43	85	47	47	18	14	19	98	23	10	32	9	130	69	90	16	76	30	108	20	130	56	11	44	18	222	134	11	15	20	28	29	75	21	41	29	24	11	45	47	7	29	40	68	7	11	25	126	6	16	47	151					
6	Число погашенных избирательных бюллетеней	616	4	8	15	15	17	1	2	6	17	12	9	0	16	8	9	6	6	21	10	0	39	0	7	8	15	56	0	49	11	37	4	0	18	0	0	4	23	5	22	10	5	17	8	21	0	12	7	0	0	4	2	12	7	31	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2855	28	8	15	10	43	85	186	47	18	14	19	98	23	10	32	9	130	69	90	16	76	30	108	20	130	56	11	44	18	263	134	11	15	20	28	29	75	21	41	29	24	11	45	47	7	29	40	68	7	11	25	126	6	16	133	151					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21179	553	176	309	221	344	619	353	260	280	154	147	241	283	78	239	285	1019	571	565	129	558	170	775	125	454	671	144	387	104	672	661	194	533	407	441	185	612	88	380	188	159	282	1411	1372	323	238	524	712	113	142	132	348	138	178	395	137					
9	Число недействительных избирательных бюллетеней	107	0	0	0	0	0	2	7	0	0	0	0	0	1	0	0	1	2	0	5	0	1	1	0	0	0	0	0	19	2	1	0	0	0	0	2	1	0	0	35	8	0	1	0	0	3	0	0	1	0	0	1	0	1	12	0	0					
10	Число действительных избирательных бюллетеней	23927	581	184	324	231	387	702	532	307	298	168	166	339	305	88	271	293	1147	640	650	145	633	199	883	145	584	727	155	412	120	934	795	205	548	427	467	213	687	109	386	209	183	292	1456	1419	327	267	564	779	120	153	156	474	143	182	528	288					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1067	35	33	15	15	20	20	25	23	36	28	15	18	15	10	15	35	49	24	12	4	45	5	20	5	17	25	0	35	10	60	30	3	12	7	5	5	12	5	24	12	12	5	20	40	6	5	10	45	17	16	17	20	5	5	35	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1067	35	33	15	15	20	20	25	23	36	28	15	18	15	10	15	35	49	24	12	4	45	5	20	5	17	25	0	35	10	60	30	3	12	7	5	5	12	5	24	12	12	5	20	40	6	5	10	45	17	16	17	20	5	5	35	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	298	4	3	4	4	5	5	6	7	2	3	5	3	3	2	10	2	10	5	41	6	4	2	10	2	8	4	3	6	3	8	2	0	9	4	1	1	10	2	4	3	4	0	20	11	7	4	4	7	1	2	1	3	3	1	9	5					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	1.Политическая партия «Аграрная партия России»	75	2	0	0	0	2	2	3	0	1	0	1	2	0	0	0	0	1	1	2	0	1	2	2	1	2	8	0	2	1	3	3	0	0	0	2	7	3	0	4	1	3	1	0	2	0	0	0	0	1	1	0	0	0	2	4	2					
		0.31%	0.34%	0.00%	0.00%	0.00%	0.52%	0.28%	0.56%	0.00%	0.34%	0.00%	0.60%	0.59%	0.00%	0.00%	0.00%	0.00%	0.09%	0.16%	0.31%	0.00%	0.16%	1.00%	0.23%	0.69%	0.34%	1.10%	0.00%	0.46%	0.82%	0.32%	0.38%	0.00%	0.00%	0.00%	0.43%	3.27%	0.44%	0.00%	0.95%	0.46%	1.64%	0.34%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.83%	0.65%	0.00%	0.00%	0.00%	1.03%	0.76%	0.69%					
19	2.Всероссийская политическая партия «Гражданская Сила»	15	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.31%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.15%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%					
20	3.Политическая партия «Демократическая партия России»	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	290	8	0	7	4	3	5	3	1	2	1	0	2	6	1	3	4	4	3	5	1	3	0	10	1	5	12	2	5	2	8	8	0	6	0	17	18	19	0	14	10	1	10	12	20	1	0	7	6	0	1	1	3	0	9	11	5					
