Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Зареченская городская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238					
1	"Число избирателей, внесенных в список избирателей"	53149	2278	1892	2266	2284	2540	2158	2648	2053	2039	2176	1900	2271	2091	2130	2116	1955	1975	2086	1999	2180	1608	1201	1678	2174	1084	2367					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	44600	1900	1600	1950	1950	2100	1850	2250	1750	1700	1850	1600	1900	1750	1800	1800	1650	1650	1750	1650	1850	1350	1000	1400	1850	900	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	30167	1329	1116	1203	1329	1495	1249	1568	1099	1264	1103	1080	1244	1195	1178	1182	1078	1034	1162	1089	1289	946	714	939	1205	575	1502					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	909	22	43	63	41	48	12	36	32	44	50	30	16	34	19	27	33	31	14	53	63	36	22	29	40	36	35					
6	Число погашенных избирательных бюллетеней	13524	549	441	684	580	557	589	646	619	392	697	490	640	521	603	591	539	585	574	508	498	368	264	432	605	289	263					
7	Число избирательных бюллетеней в переносных ящиках для голосования	909	22	43	63	41	48	12	36	32	44	50	30	16	34	19	27	33	31	14	53	63	36	22	29	40	36	35					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	30164	1329	1116	1203	1329	1494	1249	1568	1099	1264	1103	1080	1244	1195	1178	1182	1078	1034	1162	1089	1288	946	713	939	1205	575	1502					
9	Число недействительных избирательных бюллетеней	451	13	14	22	26	28	15	17	18	16	29	10	11	15	23	14	10	16	15	19	24	21	10	12	25	9	19					
10	Число действительных избирательных бюллетеней	30622	1338	1145	1244	1344	1514	1246	1587	1113	1292	1124	1100	1249	1214	1174	1195	1101	1049	1161	1123	1327	961	725	956	1220	602	1518					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	635	30	30	30	26	25	37	35	20	20	20	30	20	20	20	20	30	20	27	20	30	15	25	15	25	30	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	512	21	27	23	26	21	29	28	17	19	15	21	19	16	18	16	21	18	22	13	26	12	15	15	22	21	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	95	5	2	2	1	3	4	2	8	5	1	0	4	0	6	3	4	4	1	5	6	5	5	4	0	6	9					
14	Число погашенных неиспользованных открепительных удостоверений	123	9	3	7	0	4	8	7	3	1	5	9	1	4	2	4	9	2	5	7	4	3	10	0	3	9	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	0	2	0	0	0	1	3	0	0	0	1	0	0	1	0	0	3	2	1	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3970	155	167	191	228	217	154	198	141	141	139	130	153	161	155	169	153	131	163	141	161	134	90	138	149	89	122					
