Выборы Президента Российской Федерации																																				
																																				
Наименование Избирательной комиссии:    Сюмсинская																																				
																																				
Итоги голосования 																																				
																																				
		Сумма	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924	УИК №2925	УИК №2926	УИК №2927	УИК №2928	УИК №2929					
1	"Число избирателей, внесенных в список"	11645	1024	630	1044	989	513	203	89	156	102	276	135	247	196	482	303	147	358	394	274	679	272	339	82	144	88	106	715	928	730					
2	Число полученных избирательных бюллетеней	10800	900	500	900	800	500	200	100	150	100	300	130	250	200	450	300	150	300	350	250	600	280	350	90	150	100	100	700	900	700					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7618	679	432	695	637	355	151	72	115	75	104	104	191	143	327	205	119	287	216	183	516	164	189	71	110	59	80	384	570	385					
5	"Число избирательных бюллетеней, выданных вне помещения"	1023	47	23	97	15	20	21	7	30	18	115	9	22	13	47	23	10	5	60	37	36	64	106	11	13	22	7	45	39	61					
6	Число погашенных избирательных бюллетеней	2159	174	45	108	148	125	28	21	5	7	81	17	37	44	76	72	21	8	74	30	48	52	55	8	27	19	13	271	291	254					
7	Число избирательных бюллетеней в переносных ящиках	1023	47	23	97	15	20	21	7	30	18	115	9	22	13	47	23	10	5	60	37	36	64	106	11	13	22	7	45	39	61					
8	Число бюллетеней в стационарных ящиках для голосования	7618	679	432	695	637	355	151	72	115	75	104	104	191	143	327	205	119	287	216	183	516	164	189	71	110	59	80	384	570	385					
9	Число недействительных избирательных бюллетеней	100	6	5	6	9	4	1	2	3	0	7	2	2	0	5	3	1	2	6	3	3	4	2	0	1	0	1	0	12	10					
10	Число действительных избирательных бюллетеней	8541	720	450	786	643	371	171	77	142	93	212	111	211	156	369	225	128	290	270	217	549	224	293	82	122	81	86	429	597	436					
11	Число полученных открепительных  удостоверений	200	15	10	16	8	8	1	3	3	3	4	5	8	3	12	5	3	5	10	10	8	6	6	2	3	4	3	13	13	10					
12	Число выданных открепительных удостоверений	167	14	10	16	7	8	1	0	2	1	3	4	8	3	12	3	2	1	8	9	8	6	6	0	0	3	0	11	13	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	34	2	0	9	1	0	0	0	0	1	0	1	1	0	8	0	0	0	2	3	3	0	0	0	0	1	0	1	1	0					
14	Число неиспользованных открепительных удостоверений	33	1	0	0	1	0	0	3	1	2	1	1	0	0	0	2	1	4	2	1	0	0	0	2	3	1	3	2	0	2					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																				
