Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Западнодвинская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	13353	1072	804	828	1122	818	1154	976	830	821	873	331	213	194	215	319	134	206	276	670	68	137	99	104	119	174	156	107	238	295									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12965	1075	775	825	1125	825	1150	950	800	800	850	300	200	190	190	300	125	190	275	650	60	125	85	90	110	160	150	90	225	275									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5487	424	284	271	476	322	417	397	342	353	419	114	85	111	119	134	70	76	92	375	46	60	39	47	55	77	75	40	87	80									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1030	23	27	42	27	14	35	32	42	28	72	45	38	36	24	21	23	39	89	86	12	20	21	21	29	17	19	20	41	87									
6	Число погашенных избирательных бюллетеней	6448	628	464	512	622	489	698	521	416	419	359	141	77	43	47	145	32	75	94	189	2	45	25	22	26	66	56	30	97	108									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1030	23	27	42	27	14	35	32	42	28	72	45	38	36	24	21	23	39	89	86	12	20	21	21	29	17	19	20	41	87									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5486	424	284	271	476	322	416	397	342	353	419	114	85	111	119	134	70	76	92	375	46	60	39	47	55	77	75	40	87	80									
9	Число недействительных избирательных бюллетеней	139	9	7	3	7	4	1	4	9	26	14	4	1	0	0	4	0	2	3	24	0	0	0	0	1	5	2	3	4	2									
10	Число действительных избирательных бюллетеней	6377	438	304	310	496	332	450	425	375	355	477	155	122	147	143	151	93	113	178	437	58	80	60	68	83	89	92	57	124	165									
