Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																	
Дата голосования: 04.12.2011																	
																	
Наименование Избирательной комиссии:    Нижнесалдинская городская																	
																	
Сводная таблица результатов выборов																	
																	
		Сумма	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138					
1	"Число избирателей, внесенных в список избирателей"	14765	2877	2813	2667	2110	1215	496	1993	289	191	114					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14680	2900	2850	2750	2000	1200	450	1950	290	200	90					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6134	1265	1348	1228	803	466	142	656	112	72	42					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	340	27	57	30	116	28	16	21	1	15	29					
6	Число погашенных избирательных бюллетеней	8206	1608	1445	1492	1081	706	292	1273	177	113	19					
7	Число избирательных бюллетеней в переносных ящиках для голосования	340	27	57	30	116	28	16	21	1	15	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6134	1265	1348	1228	803	466	142	656	112	72	42					
9	Число недействительных избирательных бюллетеней	191	52	35	32	22	7	8	31	2	2	0					
10	Число действительных избирательных бюллетеней	6283	1240	1370	1226	897	487	150	646	111	85	71					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	135	25	15	33	27	9	3	10	5	5	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	105	20	11	31	23	8	2	10	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	75	5	4	8	16	21	4	6	0	4	7					
14	Число погашенных неиспользованных открепительных удостоверений	30	5	4	2	4	1	1	0	5	5	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	1	0	1	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0					
																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1424	294	312	307	195	109	27	132	19	11	18					
		21.99%	22.76%	22.21%	24.40%	21.22%	22.06%	17.09%	19.50%	16.81%	12.64%	25.35%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1126	213	238	197	150	84	41	153	18	17	15					
		17.39%	16.49%	16.94%	15.66%	16.32%	17.00%	25.95%	22.60%	15.93%	19.54%	21.13%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	69	12	9	15	13	7	3	6	3	1	0					
		1.07%	0.93%	0.64%	1.19%	1.41%	1.42%	1.90%	0.89%	2.65%	1.15%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1337	257	320	236	219	100	22	119	31	16	17					
		20.65%	19.89%	22.78%	18.76%	23.83%	20.24%	13.92%	17.58%	27.43%	18.39%	23.94%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	183	30	40	59	17	18	1	16	1	1	0					
		2.83%	2.32%	2.85%	4.69%	1.85%	3.64%	0.63%	2.36%	0.88%	1.15%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2068	420	434	398	297	167	48	207	39	37	21					
		31.94%	32.51%	30.89%	31.64%	32.32%	33.81%	30.38%	30.58%	34.51%	42.53%	29.58%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	76	14	17	14	6	2	8	13	0	2	0					
		1.17%	1.08%	1.21%	1.11%	0.65%	0.40%	5.06%	1.92%	0.00%	2.30%	0.00%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
