Выборы Президента Российской Федерации																																																																														
Дата голосования: 04.03.2012																																																																														
																																																																														
Наименование Избирательной комиссии:    Уфа, Орджоникидзевская																																																																														
																																																																														
Сводная таблица итогов голосования																																																																														
																																																																														
	Число участковых избирательных комиссий	67																																																																												
	Число участковых избирательных комиссий, приступивших к передаче сведений	67																																																																												
																																																																														
		Сумма	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349									
1	Число избирателей, включенных в список избирателей	129327	2106	2184	2293	1950	1920	2334	2112	1990	1974	2209	2068	1541	2299	1944	2447	2903	1831	2608	2556	2547	1577	2471	2158	2416	3140	2571	2129	598	427	2149	928	1602	1412	2063	2398	1939	1432	1715	1964	1728	2122	1956	2381	2355	1810	2163	2011	2378	1983	2138	2563	2366	2558	1750	2203	1861	1992	2332	2078	2443	2010	2202	273	412	105	170	79									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	120530	1950	1950	2200	1900	1800	2150	2250	1900	1800	2000	2000	1450	2000	1800	2250	2400	1850	2550	2100	2500	1550	2250	1950	2050	2700	2350	2100	600	300	2000	900	1450	1300	2150	2250	1850	1350	1600	1950	1600	1900	1950	2000	2150	1650	2000	1800	2250	1900	1950	2400	2150	2350	1650	2050	1750	1900	2300	2000	2250	1800	2050	400	430	150	200	100									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	84038	1287	1297	1275	1316	1393	1289	1593	1616	1151	1425	1278	969	1424	1342	1408	1922	1386	1607	1442	1504	1022	1935	1589	1505	2476	1657	1518	500	258	1571	705	1069	942	1839	1644	1508	952	1214	1335	1272	1604	1154	1346	1422	916	1155	1328	1399	1310	1365	1615	1286	1219	983	1356	1286	1538	1585	1229	1426	1073	1131	189	356	84	170	78									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	6577	208	267	68	98	136	137	37	202	78	50	131	30	36	79	117	76	44	99	187	14	194	55	45	102	6	170	96	10	18	54	122	90	94	31	205	87	30	385	46	150	80	400	113	75	68	242	28	81	112	167	20	21	91	26	35	76	120	84	209	38	38	229	84	35	21	0	0									
6	Число погашенных избирательных бюллетеней	29915	455	386	857	486	271	724	620	82	571	525	591	451	540	379	725	402	420	844	471	982	334	260	316	443	218	523	486	90	24	375	73	291	264	280	401	255	368	1	569	178	216	396	541	653	666	603	444	770	478	418	765	843	1040	641	659	388	242	631	562	786	689	690	127	39	45	30	22									
7	Число избирательных бюллетеней в переносных ящиках для голосования	6568	208	267	68	98	136	137	37	202	78	50	131	30	36	79	117	76	44	99	187	14	194	55	45	102	6	170	96	10	18	54	122	90	94	31	205	87	30	385	46	150	80	400	104	75	68	242	28	81	112	167	20	21	91	26	35	76	120	84	209	38	38	229	84	35	21	0	0									
