Выборы Президента Российской Федерации																																																																										
Дата голосования: 02.03.2008																																																																										
																																																																										
"Наименование Избирательной комиссии:    Уфа, Орджоникидзевская"																																																																										
																																																																										
Сводная таблица результатов выборов																																																																										
																																																																										
	Число участковых избирательных комиссий	67																																																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	67																																																																								
																																																																										
		Сумма	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343					
1	"Число избирателей, включенных в списки избирателей"	133231	2227	2265	2508	2035	2026	2469	2409	1969	1980	2263	2628	2006	2352	2071	2363	2389	2222	2444	2321	2779	1940	2465	2349	2204	3020	2412	2349	587	354	2231	735	1736	1675	2201	2266	2072	1555	1984	2133	1605	2005	2158	2131	2269	1872	2068	2002	2467	2113	2103	2569	2123	2680	1882	2274	1970	1687	2812	2020	2451	2034	1976	560	612	202	423	169					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	117785	2000	2000	2200	1800	1700	2400	2100	1800	1700	2000	2200	1700	2100	1800	2000	2100	1800	2200	2000	2250	1600	2100	2000	2000	2350	2100	2100	500	350	2000	785	1400	1550	2000	2000	1700	1450	1900	2000	1600	2000	1800	2000	2150	1800	1700	1700	2100	1800	2000	2100	1800	2200	1600	2000	1800	1500	2700	1850	2100	1800	1700	600	700	250	500	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	97751	1320	1380	1952	1403	1193	2176	1525	1386	1297	1765	1976	1111	1388	1518	1774	1807	1766	1878	1880	2194	1197	1785	1713	1582	2337	1922	2046	488	318	1403	711	1195	1457	1951	1611	1399	1310	1341	1338	1161	1314	1333	1820	1909	1494	1099	1337	1997	1407	1464	1428	1709	1990	1302	1648	1679	1422	2371	1638	1444	1612	1613	403	596	176	423	169					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	4328	38	63	59	79	81	49	31	174	57	43	74	45	141	29	68	132	23	68	40	11	133	55	41	96	11	46	52	6	26	124	19	26	28	45	43	46	38	559	60	65	140	55	44	22	53	42	36	54	28	288	18	54	86	81	47	35	33	33	19	44	16	77	157	16	26	0	0					
6	Число погашенных избирательных бюллетеней	15706	642	557	189	318	426	175	544	240	346	192	150	544	571	253	158	161	11	254	80	45	270	260	246	322	2	132	2	6	6	473	55	179	65	4	346	255	102	0	602	374	546	412	136	219	253	559	327	49	365	248	654	37	124	217	305	86	45	296	193	612	172	10	40	88	48	77	31					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4326	38	63	59	79	81	49	31	174	57	43	74	45	141	29	68	132	23	68	40	11	133	55	41	94	11	46	52	6	26	124	19	26	28	45	43	46	38	559	60	65	140	55	44	22	53	42	36	54	28	288	18	54	86	81	47	35	33	33	19	44	16	77	157	16	26	0	0					
