Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																					
Дата голосования: 04.12.2011																					
																					
Наименование Избирательной комиссии:    Светлинская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1850					
1	"Число избирателей, внесенных в список избирателей"	12053	2600	1791	2137	183	474	626	662	301	530	669	639	707	565	169					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12190	2568	1796	2158	178	509	669	671	320	531	682	657	703	578	170					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5853	1260	780	1080	111	326	281	364	148	240	308	261	357	243	94					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	745	173	116	98	0	26	36	57	21	31	39	69	38	41	0					
6	Число погашенных избирательных бюллетеней	5592	1135	900	980	67	157	352	250	151	260	335	327	308	294	76					
7	Число избирательных бюллетеней в переносных ящиках для голосования	745	173	116	98	0	26	36	57	21	31	39	69	38	41	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5853	1260	780	1080	111	326	281	364	148	240	308	261	357	243	94					
9	Число недействительных избирательных бюллетеней	154	16	8	18	0	2	2	79	0	8	9	0	5	7	0					
10	Число действительных избирательных бюллетеней	6444	1417	888	1160	111	350	315	342	169	263	338	330	390	277	94					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	162	15	13	19	0	45	10	10	11	3	5	15	8	8	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	158	15	13	18	0	45	8	10	11	3	5	15	8	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	68	9	8	8	4	4	8	4	2	6	4	5	3	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	4	0	0	1	0	0	2	0	0	0	0	0	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	38	12	5	6	1	0	7	0	2	1	1	1	1	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	840	213	124	178	8	26	37	11	15	40	51	52	36	43	6					
		12.73%	14.86%	13.84%	15.11%	7.21%	7.39%	11.67%	2.61%	8.88%	14.76%	14.70%	15.76%	9.11%	15.14%	6.38%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1072	244	137	202	10	45	41	74	27	51	62	53	72	51	3					
		16.25%	17.03%	15.29%	17.15%	9.01%	12.78%	12.93%	17.58%	15.98%	18.82%	17.87%	16.06%	18.23%	17.96%	3.19%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	12	6	6	0	2	2	0	2	0	2	1	1	0	0					
		0.52%	0.84%	0.67%	0.51%	0.00%	0.57%	0.63%	0.00%	1.18%	0.00%	0.58%	0.30%	0.25%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1307	314	208	255	25	42	74	46	28	56	58	89	56	33	23					
		19.81%	21.91%	23.21%	21.65%	22.52%	11.93%	23.34%	10.93%	16.57%	20.66%	16.71%	26.97%	14.18%	11.62%	24.47%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	68	15	17	15	0	3	2	1	1	0	1	7	2	4	0					
		1.03%	1.05%	1.90%	1.27%	0.00%	0.85%	0.63%	0.24%	0.59%	0.00%	0.29%	2.12%	0.51%	1.41%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3103	614	392	499	68	231	159	210	96	116	164	128	221	145	60					
		47.03%	42.85%	43.75%	42.36%	61.26%	65.63%	50.16%	49.88%	56.80%	42.80%	47.26%	38.79%	55.95%	51.06%	63.83%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	20	5	4	5	0	1	0	0	0	0	0	0	2	1	2					
		0.30%	0.35%	0.45%	0.42%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.35%	2.13%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
