Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Краснослободская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487					
1	"Число избирателей, внесенных в списки"	21978	1539	1672	1461	774	1343	1420	544	459	226	812	167	89	519	320	585	445	462	219	235	195	1077	142	560	461	396	151	951	680	521	427	777	398	1018	302	242	389					
2	"Число бюллетеней, полученных участковыми комиссиями"	22360	1530	1560	1620	780	1380	1450	570	470	225	830	170	85	540	330	590	455	480	225	240	195	1110	150	570	465	410	155	970	690	540	435	740	405	1050	305	240	400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17076	1108	1118	967	567	907	1061	444	433	221	749	91	85	477	297	414	386	358	202	201	163	785	127	498	394	320	151	678	522	405	337	645	233	1001	236	194	301					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1478	20	22	43	46	119	63	61	10	0	26	64	0	36	0	53	0	88	0	0	26	161	15	14	41	27	0	89	61	23	27	61	158	2	36	22	64					
6	Число погашенных бюллетеней	3806	402	420	610	167	354	326	65	27	4	55	15	0	27	33	123	69	34	23	39	6	164	8	58	30	63	4	203	107	112	71	34	14	47	33	24	35					
7	Число бюллетеней в переносных ящиках для голосования	1478	20	22	43	46	119	63	61	10	0	26	64	0	36	0	53	0	88	0	0	26	161	15	14	41	27	0	89	61	23	27	61	158	2	36	22	64					
8	Число бюллетеней в стационарных ящиках для голосования	17070	1108	1116	963	567	907	1061	444	433	221	749	91	85	477	297	414	386	358	202	201	163	785	127	498	394	320	151	678	522	405	337	645	233	1001	236	194	301					
9	Число недействительных бюллетеней	441	17	22	7	5	23	0	8	11	1	0	2	0	0	2	39	45	2	6	13	5	5	2	35	19	7	0	70	10	0	0	3	1	7	0	17	57					
10	Число действительных бюллетеней	18107	1111	1116	999	608	1003	1124	497	432	220	775	153	85	513	295	428	341	444	196	188	184	941	140	477	416	340	151	697	573	428	364	703	390	996	272	199	308					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	389	15	20	29	13	22	15	9	9	7	13	7	5	9	7	9	9	9	7	7	7	15	7	9	9	9	7	18	13	9	9	13	7	15	7	7	7					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	165	15	17	28	5	20	10	4	4	0	7	0	0	0	0	0	1	4	0	1	1	14	0	2	2	1	0	2	0	7	1	5	0	9	3	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	156	1	10	7	4	1	7	2	4	1	2	5	7	0	2	5	0	4	1	4	5	8	0	4	2	3	1	5	2	4	3	27	4	6	5	6	4					
14	Число погашенных открепительных удостоверений	224	0	3	1	8	2	5	5	5	7	6	7	5	9	7	9	8	5	7	6	6	1	7	7	7	8	7	16	13	2	8	8	7	6	4	7	5					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	"1. ""ЕДИНЕНИЕ"""	134	2	17	0	0	8	12	1	5	0	1	5	0	0	0	2	5	8	0	9	1	5	0	5	4	5	0	11	4	8	1	12	0	0	0	3	0					
		0.72%	0.17%	1.49%	0.0%	0.0%	0.77%	1.06%	0.19%	1.12%	0.0%	0.12%	3.22%	0.0%	0.0%	0.0%	0.42%	1.29%	1.79%	0.0%	4.47%	0.52%	0.52%	0.0%	0.97%	0.91%	1.44%	0.0%	1.43%	0.68%	1.86%	0.27%	1.69%	0.0%	0.0%	0.0%	1.38%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	290	21	45	17	14	37	33	2	5	0	3	3	0	0	1	3	1	2	0	1	3	13	0	7	1	7	0	15	6	9	4	14	10	0	6	5	2					
		1.56%	1.86%	3.95%	1.68%	2.28%	3.60%	2.93%	0.39%	1.12%	0.0%	0.38%	1.93%	0.0%	0.0%	0.33%	0.64%	0.25%	0.44%	0.0%	0.49%	1.58%	1.37%	0.0%	1.36%	0.22%	2.01%	0.0%	1.95%	1.02%	2.10%	1.09%	1.98%	2.55%	0.0%	2.20%	2.31%	0.54%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	89	3	5	11	0	9	12	4	3	0	2	2	0	0	0	0	3	2	0	1	0	1	0	5	2	0	0	7	3	5	4	1	0	0	0	2	2					
		0.47%	0.26%	0.43%	1.09%	0.0%	0.87%	1.06%	0.79%	0.67%	0.0%	0.25%	1.29%	0.0%	0.0%	0.0%	0.0%	0.77%	0.44%	0.0%	0.49%	0.0%	0.10%	0.0%	0.97%	0.45%	0.0%	0.0%	0.91%	0.51%	1.16%	1.09%	0.14%	0.0%	0.0%	0.0%	0.92%	0.54%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	62	3	7	4	0	11	11	1	2	0	1	0	0	0	1	0	4	0	0	0	1	2	0	2	0	0	0	1	3	4	1	3	0	0	0	0	0					
		0.33%	0.26%	0.61%	0.39%	0.0%	1.07%	0.97%	0.19%	0.45%	0.0%	0.12%	0.0%	0.0%	0.0%	0.33%	0.0%	1.03%	0.0%	0.0%	0.0%	0.52%	0.21%	0.0%	0.39%	0.0%	0.0%	0.0%	0.13%	0.51%	0.93%	0.27%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	24	2	2	1	0	2	0	2	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	2	0	0	0	2	2	1	3	0	0	0	0	0					
		0.12%	0.17%	0.17%	0.09%	0.0%	0.19%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.45%	0.0%	0.0%	0.0%	0.34%	0.46%	0.27%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	17	1	1	2	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0					
		0.09%	0.08%	0.08%	0.19%	0.0%	0.0%	0.0%	0.0%	1.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	1.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	13	0	0	1	0	6	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0					
		0.07%	0.0%	0.0%	0.09%	0.0%	0.58%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.82%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0					
		0.01%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	11	0	3	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0					
		0.05%	0.0%	0.26%	0.39%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.22%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	294	14	17	18	14	13	0	6	20	3	2	4	2	0	1	6	6	17	1	6	0	13	1	22	7	17	1	27	7	4	9	7	0	0	0	8	21					
		1.58%	1.24%	1.49%	1.78%	2.28%	1.26%	0.0%	1.18%	4.51%	1.35%	0.25%	2.58%	2.35%	0.0%	0.33%	1.28%	1.55%	3.81%	0.49%	2.98%	0.0%	1.37%	0.70%	4.29%	1.60%	4.89%	0.66%	3.52%	1.20%	0.93%	2.47%	0.99%	0.0%	0.0%	0.0%	3.70%	5.75%					
28	"11. ""Истинные патриоты России"""	9	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1					
		0.04%	0.08%	0.17%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	36	2	6	2	0	5	0	0	0	0	0	1	0	0	2	0	4	3	0	0	0	1	0	1	0	0	0	5	0	2	0	0	0	0	0	1	1					
		0.19%	0.17%	0.52%	0.19%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.0%	0.67%	0.0%	1.03%	0.67%	0.0%	0.0%	0.0%	0.10%	0.0%	0.19%	0.0%	0.0%	0.0%	0.65%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.27%					
30	"13. ""Демократическая партия России"""	14	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	2	0	1	1	1	0	0	0	0	0	0	1					
		0.07%	0.0%	0.17%	0.09%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.25%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.57%	0.0%	0.13%	0.17%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%					
31	"14. ""Великая Россия - Евразийский Союз"""	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	2	1					
		0.04%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.17%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.92%	0.27%					
32	"15. ""Партия СЛОН"""	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0					
		0.03%	0.08%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	315	29	55	17	17	46	8	8	3	0	1	1	0	0	4	5	4	6	0	5	2	15	0	4	18	2	0	22	10	6	8	7	2	0	0	7	3					
		1.69%	2.57%	4.83%	1.68%	2.77%	4.48%	0.71%	1.58%	0.67%	0.0%	0.12%	0.64%	0.0%	0.0%	1.34%	1.07%	1.03%	1.34%	0.0%	2.48%	1.05%	1.58%	0.0%	0.78%	4.13%	0.57%	0.0%	2.86%	1.71%	1.40%	2.19%	0.99%	0.51%	0.0%	0.0%	3.24%	0.82%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	8	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0					
		0.04%	0.17%	0.0%	0.19%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	1027	52	190	43	31	109	57	7	34	7	5	5	0	0	43	4	5	48	3	27	2	52	0	29	12	24	0	47	33	82	39	13	2	3	2	9	8					
		5.53%	4.60%	16.69%	4.27%	5.05%	10.62%	5.07%	1.38%	7.67%	3.16%	0.64%	3.22%	0.0%	0.0%	14.47%	0.85%	1.29%	10.76%	1.48%	13.43%	1.05%	5.49%	0.0%	5.66%	2.75%	6.91%	0.0%	6.12%	5.66%	19.15%	10.71%	1.84%	0.51%	0.29%	0.73%	4.16%	2.19%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	115	5	18	14	0	10	0	0	5	0	0	0	0	0	4	1	5	3	0	4	0	3	0	7	2	2	0	13	1	9	5	3	0	0	0	0	1					
		0.62%	0.44%	1.58%	1.39%	0.0%	0.97%	0.0%	0.0%	1.12%	0.0%	0.0%	0.0%	0.0%	0.0%	1.34%	0.21%	1.29%	0.67%	0.0%	1.99%	0.0%	0.31%	0.0%	1.36%	0.45%	0.57%	0.0%	1.69%	0.17%	2.10%	1.37%	0.42%	0.0%	0.0%	0.0%	0.0%	0.27%					
