Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Воткинская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327					
1	"Число избирателей, внесенных в списки избирателей"	17630	515	501	675	377	469	1377	2022	836	633	398	690	394	989	629	391	436	85	1283	298	610	1172	200	903	243	794	325	385					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17250	550	450	700	350	450	1300	1900	800	600	350	650	350	950	600	400	450	100	1300	300	650	1200	200	950	200	800	300	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11364	368	342	457	236	361	854	1177	495	403	227	430	174	728	490	267	345	75	714	218	348	692	112	629	179	517	245	281					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	952	85	58	51	29	18	9	29	12	28	15	27	69	30	15	49	25	10	78	8	60	28	6	116	21	54	3	19					
6	Число погашенных избирательных бюллетеней	4934	97	50	192	85	71	437	694	293	169	108	193	107	192	95	84	80	15	508	74	242	480	82	205	0	229	52	100					
7	Число избирательных бюллетеней в переносных ящиках для голосования	952	85	58	51	29	18	9	29	12	28	15	27	69	30	15	49	25	10	78	8	60	28	6	116	21	54	3	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11363	368	342	457	236	360	854	1177	495	403	227	430	174	728	490	267	345	75	714	218	348	692	112	629	179	517	245	281					
9	Число недействительных избирательных бюллетеней	117	1	2	4	3	2	8	16	2	4	6	6	1	10	10	1	5	0	8	1	8	8	1	2	1	4	2	1					
10	Число действительных избирательных бюллетеней	12198	452	398	504	262	376	855	1190	505	427	236	451	242	748	495	315	365	85	784	225	400	712	117	743	199	567	246	299					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	696	76	20	35	8	10	20	15	20	14	0	6	11	40	58	40	50	15	27	7	44	25	5	60	10	37	15	28					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	683	74	16	35	8	6	20	15	20	14	0	6	9	40	58	40	50	15	26	7	44	25	5	60	10	37	15	28					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	393	36	19	6	2	3	20	26	5	7	8	2	4	63	78	3	4	8	8	9	13	4	2	9	12	12	21	9					
14	Число погашенных неиспользованных открепительных удостоверений	13	2	4	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	315	11	18	15	8	6	18	34	7	16	3	8	11	35	17	14	4	1	11	5	4	11	1	19	6	12	10	10					
		2.56%	2.43%	4.50%	2.95%	3.02%	1.59%	2.09%	2.82%	1.38%	3.71%	1.24%	1.75%	4.53%	4.62%	3.37%	4.43%	1.08%	1.18%	1.39%	2.21%	0.98%	1.53%	0.85%	2.55%	3.00%	2.10%	4.03%	3.33%					
19	2.Всероссийская политическая партия «Гражданская Сила»	46	1	1	2	2	0	7	10	2	2	1	1	0	3	3	0	0	0	3	0	0	1	1	3	0	1	2	0					
		0.37%	0.22%	0.25%	0.39%	0.75%	0.00%	0.81%	0.83%	0.39%	0.46%	0.41%	0.22%	0.00%	0.40%	0.59%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.14%	0.85%	0.40%	0.00%	0.18%	0.81%	0.00%					
20	3.Политическая партия «Демократическая партия России»	19	1	1	2	0	0	1	1	2	1	0	0	0	1	3	0	0	0	1	1	1	3	0	0	0	0	0	0					
		0.15%	0.22%	0.25%	0.39%	0.00%	0.00%	0.12%	0.08%	0.39%	0.23%	0.00%	0.00%	0.00%	0.13%	0.59%	0.00%	0.00%	0.00%	0.13%	0.44%	0.25%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	936	26	25	42	7	16	57	110	30	68	21	28	15	54	45	19	18	5	66	14	29	71	11	24	8	80	11	36					
		7.60%	5.74%	6.25%	8.27%	2.64%	4.23%	6.60%	9.12%	5.92%	15.78%	8.68%	6.13%	6.17%	7.12%	8.91%	6.01%	4.86%	5.88%	8.33%	6.19%	7.11%	9.86%	9.32%	3.22%	4.00%	14.01%	4.44%	12.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	27	0	1	0	0	2	6	5	1	0	0	4	0	2	2	1	0	0	0	0	1	0	0	2	0	0	0	0					
		0.22%	0.00%	0.25%	0.00%	0.00%	0.53%	0.70%	0.41%	0.20%	0.00%	0.00%	0.88%	0.00%	0.26%	0.40%	0.32%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	20	1	2	0	0	0	0	6	0	0	0	1	0	1	0	2	0	0	0	0	1	0	0	0	0	2	2	2					
		0.16%	0.22%	0.50%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.22%	0.00%	0.13%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.35%	0.81%	0.67%					
24	7.Политическая партия «Либерально-демократическая партия России»	1184	39	43	30	10	30	128	147	62	29	14	24	17	98	69	30	31	10	87	19	35	45	3	58	12	49	40	25					
		9.61%	8.61%	10.75%	5.91%	3.77%	7.94%	14.83%	12.19%	12.23%	6.73%	5.79%	5.25%	6.99%	12.93%	13.66%	9.49%	8.38%	11.76%	10.98%	8.41%	8.58%	6.25%	2.54%	7.79%	6.00%	8.58%	16.13%	8.33%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	575	15	16	19	9	11	77	120	29	13	10	24	12	45	25	20	8	1	28	3	12	13	0	19	5	19	10	12					
		4.67%	3.31%	4.00%	3.74%	3.40%	2.91%	8.92%	9.95%	5.72%	3.02%	4.13%	5.25%	4.94%	5.94%	4.95%	6.33%	2.16%	1.18%	3.54%	1.33%	2.94%	1.81%	0.00%	2.55%	2.50%	3.33%	4.03%	4.00%					
