		4.86%	5.79%	3.70%	2.19%	6.93%	4.49%	5.88%	4.75%	4.95%	3.96%	7.02%	4.26%	4.55%	4.42%	5.18%	6.78%	5.16%	4.42%	4.90%	5.95%	5.53%	6.86%	6.35%	4.48%	3.83%	7.11%	4.80%	5.57%	5.46%	4.90%	4.91%	6.43%	4.99%	7.44%	6.70%	3.07%	5.37%	6.81%	5.51%	3.84%	5.59%	4.94%	6.05%	2.93%	2.18%	7.08%	5.15%	5.28%	5.25%	6.91%	3.98%	4.89%	5.79%	5.86%	3.10%	4.65%	4.75%	5.92%	3.55%	4.95%	6.32%	4.13%	3.28%	4.48%	5.11%	4.79%	4.61%	6.53%	5.85%	4.88%	6.75%	2.73%	2.65%	4.58%	5.89%	3.98%	3.96%	2.29%	3.80%	2.73%	3.40%	4.94%	2.94%									
16	Путин Владимир Владимирович	56732	573	71	292	782	668	790	672	675	668	628	548	732	692	912	701	657	608	634	612	547	458	604	711	640	736	513	542	707	784	685	672	897	722	648	877	670	806	629	689	536	548	656	928	1026	629	669	863	822	251	658	661	566	639	610	1085	686	809	970	661	608	839	740	859	637	581	650	405	617	694	550	712	648	420	1050	587	1671	563	794	1463	716	862	341									
		72.14%	73.75%	87.65%	71.05%	72.27%	75.06%	73.76%	72.57%	69.59%	73.57%	70.01%	70.71%	73.94%	76.46%	76.25%	75.46%	75.34%	72.64%	77.70%	74.27%	71.97%	74.84%	70.98%	69.23%	74.25%	71.67%	74.56%	71.88%	71.49%	72.46%	73.18%	70.81%	71.08%	72.56%	72.32%	70.78%	69.14%	71.33%	70.75%	73.53%	71.28%	73.16%	70.84%	67.94%	72.05%	74.26%	74.92%	73.51%	71.98%	69.34%	72.71%	73.44%	66.90%	74.91%	70.03%	74.26%	72.44%	72.62%	73.26%	76.06%	71.19%	67.99%	69.35%	72.55%	73.98%	73.27%	80.95%	71.43%	73.72%	69.12%	68.75%	67.11%	68.57%	71.19%	71.97%	73.01%	70.42%	67.83%	71.79%	68.98%	73.81%	69.85%	83.58%									
17	Собчак Ксения Анатольевна	3095	21	2	27	31	20	27	24	35	24	20	43	34	21	28	16	19	24	17	27	17	11	30	51	32	30	17	22	32	35	30	32	61	31	19	64	48	32	30	31	34	20	33	104	88	21	24	33	29	10	30	19	45	22	75	77	43	49	48	18	22	92	63	38	14	25	14	23	27	37	31	74	82	16	60	31	124	79	59	156	32	50	9									
		3.94%	2.70%	2.47%	6.57%	2.87%	2.25%	2.52%	2.59%	3.61%	2.64%	2.23%	5.55%	3.43%	2.32%	2.34%	1.72%	2.18%	2.87%	2.08%	3.28%	2.24%	1.80%	3.53%	4.97%	3.71%	2.92%	2.47%	2.92%	3.24%	3.23%	3.21%	3.37%	4.83%	3.12%	2.12%	5.17%	4.95%	2.83%	3.37%	3.31%	4.52%	2.67%	3.56%	7.61%	6.18%	2.48%	2.69%	2.81%	2.54%	2.76%	3.31%	2.11%	5.32%	2.58%	8.61%	5.27%	4.54%	4.40%	3.63%	2.07%	2.58%	7.46%	5.90%	3.21%	1.63%	3.15%	1.74%	4.06%	3.23%	3.69%	3.88%	6.97%	8.68%	2.71%	4.11%	3.86%	5.23%	9.52%	5.33%	7.36%	3.30%	4.05%	2.21%									
18	Сурайкин Максим Александрович	521	9	0	1	8	5	12	11	8	5	6	8	4	3	9	9	13	7	4	9	11	4	5	3	7	8	10	6	13	7	12	6	12	11	7	8	6	5	4	5	4	5	7	8	5	2	3	10	5	1	5	5	6	5	5	8	3	5	9	7	8	9	1	5	7	7	5	6	1	12	8	3	5	7	8	4	9	3	7	7	2	6	2									
		0.66%	1.16%	0.00%	0.24%	0.74%	0.56%	1.12%	1.19%	0.82%	0.55%	0.67%	1.03%	0.40%	0.33%	0.75%	0.97%	1.49%	0.84%	0.49%	1.09%	1.45%	0.65%	0.59%	0.29%	0.81%	0.78%	1.45%	0.80%	1.31%	0.65%	1.28%	0.63%	0.95%	1.11%	0.78%	0.65%	0.62%	0.44%	0.45%	0.53%	0.53%	0.67%	0.76%	0.59%	0.35%	0.24%	0.34%	0.85%	0.44%	0.28%	0.55%	0.56%	0.71%	0.59%	0.57%	0.55%	0.32%	0.45%	0.68%	0.81%	0.94%	0.73%	0.09%	0.42%	0.81%	0.88%	0.62%	1.06%	0.12%	1.20%	1.00%	0.28%	0.53%	1.19%	0.55%	0.50%	0.38%	0.36%	0.63%	0.33%	0.21%	0.49%	0.49%									
19	Титов Борис Юрьевич	1204	11	0	12	15	12	16	6	22	17	10	13	13	10	12	13	9	15	7	11	6	9	16	12	9	17	5	13	16	10	11	7	27	16	13	24	15	17	14	16	15	14	13	24	35	18	11	13	11	1	14	20	6	6	20	23	16	22	22	12	8	25	19	15	13	13	6	8	9	14	16	21	24	10	27	9	38	15	21	42	13	21	4									
		1.53%	1.42%	0.00%	2.92%	1.39%	1.35%	1.49%	0.65%	2.27%	1.87%	1.11%	1.68%	1.31%	1.10%	1.00%	1.40%	1.03%	1.79%	0.86%	1.33%	0.79%	1.47%	1.88%	1.17%	1.04%	1.66%	0.73%	1.72%	1.62%	0.92%	1.18%	0.74%	2.14%	1.61%	1.45%	1.94%	1.55%	1.50%	1.57%	1.71%	1.99%	1.87%	1.40%	1.76%	2.46%	2.13%	1.23%	1.11%	0.96%	0.28%	1.55%	2.22%	0.71%	0.70%	2.30%	1.57%	1.69%	1.97%	1.66%	1.38%	0.94%	2.03%	1.78%	1.27%	1.51%	1.64%	0.75%	1.41%	1.08%	1.39%	2.00%	1.98%	2.54%	1.69%	1.85%	1.12%	1.60%	1.81%	1.90%	1.98%	1.34%	1.70%	0.98%									
20	Явлинский Григорий Алексеевич	1688	11	1	8	17	23	10	14	24	18	16	20	19	25	26	20	15	18	9	15	16	6	22	30	14	30	14	30	21	28	16	17	32	17	13	36	23	31	25	18	9	18	19	48	46	18	17	19	14	6	18	12	20	9	20	24	11	23	27	22	8	31	41	10	23	19	11	9	11	19	23	32	34	8	38	14	49	22	30	49	18	33	8									
		2.15%	1.42%	1.23%	1.95%	1.57%	2.58%	0.93%	1.51%	2.47%	1.98%	1.78%	2.58%	1.92%	2.76%	2.17%	2.15%	1.72%	2.15%	1.10%	1.82%	2.11%	0.98%	2.59%	2.92%	1.62%	2.92%	2.03%	3.98%	2.12%	2.59%	1.71%	1.79%	2.54%	1.71%	1.45%	2.91%	2.37%	2.74%	2.81%	1.92%	1.20%	2.40%	2.05%	3.51%	3.23%	2.13%	1.90%	1.62%	1.23%	1.66%	1.99%	1.33%	2.36%	1.06%	2.30%	1.64%	1.16%	2.06%	2.04%	2.53%	0.94%	2.51%	3.84%	0.84%	2.67%	2.40%	1.37%	1.59%	1.31%	1.89%	2.88%	3.02%	3.60%	1.36%	2.60%	1.74%	2.06%	2.65%	2.71%	2.31%	1.86%	2.67%	1.96%									
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
