Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Большеболдинская																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277					
1	"Число избирателей, внесенных в списки"	10294	262	128	379	456	1358	1147	1098	600	191	193	53	186	63	379	137	54	744	422	89	527	271	352	438	53	123	449	106	36					
2	"Число бюллетеней, полученных участковыми комиссиями"	9352	230	112	348	407	1225	1021	964	529	171	177	52	165	67	343	126	60	686	401	82	463	252	324	406	63	118	414	103	43					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5924	150	70	204	248	777	658	487	341	160	152	50	130	57	194	78	29	395	304	64	293	165	215	207	43	74	292	68	19					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	166	0	0	0	8	6	8	8	13	0	0	0	13	0	18	5	5	41	20	0	11	0	0	0	0	0	0	5	5					
6	Число погашенных бюллетеней	3262	80	42	144	151	442	355	469	175	11	25	2	22	10	131	43	26	250	77	18	159	87	109	199	20	44	122	30	19					
7	Число бюллетеней в переносных ящиках для голосования	166	0	0	0	8	6	8	8	13	0	0	0	13	0	18	5	5	41	20	0	11	0	0	0	0	0	0	5	5					
8	Число бюллетеней в стационарных ящиках для голосования	5924	150	70	204	248	777	658	487	341	160	152	50	130	57	194	78	29	395	304	64	293	165	215	207	43	74	292	68	19					
9	Число недействительных бюллетеней	123	3	5	1	2	8	8	9	10	5	9	1	0	0	4	1	1	8	10	3	18	2	3	8	0	1	3	0	0					
10	Число действительных бюллетеней	5967	147	65	203	254	775	658	486	344	155	143	49	143	57	208	82	33	428	314	61	286	163	212	199	43	73	289	73	24					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	340	10	10	10	10	30	25	30	10	10	10	10	10	10	10	10	10	15	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	71	0	0	0	2	23	15	14	0	0	2	0	0	0	0	1	0	4	6	0	0	0	3	1	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	57	1	4	2	1	0	1	2	2	1	2	3	2	1	4	3	4	3	0	1	3	1	4	3	2	0	3	2	2					
14	Число погашенных открепительных удостоверений	269	10	10	10	8	7	10	16	10	10	8	10	10	10	10	9	10	11	4	10	10	10	7	9	10	10	10	10	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	"1. ""ЕДИНЕНИЕ"""	120	6	4	5	5	16	13	8	5	1	3	1	7	1	0	0	0	10	10	1	2	1	4	6	2	2	5	1	1					
		1.97%	4.0%	5.71%	2.45%	1.95%	2.04%	1.95%	1.61%	1.41%	0.62%	1.97%	2.0%	4.89%	1.75%	0.0%	0.0%	0.0%	2.29%	3.08%	1.56%	0.65%	0.60%	1.86%	2.89%	4.65%	2.70%	1.71%	1.36%	4.16%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	126	5	0	3	11	24	16	18	7	0	2	0	2	0	6	0	1	4	14	1	1	0	4	2	0	0	3	1	1					
		2.06%	3.33%	0.0%	1.47%	4.29%	3.06%	2.40%	3.63%	1.97%	0.0%	1.31%	0.0%	1.39%	0.0%	2.83%	0.0%	2.94%	0.91%	4.32%	1.56%	0.32%	0.0%	1.86%	0.96%	0.0%	0.0%	1.02%	1.36%	4.16%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	162	5	0	0	7	24	15	14	2	4	4	0	7	0	3	7	0	11	14	2	11	4	4	3	6	0	12	2	1					
		2.66%	3.33%	0.0%	0.0%	2.73%	3.06%	2.25%	2.82%	0.56%	2.5%	2.63%	0.0%	4.89%	0.0%	1.41%	8.43%	0.0%	2.52%	4.32%	3.12%	3.61%	2.42%	1.86%	1.44%	13.95%	0.0%	4.10%	2.73%	4.16%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	39	1	2	1	4	4	7	2	0	1	0	0	1	0	1	0	0	3	0	0	2	0	1	1	1	1	6	0	0					
		0.64%	0.66%	2.85%	0.49%	1.56%	0.51%	1.05%	0.40%	0.0%	0.62%	0.0%	0.0%	0.69%	0.0%	0.47%	0.0%	0.0%	0.68%	0.0%	0.0%	0.65%	0.0%	0.46%	0.48%	2.32%	1.35%	2.05%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	38	0	0	0	2	5	7	4	0	0	0	0	0	0	1	0	0	4	5	0	2	0	6	1	0	0	1	0	0					
		0.62%	0.0%	0.0%	0.0%	0.78%	0.63%	1.05%	0.80%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.91%	1.54%	0.0%	0.65%	0.0%	2.79%	0.48%	0.0%	0.0%	0.34%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	19	0	0	0	2	0	2	1	1	0	0	0	3	0	1	0	1	0	1	0	0	1	1	1	0	0	2	2	0					
		0.31%	0.0%	0.0%	0.0%	0.78%	0.0%	0.30%	0.20%	0.28%	0.0%	0.0%	0.0%	2.09%	0.0%	0.47%	0.0%	2.94%	0.0%	0.30%	0.0%	0.0%	0.60%	0.46%	0.48%	0.0%	0.0%	0.68%	2.73%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	17	1	0	0	1	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0	1	0	0	0					
		0.27%	0.66%	0.0%	0.0%	0.39%	0.38%	0.60%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	2.42%	0.0%	0.48%	0.0%	1.35%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	10	1	0	0	1	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0					
		0.16%	0.66%	0.0%	0.0%	0.39%	0.12%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.69%	0.0%	0.47%	1.20%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	1.36%	0.0%					
