Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																							
Дата голосования: 07.12.2003 0:00:00																																																							
																																																							
Наименование Избирательной комиссии:    Миякинская																																																							
																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																							
																																																							
		Сумма	УИК №2888	УИК №2889	УИК №2890	УИК №2891	УИК №2892	УИК №2893	УИК №2894	УИК №2895	УИК №2896	УИК №2897	УИК №2898	УИК №2899	УИК №2900	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924	УИК №2925	УИК №2926	УИК №2927	УИК №2928	УИК №2929	УИК №2930	УИК №2931	УИК №2932	УИК №2933	УИК №2934	УИК №2935					
1	"Число избирателей, внесенных в списки"	21025	420	269	232	351	346	464	367	217	418	219	424	782	220	441	342	313	504	248	523	146	165	533	338	473	470	146	61	301	875	130	582	68	66	351	623	144	1205	419	1633	1331	735	402	714	367	130	501	604	412					
2	"Число бюллетеней, полученных участковыми комиссиями"	22079	510	313	222	355	410	450	418	214	450	245	418	790	228	450	393	358	493	245	510	145	165	530	338	582	482	156	75	390	890	127	676	75	67	345	617	170	1320	418	1660	1380	740	408	700	460	127	505	594	465					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16162	397	250	191	242	333	331	344	169	376	178	336	87	190	378	271	283	447	223	432	121	132	388	260	433	345	135	47	286	595	100	528	60	56	260	522	134	978	299	1187	967	499	265	492	321	127	419	402	346					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2122	23	19	13	37	13	48	23	29	42	41	26	593	19	35	71	30	44	19	34	12	20	91	31	40	23	5	14	15	41	10	54	8	10	29	14	10	30	27	28	35	16	83	61	46	0	16	128	66					
6	Число погашенных бюллетеней	3785	90	44	18	76	64	71	51	16	32	26	56	108	19	37	51	45	2	3	44	12	13	51	47	109	114	16	14	89	254	17	94	7	1	56	81	26	309	92	444	374	225	60	147	93	0	70	64	53					
7	Число бюллетеней в переносных ящиках для голосования	1631	23	19	13	37	13	48	23	29	42	41	26	87	19	35	71	30	44	19	34	12	20	91	31	40	23	5	14	15	41	10	54	8	10	29	14	10	30	27	28	50	16	83	61	46	0	16	128	66					
8	Число бюллетеней в стационарных ящиках для голосования	16646	397	250	191	242	333	331	344	169	376	178	336	593	190	378	271	283	447	223	432	121	132	388	260	433	345	135	47	286	595	100	528	60	56	260	522	134	978	299	1181	952	499	264	492	321	127	419	402	346					
9	Число недействительных бюллетеней	812	11	9	0	32	44	24	7	13	23	8	19	22	1	11	11	10	3	0	29	9	3	23	29	19	14	8	3	28	66	3	31	4	4	5	6	6	41	12	40	50	14	20	17	15	0	27	15	23					
10	Число действительных бюллетеней	17465	409	260	204	247	302	355	360	185	395	211	343	658	208	402	331	303	488	242	437	124	149	456	262	454	354	132	58	273	570	107	551	64	62	284	530	138	967	314	1169	952	501	327	536	352	127	408	515	389					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	299	6	1	2	4	5	5	5	2	0	0	8	10	1	5	4	4	3	3	6	2	2	1	3	2	6	1	0	4	4	0	6	0	0	4	11	1	43	9	43	30	14	7	9	7	3	4	5	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	203	6	0	2	2	2	3	1	0	0	0	4	3	0	2	0	1	2	0	6	1	0	0	1	2	6	1	0	2	4	0	5	0	0	4	7	1	39	5	43	27	3	4	2	2	0	3	5	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	146	3	1	4	3	3	2	0	4	4	0	3	4	2	4	4	1	3	1	4	3	2	2	1	3	6	2	0	1	4	2	7	3	3	5	8	2	7	3	6	8	2	2	3	0	1	3	5	2					
14	Число погашенных открепительных удостоверений	96	0	1	0	2	3	2	4	2	0	0	4	7	1	3	4	3	1	3	0	1	2	1	2	0	0	0	0	2	0	0	1	0	0	0	4	0	4	4	0	3	11	3	7	5	3	1	0	2					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	10	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	4	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
18	"1. ""ЕДИНЕНИЕ"""	649	24	11	11	9	10	20	18	5	9	6	8	22	9	15	8	7	26	20	17	6	11	13	17	17	16	3	1	7	24	5	23	4	1	8	27	3	36	13	38	27	19	9	9	13	0	16	12	16					
		3.55%	5.71%	4.08%	5.39%	3.22%	2.89%	5.27%	4.90%	2.52%	2.15%	2.73%	2.20%	3.23%	4.30%	3.63%	2.33%	2.23%	5.29%	8.26%	3.64%	4.51%	7.23%	2.71%	5.84%	3.59%	4.34%	2.14%	1.63%	2.32%	3.77%	4.54%	3.95%	5.88%	1.51%	2.76%	5.03%	2.08%	3.57%	3.98%	3.14%	2.69%	3.68%	2.59%	1.62%	3.54%	0.0%	3.67%	2.26%	3.88%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	154	7	0	1	2	4	5	0	0	2	1	5	8	0	0	3	3	5	1	2	1	0	2	4	3	6	1	0	3	3	1	9	0	0	4	5	1	10	5	11	16	4	1	0	4	2	4	1	4					
