Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Режевская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786					
1	"Число избирателей, внесенных в список"	39498	2622	2068	2136	2617	2396	998	2483	1322	1179	2278	1474	2270	1893	1506	1928	1867	458	310	689	287	1003	151	530	130	484	896	196	1009	184	577	1213	108	236					
2	Число полученных избирательных бюллетеней	35450	2350	1840	1890	2330	2140	870	2280	1155	1060	2030	1325	2020	1710	1370	1770	1660	398	270	620	265	960	156	480	135	435	810	195	860	183	510	1060	103	210					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	18996	1186	912	1113	1296	959	383	977	487	630	1173	815	1135	937	829	911	879	317	159	398	140	486	83	283	65	215	456	99	432	76	339	628	66	132					
5	"Число избирательных бюллетеней, выданных вне помещения"	1489	73	32	44	34	41	70	67	76	11	28	34	53	54	38	66	64	52	38	17	20	34	19	21	16	49	56	22	150	46	47	111	6	0					
6	Число погашенных избирательных бюллетеней	14965	1091	896	733	1000	1140	417	1236	592	419	829	476	832	719	503	793	717	29	73	205	105	440	54	176	54	171	298	74	278	61	124	321	31	78					
7	Число избирательных бюллетеней в переносных ящиках	1489	73	32	44	34	41	70	67	76	11	28	34	53	54	38	66	64	52	38	17	20	34	19	21	16	49	56	22	150	46	47	111	6	0					
8	Число бюллетеней в стационарных ящиках для голосования	18994	1186	912	1113	1296	959	383	977	487	630	1173	815	1135	935	829	911	879	317	159	398	140	486	83	283	65	215	456	99	432	76	339	628	66	132					
9	Число недействительных избирательных бюллетеней	222	8	7	10	10	14	1	16	1	14	13	7	14	18	6	4	9	9	4	6	1	8	0	5	2	1	10	3	1	4	2	12	0	2					
10	Число действительных избирательных бюллетеней	20261	1251	937	1147	1320	986	452	1028	562	627	1188	842	1174	971	861	973	934	360	193	409	159	512	102	299	79	263	502	118	581	118	384	727	72	130					
