Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
"Наименование Избирательной комиссии:    Архангельск, Октябрьская"																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88					
1	"Число избирателей, внесенных в списки"	73308	2847	3023	2407	1809	2549	2269	2318	2079	2779	2663	2427	2767	2566	2268	2344	2060	2476	2690	2771	2703	2800	2881	2723	1470	1936	2174	2053	2719	2779	64	126	642	200	27	193	189	517					
2	"Число бюллетеней, полученных участковыми комиссиями"	67111	2700	2900	2200	1700	2300	2100	2100	1900	2500	2400	2200	2600	2300	2100	2200	1900	2300	2500	2500	2400	2500	2500	2500	1400	1800	2000	1900	2300	2600	86	110	450	180	25	160	200	600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	41348	1604	1643	1457	999	1511	1475	1418	1287	1401	1434	1497	1503	1457	1386	1330	1279	1521	1578	1560	1554	1521	1394	1484	891	1081	1189	856	1330	1404	64	66	247	134	23	123	132	515					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1157	18	18	26	17	29	38	12	10	53	61	12	29	23	33	42	34	28	27	38	32	18	32	31	16	22	42	62	10	49	0	40	142	33	2	22	56	0					
6	Число погашенных бюллетеней	24606	1078	1239	717	684	760	587	670	603	1046	905	691	1068	820	681	828	587	751	895	902	814	961	1074	985	493	697	769	982	960	1147	22	4	61	13	0	15	12	85					
7	Число бюллетеней в переносных ящиках для голосования	1157	18	18	26	17	29	38	12	10	53	61	12	29	23	33	42	34	28	27	38	32	18	32	31	16	22	42	62	10	49	0	40	142	33	2	22	56	0					
8	Число бюллетеней в стационарных ящиках для голосования	41292	1604	1642	1457	996	1508	1475	1417	1287	1400	1434	1497	1491	1457	1383	1329	1276	1518	1576	1560	1554	1503	1394	1481	891	1081	1187	856	1330	1404	64	66	247	134	23	123	132	515					
9	Число недействительных бюллетеней	371	5	14	9	5	11	12	4	3	13	16	8	4	10	9	10	17	8	6	7	11	7	13	13	7	8	14	17	10	64	0	0	9	0	0	5	2	20					
10	Число действительных бюллетеней	42078	1617	1646	1474	1008	1526	1501	1425	1294	1440	1479	1501	1516	1470	1407	1361	1293	1538	1597	1591	1575	1514	1413	1499	900	1095	1215	901	1330	1389	64	106	380	167	25	140	186	495					
