Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																			
Дата голосования: 02.12.2007																			
																			
Наименование Избирательной комиссии:    Райчихинская городская																			
																			
Сводная таблица результатов выборов																			
																			
		Сумма	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506					
1	"Число избирателей, внесенных в списки избирателей"	19551	2325	1591	2217	2496	2472	1609	1772	505	1146	1102	1226	1090					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18850	2050	1550	2550	2050	2600	1600	1600	450	1100	1050	1200	1050					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10581	1342	788	1315	1506	1377	931	887	261	551	469	586	568					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	624	46	38	76	83	31	37	94	9	43	26	39	102					
6	Число погашенных избирательных бюллетеней	7645	662	724	1159	461	1192	632	619	180	506	555	575	380					
7	Число избирательных бюллетеней в переносных ящиках для голосования	624	46	38	76	83	31	37	94	9	43	26	39	102					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10578	1340	788	1315	1505	1377	931	887	261	551	469	586	568					
9	Число недействительных избирательных бюллетеней	95	13	11	16	6	14	8	12	3	8	1	2	1					
10	Число действительных избирательных бюллетеней	11107	1373	815	1375	1582	1394	960	969	267	586	494	623	669					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	282	20	20	30	20	30	20	42	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	160	17	9	23	19	17	14	31	0	9	6	12	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	148	12	3	7	8	2	1	61	41	4	2	4	3					
14	Число погашенных неиспользованных открепительных удостоверений	122	3	11	7	1	13	6	11	20	11	14	8	17					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	1	0	0	1	1	1	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	1.Политическая партия «Аграрная партия России»	176	21	13	20	22	18	20	17	3	16	9	9	8					
		1.57%	1.52%	1.57%	1.44%	1.39%	1.28%	2.07%	1.73%	1.11%	2.69%	1.82%	1.44%	1.19%					
19	2.Всероссийская политическая партия «Гражданская Сила»	46	3	7	8	5	6	8	2	0	4	2	0	1					
		0.41%	0.22%	0.85%	0.58%	0.31%	0.43%	0.83%	0.20%	0.00%	0.67%	0.40%	0.00%	0.15%					
20	3.Политическая партия «Демократическая партия России»	12	1	0	2	1	3	2	1	0	1	0	0	1					
		0.11%	0.07%	0.00%	0.14%	0.06%	0.21%	0.21%	0.10%	0.00%	0.17%	0.00%	0.00%	0.15%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1522	216	141	216	259	161	109	111	35	84	52	59	79					
		13.59%	15.58%	17.07%	15.53%	16.31%	11.43%	11.26%	11.31%	12.96%	14.14%	10.51%	9.44%	11.79%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	261	50	26	26	37	35	18	19	6	12	14	6	12					
		2.33%	3.61%	3.15%	1.87%	2.33%	2.49%	1.86%	1.94%	2.22%	2.02%	2.83%	0.96%	1.79%					
23	6.Политическая партия «Партия социальной справедливости»	22	3	2	4	2	0	4	2	2	0	0	2	1					
		0.20%	0.22%	0.24%	0.29%	0.13%	0.00%	0.41%	0.20%	0.74%	0.00%	0.00%	0.32%	0.15%					
24	7.Политическая партия «Либерально-демократическая партия России»	1313	175	84	155	181	216	97	114	37	58	78	80	38					
		11.72%	12.63%	10.17%	11.14%	11.40%	15.34%	10.02%	11.62%	13.70%	9.76%	15.76%	12.80%	5.67%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	681	105	43	97	103	61	45	71	15	39	19	38	45					
		6.08%	7.58%	5.21%	6.97%	6.49%	4.33%	4.65%	7.24%	5.56%	6.57%	3.84%	6.08%	6.72%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	54	5	9	3	8	9	7	5	0	1	2	3	2					
		0.48%	0.36%	1.09%	0.22%	0.50%	0.64%	0.72%	0.51%	0.00%	0.17%	0.40%	0.48%	0.30%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6956	782	487	838	954	877	645	620	169	365	314	426	479					
		62.10%	56.42%	58.96%	60.24%	60.08%	62.29%	66.63%	63.20%	62.59%	61.45%	63.43%	68.16%	71.49%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	64	12	3	6	10	8	5	7	0	6	4	0	3					
		0.57%	0.87%	0.36%	0.43%	0.63%	0.57%	0.52%	0.71%	0.00%	1.01%	0.81%	0.00%	0.45%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
