Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Бирская городская																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691					
1	"Число избирателей, внесенных в списки"	42105	1819	1870	2575	1584	2562	1794	2682	1033	1888	1659	2889	2157	2986	1097	560	554	409	388	313	872	348	291	177	789	101	379	312	354	169	512	613	1149	398	464	100	144	924	718	312	546	313	406	456	439					
2	"Число бюллетеней, полученных участковыми комиссиями"	39673	1661	1654	2301	1400	2270	1721	2312	995	1610	2312	2214	2100	2592	1061	512	560	401	378	292	864	343	278	173	793	101	363	312	356	162	508	794	1092	382	464	92	134	941	695	304	521	375	390	450	440					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	30163	1240	1226	1820	1084	1968	1272	1803	692	1259	1625	2091	1477	2170	723	417	427	326	321	233	598	163	226	111	507	52	283	211	252	145	356	587	852	303	362	57	91	603	462	211	400	307	243	325	282					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1524	28	144	44	38	25	17	37	54	48	34	119	39	40	18	34	18	9	16	37	44	149	9	18	38	14	14	41	20	8	20	26	21	10	19	10	9	49	32	30	41	6	43	19	35					
6	Число погашенных бюллетеней	7970	393	284	421	278	277	435	472	249	303	653	4	584	378	320	61	115	66	41	22	223	31	43	44	248	35	66	60	84	9	132	181	219	69	83	25	34	289	201	63	80	62	104	106	123					
7	Число бюллетеней в переносных ящиках для голосования	1524	28	144	44	38	25	17	37	54	48	34	119	39	40	18	34	18	9	16	37	44	149	9	18	38	14	14	41	20	8	20	26	21	10	19	10	9	49	32	30	41	6	43	19	35					
8	Число бюллетеней в стационарных ящиках для голосования	30045	1240	1221	1820	1084	1968	1270	1802	692	1259	1562	2091	1477	2130	723	414	427	326	321	233	598	163	226	111	507	52	283	211	252	145	356	587	852	303	362	57	91	601	460	211	400	307	243	325	282					
9	Число недействительных бюллетеней	934	58	26	39	10	15	11	16	9	31	28	44	24	42	12	53	21	19	7	9	28	8	37	27	27	3	8	7	8	11	35	15	28	7	18	0	10	32	21	9	17	21	27	22	34					
10	Число действительных бюллетеней	30635	1210	1339	1825	1112	1978	1276	1823	737	1276	1568	2166	1492	2128	729	395	424	316	330	261	614	304	198	102	518	63	289	245	264	142	341	598	845	306	363	67	90	618	471	232	424	292	259	322	283					
