Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Сапожковская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712					
1	"Число избирателей, внесенных в списки избирателей"	9481	444	1259	1209	757	1016	604	692	279	242	239	168	367	187	136	208	127	90	177	276	163	600	241					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9358	446	1260	1182	745	1012	570	685	277	237	234	166	366	187	135	215	121	83	174	272	161	594	236					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4530	207	662	607	355	500	227	309	134	120	83	93	192	93	67	55	70	78	102	151	44	242	139					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1210	35	94	77	73	63	109	77	61	46	55	22	53	37	31	80	7	0	16	36	45	161	32					
6	Число погашенных избирательных бюллетеней	3618	204	504	498	317	449	234	299	82	71	96	51	121	57	37	80	44	5	56	85	72	191	65					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1210	35	94	77	73	63	109	77	61	46	55	22	53	37	31	80	7	0	16	36	45	161	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4529	207	662	607	355	500	227	308	134	120	83	93	192	93	67	55	70	78	102	151	44	242	139					
9	Число недействительных избирательных бюллетеней	59	2	8	12	1	3	1	5	2	5	4	0	2	0	1	1	0	1	1	4	2	2	2					
10	Число действительных избирательных бюллетеней	5680	240	748	672	427	560	335	380	193	161	134	115	243	130	97	134	77	77	117	183	87	401	169					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	197	15	26	25	15	16	6	6	8	3	3	8	8	3	9	4	6	3	5	5	10	5	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	110	10	22	21	14	15	4	4	0	1	0	0	5	0	1	3	0	0	3	2	0	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	84	5	1	9	1	6	2	4	4	6	5	3	4	1	1	2	5	7	3	5	2	3	5					
14	Число погашенных неиспользованных открепительных удостоверений	87	5	4	4	1	1	2	2	8	2	3	8	3	3	8	1	6	3	2	3	10	3	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	138	1	19	17	13	15	6	13	10	10	1	0	4	2	2	6	0	2	3	7	2	5	0					
		2.40%	0.41%	2.51%	2.49%	3.04%	2.66%	1.79%	3.38%	5.13%	6.02%	0.72%	0.00%	1.63%	1.54%	2.04%	4.44%	0.00%	2.56%	2.54%	3.74%	2.25%	1.24%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	13	0	3	4	0	0	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0					
		0.23%	0.00%	0.40%	0.58%	0.00%	0.00%	0.30%	0.26%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.69%	0.00%	0.00%	0.25%	0.00%					
20	3.Политическая партия «Демократическая партия России»	11	0	1	2	2	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0					
		0.19%	0.00%	0.13%	0.29%	0.47%	0.36%	0.00%	0.26%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	1.12%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	862	35	170	120	76	67	42	62	33	25	10	7	29	20	15	11	3	1	9	22	8	68	29					
