Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Апанасенковская 																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218					
1	"Число избирателей, внесенных в списки"	27307	2560	2440	1703	1603	1789	2067	616	1875	1615	1073	1453	2065	1633	559	248	277	1762	1969					
2	"Число бюллетеней, полученных участковыми комиссиями"	26080	2400	2300	1600	1500	1700	2000	600	1800	1500	1000	1400	2000	1600	550	250	280	1700	1900					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12294	1213	1054	699	725	762	783	323	806	791	477	763	946	629	340	125	144	838	876					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1746	95	71	87	102	86	130	62	249	174	142	164	63	118	10	6	4	52	131					
6	Число погашенных бюллетеней	12040	1092	1175	814	673	852	1087	215	745	535	381	473	991	853	200	119	132	810	893					
7	Число бюллетеней в переносных ящиках для голосования	1746	95	71	87	102	86	130	62	249	174	142	164	63	118	10	6	4	52	131					
8	Число бюллетеней в стационарных ящиках для голосования	12282	1213	1054	699	725	762	783	322	804	786	477	763	946	629	339	125	143	836	876					
9	Число недействительных бюллетеней	325	29	43	18	26	9	22	10	19	12	10	14	38	21	7	8	4	18	17					
10	Число действительных бюллетеней	13703	1279	1082	768	801	839	891	374	1034	948	609	913	971	726	342	123	143	870	990					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	180	20	20	15	10	15	15	5	10	10	5	5	10	5	5	3	2	10	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	32	4	3	0	0	0	0	1	4	2	3	2	7	1	2	0	0	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	23	6	1	0	0	3	1	0	6	1	3	1	1	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	148	16	17	15	10	15	15	4	6	8	2	3	3	4	3	3	2	7	15					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	158	14	11	7	8	3	7	7	14	8	9	18	13	7	3	4	4	12	9					
		1.12%	1.07%	0.97%	0.89%	0.96%	0.35%	0.76%	1.82%	1.32%	0.83%	1.45%	1.94%	1.28%	0.93%	0.85%	3.05%	2.72%	1.35%	0.89%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	148	31	22	4	6	17	13	3	7	7	8	7	10	8	0	0	3	2	0					
		1.05%	2.37%	1.95%	0.50%	0.72%	2.00%	1.42%	0.78%	0.66%	0.72%	1.29%	0.75%	0.99%	1.07%	0.0%	0.0%	2.04%	0.22%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	530	84	46	33	44	24	26	10	44	21	39	47	24	23	16	3	3	20	23					
		3.77%	6.42%	4.08%	4.19%	5.32%	2.83%	2.84%	2.60%	4.17%	2.18%	6.30%	5.07%	2.37%	3.07%	4.58%	2.29%	2.04%	2.25%	2.28%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	151	32	20	21	12	9	12	2	4	7	3	3	7	10	4	0	0	3	2					
		1.07%	2.44%	1.77%	2.67%	1.45%	1.06%	1.31%	0.52%	0.37%	0.72%	0.48%	0.32%	0.69%	1.33%	1.14%	0.0%	0.0%	0.33%	0.19%					
22	"5. ""За Русь Святую"""	89	5	7	0	4	10	5	1	11	8	3	8	1	2	0	1	2	2	19					
		0.63%	0.38%	0.62%	0.0%	0.48%	1.17%	0.54%	0.26%	1.04%	0.83%	0.48%	0.86%	0.09%	0.26%	0.0%	0.76%	1.36%	0.22%	1.88%					
23	"6. ""Объединенная Российская партия ""Русь"""	33	0	4	2	2	2	3	5	4	3	1	2	1	0	0	0	2	0	2					
		0.23%	0.0%	0.35%	0.25%	0.24%	0.23%	0.32%	1.30%	0.37%	0.31%	0.16%	0.21%	0.09%	0.0%	0.0%	0.0%	1.36%	0.0%	0.19%					
24	"7. ""Новый курс - Автомобильная Россия"""	50	6	4	3	5	5	4	0	1	4	5	0	2	1	1	3	1	2	3					
		0.35%	0.45%	0.35%	0.38%	0.60%	0.58%	0.43%	0.0%	0.09%	0.41%	0.80%	0.0%	0.19%	0.13%	0.28%	2.29%	0.68%	0.22%	0.29%					
25	"8. ""Народно-республиканская партия России"""	16	2	2	0	0	2	2	0	2	0	0	2	0	1	0	0	1	0	2					
		0.11%	0.15%	0.17%	0.0%	0.0%	0.23%	0.21%	0.0%	0.18%	0.0%	0.0%	0.21%	0.0%	0.13%	0.0%	0.0%	0.68%	0.0%	0.19%					
26	"9. ""Российская экологическая партия ""Зеленые"""	25	5	1	1	0	1	1	0	1	1	0	4	6	1	0	0	0	0	3					
		0.17%	0.38%	0.08%	0.12%	0.0%	0.11%	0.10%	0.0%	0.09%	0.10%	0.0%	0.43%	0.59%	0.13%	0.0%	0.0%	0.0%	0.0%	0.29%					
27	"10. ""Аграрная партия России"""	2332	105	94	84	97	85	98	56	283	311	126	87	201	135	45	20	30	225	250					
		16.62%	8.02%	8.35%	10.68%	11.72%	10.02%	10.73%	14.58%	26.87%	32.39%	20.35%	9.38%	19.92%	18.07%	12.89%	15.26%	20.40%	25.33%	24.82%					
28	"11. ""Истинные патриоты России"""	56	0	5	0	0	1	1	0	9	0	13	5	9	4	2	1	0	2	4					
		0.39%	0.0%	0.44%	0.0%	0.0%	0.11%	0.10%	0.0%	0.85%	0.0%	2.10%	0.53%	0.89%	0.53%	0.57%	0.76%	0.0%	0.22%	0.39%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	119	14	16	6	7	9	10	4	6	3	4	18	4	7	1	0	2	4	4					
		0.84%	1.07%	1.42%	0.76%	0.84%	1.06%	1.09%	1.04%	0.56%	0.31%	0.64%	1.94%	0.39%	0.93%	0.28%	0.0%	1.36%	0.45%	0.39%					
30	"13. ""Демократическая партия России"""	30	2	0	3	3	4	1	0	4	2	1	4	1	2	1	0	1	1	0					
		0.21%	0.15%	0.0%	0.38%	0.36%	0.47%	0.10%	0.0%	0.37%	0.20%	0.16%	0.43%	0.09%	0.26%	0.28%	0.0%	0.68%	0.11%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	26	7	0	2	1	1	1	0	3	0	0	3	4	0	0	0	1	2	1					
		0.18%	0.53%	0.0%	0.25%	0.12%	0.11%	0.10%	0.0%	0.28%	0.0%	0.0%	0.32%	0.39%	0.0%	0.0%	0.0%	0.68%	0.22%	0.09%					
32	"15. ""Партия СЛОН"""	14	0	2	2	0	0	1	1	3	1	1	0	0	2	0	1	0	0	0					
		0.09%	0.0%	0.17%	0.25%	0.0%	0.0%	0.10%	0.26%	0.28%	0.10%	0.16%	0.0%	0.0%	0.26%	0.0%	0.76%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1108	139	119	95	89	91	133	17	61	32	18	40	76	72	32	14	9	27	44					
		7.89%	10.62%	10.57%	12.08%	10.76%	10.73%	14.56%	4.42%	5.79%	3.33%	2.90%	4.31%	7.53%	9.63%	9.16%	10.68%	6.12%	3.04%	4.36%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	53	5	4	4	4	4	5	2	3	1	2	2	3	2	0	5	2	1	4					
