Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Косихинская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921					
1	"Число избирателей, внесенных в списки избирателей"	15437	899	2545	867	210	2206	1508	643	586	704	253	206	780	168	141	761	148	420	112	222	497	231	362	97	247	145	479					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14700	836	2400	790	200	2170	1470	620	570	660	230	180	660	160	130	760	150	410	114	220	460	230	340	100	240	140	460					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9150	465	1495	502	137	1177	739	354	382	471	183	141	504	115	97	477	119	272	89	162	278	130	221	55	179	78	328					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	693	47	132	49	18	54	39	36	30	39	10	13	40	13	5	14	8	15	5	5	32	24	14	4	19	8	20					
6	Число погашенных избирательных бюллетеней	4857	324	773	239	45	939	692	230	158	150	37	26	116	32	28	269	23	123	20	53	150	76	105	41	42	54	112					
7	Число избирательных бюллетеней в переносных ящиках для голосования	693	47	132	49	18	54	39	36	30	39	10	13	40	13	5	14	8	15	5	5	32	24	14	4	19	8	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9150	465	1495	502	137	1177	739	354	382	471	183	141	504	115	97	477	119	272	89	162	278	130	221	55	179	78	328					
9	Число недействительных избирательных бюллетеней	104	11	11	4	0	20	11	11	3	2	7	0	4	0	0	2	1	3	0	5	5	0	3	0	0	0	1					
10	Число действительных избирательных бюллетеней	9739	501	1616	547	155	1211	767	379	409	508	186	154	540	128	102	489	126	284	94	162	305	154	232	59	198	86	347					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	199	3	17	5	4	15	15	10	10	10	5	5	10	5	5	5	5	10	5	5	10	10	5	5	5	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	65	1	17	2	0	14	6	1	5	2	2	0	4	1	1	2	0	0	0	1	2	3	0	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	60	2	12	4	0	2	4	3	6	1	2	1	4	0	1	3	0	2	0	0	2	0	1	0	8	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	134	2	0	3	4	1	9	9	5	8	3	5	6	4	4	3	5	10	5	4	8	7	5	5	4	5	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	407	22	87	20	8	29	14	23	20	12	9	2	18	1	4	45	6	13	0	5	15	11	14	3	11	0	15					
		4.13%	4.30%	5.35%	3.63%	5.16%	2.36%	1.80%	5.90%	4.85%	2.35%	4.66%	1.30%	3.31%	0.78%	3.92%	9.16%	4.72%	4.53%	0.00%	2.99%	4.84%	7.14%	5.96%	5.08%	5.56%	0.00%	4.31%					
19	2.Всероссийская политическая партия «Гражданская Сила»	28	1	2	4	1	5	1	2	0	1	0	2	2	0	0	1	1	0	0	0	4	0	0	0	1	0	0					
		0.28%	0.20%	0.12%	0.73%	0.65%	0.41%	0.13%	0.51%	0.00%	0.20%	0.00%	1.30%	0.37%	0.00%	0.00%	0.20%	0.79%	0.00%	0.00%	0.00%	1.29%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	13	0	2	1	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	4	0	0	0	1	0	0					
		0.13%	0.00%	0.12%	0.18%	0.00%	0.08%	0.13%	0.00%	0.24%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	1.29%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1332	54	218	72	13	220	103	37	58	67	22	15	83	6	9	70	17	63	13	21	32	23	40	10	36	6	24					
		13.53%	10.55%	13.40%	13.07%	8.39%	17.87%	13.24%	9.49%	14.08%	13.14%	11.40%	9.74%	15.26%	4.69%	8.82%	14.26%	13.39%	21.95%	13.83%	12.57%	10.32%	14.94%	17.02%	16.95%	18.18%	6.98%	6.90%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	50	7	10	3	0	9	1	0	2	2	2	2	1	0	2	3	0	0	0	0	2	0	0	0	3	0	1					
		0.51%	1.37%	0.61%	0.54%	0.00%	0.73%	0.13%	0.00%	0.49%	0.39%	1.04%	1.30%	0.18%	0.00%	1.96%	0.61%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	1.52%	0.00%	0.29%					
23	6.Политическая партия «Партия социальной справедливости»	18	0	0	3	1	4	0	0	0	0	0	0	1	2	1	1	0	0	0	0	3	0	0	0	2	0	0					
		0.18%	0.00%	0.00%	0.54%	0.65%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	1.56%	0.98%	0.20%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	921	31	134	59	12	104	70	35	46	43	24	17	68	17	16	33	10	20	16	32	18	12	8	4	36	29	27					
