Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Калининская 																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839					
1	"Число избирателей, внесенных в списки"	31485	1649	1644	1570	927	152	2527	1806	1507	1540	1219	640	493	858	749	118	505	732	143	512	518	811	793	894	285	439	212	429	358	379	189	375	284	638	523	359	338	632	673	717	499	451	477	586	335					
2	"Число бюллетеней, полученных участковыми комиссиями"	29710	1500	1600	1500	850	250	2400	1600	1400	1400	1100	600	450	800	700	110	450	700	120	500	500	800	750	850	280	400	200	420	350	350	180	350	260	600	500	350	320	600	650	700	500	450	450	550	320					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17313	673	726	782	462	79	1206	852	655	697	594	317	189	398	485	95	303	458	96	314	404	532	605	679	209	278	105	245	229	321	131	247	202	373	349	189	238	381	329	496	212	301	322	307	248					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1553	46	48	39	37	69	38	60	18	42	51	13	33	21	39	2	44	92	11	49	30	0	5	13	8	46	20	63	4	9	0	12	5	39	14	23	22	26	181	25	121	43	36	29	27					
6	Число погашенных бюллетеней	10844	781	826	679	351	102	1156	688	727	661	455	270	228	381	176	13	103	150	13	137	66	268	140	158	63	76	75	112	117	20	49	91	53	188	137	138	60	193	140	179	167	106	92	214	45					
7	Число бюллетеней в переносных ящиках для голосования	1553	46	48	39	37	69	38	60	18	42	51	13	33	21	39	2	44	92	11	49	30	0	5	13	8	46	20	63	4	9	0	12	5	39	14	23	22	26	181	25	121	43	36	29	27					
8	Число бюллетеней в стационарных ящиках для голосования	17313	673	726	782	462	79	1206	852	655	697	594	317	189	398	485	95	303	458	96	314	404	532	605	679	209	278	105	245	229	321	131	247	202	373	349	189	238	381	329	496	212	301	322	307	248					
9	Число недействительных бюллетеней	329	12	8	6	6	16	15	18	14	1	5	7	6	12	13	1	6	0	9	6	7	1	11	9	1	2	0	6	3	3	0	4	5	6	7	4	7	5	11	2	1	9	58	5	1					
10	Число действительных бюллетеней	18537	707	766	815	493	132	1229	894	659	738	640	323	216	407	511	96	341	550	98	357	427	531	599	683	216	322	125	302	230	327	131	255	202	406	356	208	253	402	499	519	332	335	300	331	274					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1140	40	40	40	40	40	40	40	40	40	40	40	40	40	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	296	23	28	26	5	0	28	14	17	17	8	10	7	10	3	0	5	2	1	3	7	10	7	2	1	2	0	1	3	6	4	5	2	4	6	1	0	5	7	2	2	3	5	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	269	23	1	5	5	148	7	20	0	1	4	1	4	1	2	0	4	1	2	1	3	1	7	0	0	4	0	0	2	0	1	0	3	3	1	3	1	3	2	0	1	1	0	3	0					
