Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Мглинская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	14233	139	322	465	258	133	248	468	138	509	379	249	290	87	141	63	260	493	443	305	284	414	121	363	250	492	290	190	269	964	1086	903	967	993	876	381									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14720	150	355	490	270	140	255	480	150	525	390	255	305	95	150	70	280	530	460	320	300	425	130	375	260	510	300	195	275	990	1050	930	990	1030	895	395									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6636	54	179	216	168	80	125	317	110	165	179	114	136	38	73	44	143	309	204	128	167	240	70	120	101	222	169	93	144	485	391	405	422	394	301	130									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1867	60	47	64	33	25	28	47	10	117	41	77	47	32	51	9	17	41	44	62	31	54	19	112	74	62	40	52	39	56	96	87	93	84	57	59									
6	Число погашенных избирательных бюллетеней	6217	36	129	210	69	35	102	116	30	243	170	64	122	25	26	17	120	180	212	130	102	131	41	143	85	226	91	50	92	449	563	438	475	552	537	206									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1867	60	47	64	33	25	28	47	10	117	41	77	47	32	51	9	17	41	44	62	31	54	19	112	74	62	40	52	39	56	96	87	93	84	57	59									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6636	54	179	216	168	80	125	317	110	165	179	114	136	38	73	44	143	309	204	128	167	240	70	120	101	222	169	93	144	485	391	405	422	394	301	130									
9	Число недействительных избирательных бюллетеней	119	1	2	3	4	0	1	4	3	4	7	1	3	0	0	2	1	0	7	0	0	6	0	4	1	2	6	2	1	19	2	8	2	12	6	5									
10	Число действительных избирательных бюллетеней	8384	113	224	277	197	105	152	360	117	278	213	190	180	70	124	51	159	350	241	190	198	288	89	228	174	282	203	143	182	522	485	484	513	466	352	184									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	225	3	5	5	5	5	5	5	5	9	5	5	8	4	5	3	5	21	8	5	5	5	3	5	5	5	5	5	5	10	11	10	9	10	6	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	194	3	5	5	5	5	5	5	5	9	5	5	8	4	5	0	5	21	8	2	4	5	3	0	2	5	5	0	5	10	11	7	9	7	6	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	36	1	0	0	1	2	1	1	1	4	1	0	0	0	0	0	0	0	3	2	0	1	0	0	1	0	2	0	2	3	2	0	3	1	3	1									
14	Число погашенных неиспользованных открепительных удостоверений	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	1	0	0	5	3	0	0	5	0	0	0	3	0	3	0	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	75	1	16	4	3	0	0	1	1	3	2	0	1	0	0	0	0	2	3	1	1	1	1	5	0	3	2	0	0	3	2	6	4	4	5	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	173	2	5	3	8	4	5	5	0	9	7	0	2	1	0	1	2	5	5	3	0	2	1	2	2	2	4	1	4	19	11	7	10	23	10	8									
		2.03%	1.75%	2.21%	1.07%	3.98%	3.81%	3.27%	1.37%	0.00%	3.19%	3.18%	0.00%	1.09%	1.43%	0.00%	1.89%	1.25%	1.43%	2.02%	1.58%	0.00%	0.68%	1.12%	0.86%	1.14%	0.70%	1.91%	0.69%	2.19%	3.51%	2.26%	1.42%	1.94%	4.81%	2.79%	4.23%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	207	3	5	9	6	0	5	9	1	2	2	5	5	1	4	0	8	4	15	4	3	4	4	5	1	4	4	0	2	17	22	17	2	14	13	7									
		2.43%	2.63%	2.21%	3.21%	2.99%	0.00%	3.27%	2.47%	0.83%	0.71%	0.91%	2.62%	2.73%	1.43%	3.23%	0.00%	5.00%	1.14%	6.05%	2.11%	1.52%	1.36%	4.49%	2.16%	0.57%	1.41%	1.91%	0.00%	1.09%	3.14%	4.52%	3.46%	0.39%	2.93%	3.63%	3.70%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	80	0	5	3	0	0	2	2	0	3	5	0	2	1	0	0	3	2	1	4	2	3	0	1	0	2	0	0	0	8	6	7	0	10	5	3									
		0.94%	0.00%	2.21%	1.07%	0.00%	0.00%	1.31%	0.55%	0.00%	1.06%	2.27%	0.00%	1.09%	1.43%	0.00%	0.00%	1.88%	0.57%	0.40%	2.11%	1.01%	1.02%	0.00%	0.43%	0.00%	0.70%	0.00%	0.00%	0.00%	1.48%	1.23%	1.42%	0.00%	2.09%	1.40%	1.59%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5987	98	170	199	157	91	99	264	102	192	141	153	130	53	107	47	101	270	163	118	162	224	60	175	156	229	157	126	145	323	269	341	400	246	183	136									
		70.41%	85.96%	75.22%	71.07%	78.11%	86.67%	64.71%	72.53%	85.00%	68.09%	64.09%	80.10%	71.04%	75.71%	86.29%	88.68%	63.13%	77.14%	65.73%	62.11%	81.82%	76.19%	67.42%	75.43%	89.14%	80.63%	75.12%	86.90%	79.23%	59.70%	55.24%	69.31%	77.67%	51.46%	51.12%	71.96%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	17	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	3	1	1	0	2	0	1									
		0.20%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	1.09%	0.55%	0.21%	0.20%	0.00%	0.42%	0.00%	0.53%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	1	0	1	0	0	1	4	0	1	0	1	0									
		0.19%	0.00%	0.44%	0.00%	0.00%	0.95%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.25%	0.29%	0.00%	0.00%	0.00%	0.00%	1.12%	0.00%	0.57%	0.00%	0.48%	0.00%	0.00%	0.18%	0.82%	0.00%	0.19%	0.00%	0.28%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	713	4	21	28	6	2	14	26	8	22	20	17	16	10	1	3	20	26	24	19	10	25	10	13	9	12	8	9	11	46	63	35	30	67	67	11									
		8.39%	3.51%	9.29%	10.00%	2.99%	1.90%	9.15%	7.14%	6.67%	7.80%	9.09%	8.90%	8.74%	14.29%	0.81%	5.66%	12.50%	7.43%	9.68%	10.00%	5.05%	8.50%	11.24%	5.60%	5.14%	4.23%	3.83%	6.21%	6.01%	8.50%	12.94%	7.11%	5.83%	14.02%	18.72%	5.82%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	14	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	2	1	2	1	1									
		0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.21%	0.41%	0.19%	0.42%	0.28%	0.53%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	17	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	2	2	0	1	2	0									
		0.20%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.18%	0.41%	0.41%	0.00%	0.21%	0.56%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0									
