Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Пестравская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359					
1	"Число избирателей, внесенных в список избирателей"	14318	959	869	360	118	363	100	337	392	769	610	345	176	633	1494	408	370	454	690	1994	1360	1059	458					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14619	960	890	370	125	380	100	350	410	800	620	350	180	650	1520	420	380	460	700	2014	1380	1090	470					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9075	592	684	297	99	302	77	214	225	400	463	271	145	530	998	262	248	239	432	1061	710	551	275					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	903	71	77	5	3	15	8	30	29	87	55	26	14	33	122	50	77	3	25	43	41	54	35					
6	Число погашенных избирательных бюллетеней	4641	297	129	68	23	63	15	106	156	313	102	53	21	87	400	108	55	218	243	910	629	485	160					
7	Число избирательных бюллетеней в переносных ящиках для голосования	903	71	77	5	3	15	8	30	29	87	55	26	14	33	122	50	77	3	25	43	41	54	35					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9075	592	684	297	99	302	77	214	225	400	463	271	145	530	998	262	248	239	432	1061	710	551	275					
9	Число недействительных избирательных бюллетеней	226	23	7	1	3	0	2	5	4	4	6	8	1	13	101	3	3	5	4	15	9	5	4					
10	Число действительных избирательных бюллетеней	9752	640	754	301	99	317	83	239	250	483	512	289	158	550	1019	309	322	237	453	1089	742	600	306					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	491	21	20	20	10	20	10	20	20	30	20	10	10	20	30	20	20	30	30	40	40	30	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	218	17	17	1	0	10	0	5	7	18	1	0	0	11	10	12	15	2	13	28	29	15	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	103	9	11	2	2	5	4	4	4	6	7	5	2	4	5	5	3	1	5	5	9	2	3					
