Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Целинная																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782					
1	"Число избирателей, внесенных в списки"	15015	2066	1084	1465	552	373	917	106	1264	864	534	138	954	880	141	434	756	181	567	521	240	208	770					
2	"Число бюллетеней, полученных участковыми комиссиями"	14451	1900	1000	1430	545	370	820	105	1185	865	535	148	940	828	140	420	740	185	560	515	250	205	765					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9223	1097	622	846	369	275	601	86	832	544	326	82	517	512	122	305	461	121	355	327	143	162	518					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	721	100	58	44	32	18	18	6	77	61	28	7	30	41	4	19	24	12	20	32	34	1	55					
6	Число погашенных бюллетеней	4507	703	320	540	144	77	201	13	276	260	181	59	393	275	14	96	255	52	185	156	73	42	192					
7	Число бюллетеней в переносных ящиках для голосования	721	100	58	44	32	18	18	6	77	61	28	7	30	41	4	19	24	12	20	32	34	1	55					
8	Число бюллетеней в стационарных ящиках для голосования	9223	1097	622	846	369	275	601	86	832	544	326	82	517	512	122	305	461	121	355	327	143	162	518					
9	Число недействительных бюллетеней	151	14	5	14	12	1	4	4	20	3	9	1	16	7	0	7	8	4	3	7	1	4	7					
10	Число действительных бюллетеней	9793	1183	675	876	389	292	615	88	889	602	345	88	531	546	126	317	477	129	372	352	176	159	566					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	13	7	10	4	4	5	3	5	4	4	3	5	4	3	3	4	3	3	3	3	3	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	43	10	5	7	1	2	0	0	5	2	1	0	0	0	0	3	0	0	1	3	0	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	30	1	0	1	3	1	1	2	0	2	1	0	3	3	1	0	0	1	3	4	1	0	2					
14	Число погашенных открепительных удостоверений	57	3	2	3	3	2	5	3	0	2	3	3	5	4	3	0	4	3	2	0	3	3	1					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	121	4	4	9	3	2	10	3	15	6	2	0	10	10	2	8	5	4	4	7	5	3	5					
		1.21%	0.33%	0.58%	1.01%	0.74%	0.68%	1.61%	3.26%	1.65%	0.99%	0.56%	0.0%	1.82%	1.80%	1.58%	2.46%	1.03%	3.00%	1.06%	1.94%	2.82%	1.84%	0.87%					
