Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Новоспасская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455					
1	"Число избирателей, внесенных в списки"	18484	1218	731	1557	1823	1614	1897	457	226	367	669	214	1233	519	618	497	330	535	735	144	400	163	632	1090	214	601					
2	"Число бюллетеней, полученных участковыми комиссиями"	18371	1185	720	1539	1822	1619	1877	462	224	361	665	215	1221	514	616	493	331	533	730	144	401	162	631	1089	213	604					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10369	640	394	813	856	922	1040	254	137	198	398	84	684	284	325	315	228	303	430	94	269	113	377	695	154	362					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	741	40	10	49	41	34	12	11	0	32	35	52	43	42	40	16	10	15	93	18	36	6	34	21	11	40					
6	Число погашенных бюллетеней	7261	505	316	677	925	663	825	197	87	131	232	79	494	188	251	162	93	215	207	32	96	43	220	373	48	202					
7	Число бюллетеней в переносных ящиках для голосования	741	40	10	49	41	34	12	11	0	32	35	52	43	42	40	16	10	15	93	18	36	6	34	21	11	40					
8	Число бюллетеней в стационарных ящиках для голосования	10366	638	394	813	856	922	1039	254	137	198	398	84	684	284	325	315	228	303	430	94	269	113	377	695	154	362					
9	Число недействительных бюллетеней	269	28	17	13	19	12	8	22	0	5	12	4	18	14	34	12	9	2	9	1	3	7	0	6	9	5					
10	Число действительных бюллетеней	10838	650	387	849	878	944	1043	243	137	225	421	132	709	312	331	319	229	316	514	111	302	112	411	710	156	397					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	360	30	15	25	40	35	40	5	5	10	10	5	30	10	10	10	15	5	10	5	5	5	5	20	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	60	2	0	1	5	8	8	0	3	1	0	1	2	1	0	2	15	0	2	0	0	1	1	5	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	33	4	0	5	0	0	4	0	1	1	1	1	0	2	2	0	1	0	6	0	1	0	1	2	1	0					
14	Число погашенных открепительных удостоверений	300	28	15	24	35	27	32	5	2	9	10	4	28	9	10	8	0	5	8	5	5	4	4	15	5	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
