13	"Число избирателей, проголосовавших по открепительным удостоверениям"	390	11	7	12	3	8	7	13	8	2	2	8	54	12	3	3	7	6	23	7	12	7	8	5	18	27	6	9	3	3	1	4	2	0	14	0	2	5	3	5	7	9	2	5	4	6	1	6	5	5	3	1	4	1	1					
14	Число неиспользованных открепительных удостоверений	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	80	1	4	2	2	1	3	1	3	0	7	1	4	0	1	1	3	2	2	0	1	0	4	5	1	3	0	5	3	0	2	0	0	1	3	0	1	0	0	2	0	2	0	4	1	0	0	0	2	0	0	0	1	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																													
18	Богданов Андрей Владимирович	522	0	3	20	25	7	0	11	20	26	6	13	22	8	2	16	27	14	27	19	17	18	20	2	20	27	14	8	8	14	4	14	3	1	20	1	7	4	1	1	11	8	1	4	1	5	1	1	3	4	0	4	2	5	2					
		0.86%	0.00%	0.18%	0.87%	1.16%	0.43%	0.00%	0.67%	1.59%	1.87%	0.42%	1.53%	1.65%	0.70%	0.31%	1.86%	2.04%	0.79%	1.29%	1.88%	0.99%	1.26%	1.69%	0.17%	1.27%	1.38%	1.36%	0.62%	2.25%	1.34%	0.37%	0.96%	0.35%	0.21%	0.88%	0.28%	0.90%	0.70%	0.36%	0.26%	0.59%	0.55%	0.31%	0.29%	0.15%	0.67%	0.33%	0.28%	0.26%	0.71%	0.00%	0.76%	0.26%	1.01%	0.50%					
19	Жириновский Владимир Вольфович	4019	90	64	45	210	111	27	41	191	54	68	103	139	125	27	56	65	33	153	109	64	153	190	112	183	114	118	67	28	98	52	41	70	35	35	15	62	58	8	30	157	23	19	149	34	55	26	46	70	54	2	39	55	18	28					
		6.63%	5.26%	3.87%	1.96%	9.74%	6.79%	1.79%	2.48%	15.18%	3.88%	4.81%	12.12%	10.44%	10.93%	4.17%	6.51%	4.92%	1.86%	7.28%	10.79%	3.73%	10.69%	16.02%	9.31%	11.60%	5.84%	11.46%	5.23%	7.89%	9.39%	4.86%	2.82%	8.23%	7.45%	1.55%	4.23%	8.01%	10.18%	2.92%	7.89%	8.38%	1.58%	5.86%	10.63%	5.24%	7.40%	8.50%	13.03%	6.06%	9.54%	0.32%	7.37%	7.05%	3.64%	6.95%					
20	Зюганов Геннадий Андреевич	12954	345	337	480	485	367	373	383	329	342	325	208	188	280	166	173	278	449	390	254	370	309	243	304	405	418	241	129	106	158	270	348	147	117	563	54	130	144	85	78	267	337	61	212	139	99	54	61	217	73	199	101	164	110	89					
		21.37%	20.18%	20.37%	20.93%	22.51%	22.46%	24.69%	23.21%	26.15%	24.59%	22.97%	24.47%	14.12%	24.48%	25.62%	20.12%	21.03%	25.35%	18.56%	25.15%	21.57%	21.59%	20.49%	25.27%	25.68%	21.41%	23.40%	10.07%	29.86%	15.13%	25.21%	23.93%	17.27%	24.89%	24.86%	15.21%	16.80%	25.26%	31.02%	20.53%	14.26%	23.16%	18.83%	15.12%	21.42%	13.32%	17.65%	17.28%	18.77%	12.90%	31.69%	19.09%	21.03%	22.22%	22.08%					
21	Медведев Дмитрий Анатольевич	42441	1250	1233	1744	1399	1145	1096	1205	713	957	977	514	964	712	442	602	910	1255	1513	615	1248	925	713	782	946	1376	645	1063	203	769	738	1042	619	311	1647	285	571	359	180	270	1415	1075	239	975	472	572	221	243	862	429	427	380	555	356	282					
		70.03%	73.10%	74.55%	76.06%	64.92%	70.07%	72.53%	73.03%	56.68%	68.80%	69.05%	60.47%	72.43%	62.24%	68.21%	70.00%	68.84%	70.86%	72.01%	60.89%	72.77%	64.64%	60.12%	65.00%	59.99%	70.49%	62.62%	82.98%	57.18%	73.66%	68.91%	71.66%	72.74%	66.17%	72.72%	80.28%	73.77%	62.98%	65.69%	71.05%	75.55%	73.88%	73.77%	69.54%	72.73%	76.99%	72.22%	68.84%	74.57%	75.80%	67.99%	71.83%	71.15%	71.92%	69.98%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
