Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																					
Дата голосования: 04.12.2011																																					
																																					
Наименование Избирательной комиссии:    Хангаласская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668					
1	"Число избирателей, внесенных в список избирателей"	22537	258	285	246	622	198	319	175	730	1111	94	1154	45	2313	1312	314	987	2147	2973	669	1710	584	312	1325	487	178	572	534	160	545	178					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22890	270	330	260	720	210	310	195	775	1200	100	1160	50	2360	1280	325	970	2070	2840	615	1760	630	360	1315	520	180	585	555	180	555	210					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	44	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	14	8	0	1	0	1	7	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13561	186	217	200	386	141	205	131	463	692	71	558	42	1408	761	148	491	1046	1505	373	1063	479	233	922	365	124	370	403	142	311	125					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1204	20	13	13	41	2	18	12	54	84	0	95	0	89	80	27	46	55	130	89	66	32	24	84	39	4	23	22	4	24	14					
6	Число погашенных избирательных бюллетеней	8081	64	100	47	291	67	87	52	258	424	29	507	8	863	439	150	433	969	1205	153	620	105	95	309	115	52	191	123	34	220	71					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1246	20	13	13	43	2	18	12	54	84	0	95	0	89	79	27	46	55	130	89	77	46	32	84	40	4	23	29	4	24	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13455	186	217	200	386	141	205	131	463	692	71	558	42	1378	754	148	491	1046	1505	373	994	479	233	922	365	124	370	403	142	311	125					
9	Число недействительных избирательных бюллетеней	99	2	2	1	3	1	1	0	6	5	0	11	0	0	6	4	3	12	11	3	8	6	0	1	5	1	1	3	1	0	2					
10	Число действительных избирательных бюллетеней	14602	204	228	212	426	142	222	143	511	771	71	642	42	1467	827	171	534	1089	1624	459	1063	519	265	1005	400	127	392	429	145	335	137					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	408	6	6	6	21	2	7	6	13	31	3	20	2	25	15	5	10	20	30	7	36	15	10	33	21	6	14	18	5	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	365	6	6	5	20	0	7	3	13	31	3	20	0	25	6	5	9	16	28	3	36	15	10	33	21	3	8	18	5	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	115	3	3	2	1	1	1	0	3	3	0	4	1	6	2	1	3	10	22	5	5	14	3	4	6	1	1	4	1	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	43	0	0	1	1	2	0	3	0	0	0	0	2	0	9	0	1	4	2	4	0	0	0	0	0	3	6	0	0	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
