Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Хангаласская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688					
1	"Число избирателей, внесенных в списки избирателей"	21657	276	301	227	687	177	266	181	711	1045	109	1053	48	2614	1330	295	856	1889	2876	455	1612	537	407	1161	471	154	517	540	162	495	205					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19980	265	295	230	635	180	275	180	690	1030	110	990	50	2100	1100	280	700	1550	2620	410	1550	510	430	1215	510	150	500	560	155	500	210					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	59	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	9	11	7	1	0	0	3	13	1	4	3					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14906	227	245	216	455	155	217	147	540	774	90	668	40	1557	806	183	553	1136	1667	338	1218	453	349	896	374	140	424	374	146	360	158					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	887	21	18	11	39	3	19	2	42	76	0	39	0	94	49	20	24	31	98	17	51	31	34	47	35	8	24	20	3	23	8					
6	Число погашенных избирательных бюллетеней	4128	17	32	3	140	22	39	31	102	180	20	283	10	449	245	77	123	383	855	55	272	15	40	271	101	2	49	153	5	113	41					
7	Число избирательных бюллетеней в переносных ящиках для голосования	946	21	18	11	40	3	19	2	48	76	0	39	0	94	49	20	24	31	98	17	60	42	41	48	35	8	27	33	4	27	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14851	227	243	216	455	155	217	147	540	774	90	668	40	1550	795	183	553	1136	1667	338	1183	453	349	896	374	140	424	374	146	360	158					
9	Число недействительных избирательных бюллетеней	164	3	4	2	2	0	0	0	12	10	3	7	1	20	15	1	5	7	19	2	12	4	5	12	6	0	7	2	2	1	0					
10	Число действительных избирательных бюллетеней	15633	245	257	225	493	158	236	149	576	840	87	700	39	1624	829	202	572	1160	1746	353	1231	491	385	932	403	148	444	405	148	386	169					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	337	7	6	7	12	6	11	5	11	24	0	15	5	15	20	10	11	18	33	10	26	5	8	16	8	5	10	10	7	10	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	260	2	3	7	6	6	11	1	11	24	0	15	3	14	7	0	4	14	31	8	26	5	3	8	6	5	10	10	7	7	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	128	5	2	5	2	6	1	1	2	5	1	1	1	13	10	1	7	8	21	1	5	4	3	4	4	2	3	3	1	4	2					
14	Число погашенных неиспользованных открепительных удостоверений	77	5	3	0	6	0	0	4	0	0	0	0	2	1	13	10	7	4	2	2	0	0	5	8	2	0	0	0	0	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	0	0	0	0	0	1	1	0	2	1	0	2	1	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	258	1	3	6	12	4	1	2	11	22	3	0	5	20	7	3	4	11	26	1	33	5	4	23	12	4	11	7	3	13	1					
		1.63%	0.40%	1.15%	2.64%	2.42%	2.53%	0.42%	1.34%	1.87%	2.59%	3.33%	0.00%	12.50%	1.22%	0.83%	1.48%	0.69%	0.94%	1.47%	0.28%	2.65%	1.01%	1.03%	2.44%	2.93%	2.70%	2.44%	1.72%	2.00%	3.36%	0.59%					
19	2.Всероссийская политическая партия «Гражданская Сила»	47	1	0	0	1	0	1	0	1	1	0	2	0	6	7	2	0	4	8	3	4	0	0	1	1	2	1	0	0	1	0					
		0.30%	0.40%	0.00%	0.00%	0.20%	0.00%	0.42%	0.00%	0.17%	0.12%	0.00%	0.28%	0.00%	0.36%	0.83%	0.99%	0.00%	0.34%	0.45%	0.85%	0.32%	0.00%	0.00%	0.11%	0.24%	1.35%	0.22%	0.00%	0.00%	0.26%	0.00%					
20	3.Политическая партия «Демократическая партия России»	8	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0					
		0.05%	0.00%	0.38%	0.44%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.26%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1621	9	15	25	48	3	5	9	38	91	4	74	4	134	88	35	49	124	270	53	138	48	31	65	57	23	51	86	8	31	5					
		10.26%	3.63%	5.75%	11.01%	9.70%	1.90%	2.12%	6.04%	6.46%	10.71%	4.44%	10.47%	10.00%	8.15%	10.43%	17.24%	8.49%	10.63%	15.30%	14.93%	11.10%	9.70%	7.95%	6.89%	13.94%	15.54%	11.31%	21.13%	5.33%	8.01%	2.96%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	278	3	2	2	3	1	0	0	28	23	1	2	0	9	13	0	6	30	51	16	19	3	7	16	3	1	15	11	3	8	2					
		1.76%	1.21%	0.77%	0.88%	0.61%	0.63%	0.00%	0.00%	4.76%	2.71%	1.11%	0.28%	0.00%	0.55%	1.54%	0.00%	1.04%	2.57%	2.89%	4.51%	1.53%	0.61%	1.79%	1.69%	0.73%	0.68%	3.33%	2.70%	2.00%	2.07%	1.18%					
23	6.Политическая партия «Партия социальной справедливости»	30	0	1	1	1	0	0	0	1	4	0	2	0	1	0	0	0	3	2	1	3	0	1	3	2	0	1	2	1	0	0					
		0.19%	0.00%	0.38%	0.44%	0.20%	0.00%	0.00%	0.00%	0.17%	0.47%	0.00%	0.28%	0.00%	0.06%	0.00%	0.00%	0.00%	0.26%	0.11%	0.28%	0.24%	0.00%	0.26%	0.32%	0.49%	0.00%	0.22%	0.49%	0.67%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	621	10	6	10	19	3	6	4	10	17	3	48	0	134	62	22	31	82	50	17	19	5	5	10	7	1	5	4	4	7	20					
		3.93%	4.03%	2.30%	4.41%	3.84%	1.90%	2.54%	2.68%	1.70%	2.00%	3.33%	6.79%	0.00%	8.15%	7.35%	10.84%	5.37%	7.03%	2.83%	4.79%	1.53%	1.01%	1.28%	1.06%	1.71%	0.68%	1.11%	0.98%	2.67%	1.81%	11.83%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2461	18	49	26	75	28	33	13	54	167	19	59	13	209	78	22	77	168	326	59	305	69	66	151	42	19	105	91	28	81	11					
		15.58%	7.26%	18.77%	11.45%	15.15%	17.72%	13.98%	8.72%	9.18%	19.65%	21.11%	8.35%	32.50%	12.71%	9.24%	10.84%	13.34%	14.40%	18.47%	16.62%	24.54%	13.94%	16.92%	15.99%	10.27%	12.84%	23.28%	22.36%	18.67%	20.93%	6.51%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	61	0	2	0	2	0	4	0	0	11	0	1	0	10	2	0	2	4	0	0	5	2	2	3	2	2	0	1	3	2	1					
		0.39%	0.00%	0.77%	0.00%	0.40%	0.00%	1.69%	0.00%	0.00%	1.29%	0.00%	0.14%	0.00%	0.61%	0.24%	0.00%	0.35%	0.34%	0.00%	0.00%	0.40%	0.40%	0.51%	0.32%	0.49%	1.35%	0.00%	0.25%	2.00%	0.52%	0.59%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10181	203	178	154	329	118	184	121	431	502	57	510	16	1090	563	118	400	729	1004	201	702	353	266	657	276	96	252	202	98	242	129					
		64.45%	81.85%	68.20%	67.84%	66.46%	74.68%	77.97%	81.21%	73.30%	59.06%	63.33%	72.14%	40.00%	66.30%	66.71%	58.13%	69.32%	62.47%	56.88%	56.62%	56.48%	71.31%	68.21%	69.60%	67.48%	64.86%	55.88%	49.63%	65.33%	62.53%	76.33%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	67	0	0	0	3	1	1	0	2	2	0	2	1	10	9	0	3	5	9	2	3	5	2	1	1	0	3	1	0	1	0					
		0.42%	0.00%	0.00%	0.00%	0.61%	0.63%	0.42%	0.00%	0.34%	0.24%	0.00%	0.28%	2.50%	0.61%	1.07%	0.00%	0.52%	0.43%	0.51%	0.56%	0.24%	1.01%	0.51%	0.11%	0.24%	0.00%	0.67%	0.25%	0.00%	0.26%	0.00%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
