Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Ставропольская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421					
1	"Число избирателей, внесенных в списки"	33657	1617	649	728	1800	208	535	999	291	1627	1798	1555	1123	365	1079	533	1193	632	425	212	1098	281	2429	693	1649	811	515	1004	238	934	209	260	375	1257	2619	1916					
2	"Число бюллетеней, полученных участковыми комиссиями"	32900	1600	600	700	1850	200	550	1000	280	1600	1800	1500	1100	350	1050	500	1100	600	400	200	1000	270	2500	700	1600	800	500	980	200	900	200	250	360	1200	2650	1810					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	18725	744	473	533	910	134	286	564	167	894	1024	839	645	208	640	296	728	412	271	153	612	238	1073	544	798	416	294	491	115	530	141	122	196	754	1447	1033					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	754	41	19	24	47	11	31	0	0	21	36	19	27	10	44	0	60	21	0	5	16	11	27	0	71	10	22	33	15	0	0	0	26	54	9	44					
6	Число погашенных бюллетеней	13421	815	108	143	893	55	233	436	113	685	740	642	428	132	366	204	312	167	129	42	372	21	1400	156	731	374	184	456	70	370	59	128	138	392	1194	733					
7	Число бюллетеней в переносных ящиках для голосования	754	41	19	24	47	11	31	0	0	21	36	19	27	10	44	0	60	21	0	5	16	11	27	0	71	10	22	33	15	0	0	0	26	54	9	44					
8	Число бюллетеней в стационарных ящиках для голосования	18702	744	473	511	909	134	286	564	167	894	1024	839	645	208	640	296	728	412	271	153	612	238	1073	544	798	416	294	491	115	530	141	122	196	754	1447	1033					
9	Число недействительных бюллетеней	321	8	10	7	6	1	3	9	4	30	40	6	9	1	19	0	12	0	3	6	16	1	12	7	13	16	5	5	24	5	2	0	0	22	12	7					
10	Число действительных бюллетеней	19135	777	482	528	950	144	314	555	163	885	1020	852	663	217	665	296	776	433	268	152	612	248	1088	537	856	410	311	519	106	525	139	122	222	786	1444	1070					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	320	15	6	6	16	3	5	10	4	15	17	15	10	4	10	5	12	5	5	4	10	4	22	7	15	8	5	9	4	9	2	2	3	12	24	17					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	54	0	0	2	1	0	0	0	0	2	13	3	2	0	1	1	2	0	0	1	2	1	7	0	2	2	1	0	1	0	0	0	0	1	7	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	171	1	1	4	1	8	0	3	2	1	7	3	32	2	0	4	4	10	4	0	5	6	7	0	1	1	5	3	3	2	1	0	3	11	20	16					
14	Число погашенных открепительных удостоверений	266	15	6	4	15	3	5	10	4	13	4	12	8	4	9	4	10	5	5	3	8	3	15	7	13	6	4	9	3	9	2	2	3	11	17	15					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	"1. ""ЕДИНЕНИЕ"""	221	9	7	11	8	3	2	4	2	13	20	10	12	4	2	0	10	0	5	2	7	1	8	15	7	4	5	2	0	4	2	4	2	11	14	11					
		1.13%	1.14%	1.42%	2.05%	0.83%	2.06%	0.63%	0.70%	1.19%	1.42%	1.88%	1.16%	1.78%	1.83%	0.29%	0.0%	1.26%	0.0%	1.84%	1.26%	1.11%	0.40%	0.72%	2.75%	0.80%	0.93%	1.58%	0.38%	0.0%	0.75%	1.41%	3.27%	0.90%	1.36%	0.96%	1.02%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	340	10	11	6	14	3	15	9	2	7	8	14	7	4	12	1	22	4	4	0	11	1	44	10	35	7	3	3	0	4	0	1	3	9	23	33					
		1.74%	1.27%	2.23%	1.12%	1.46%	2.06%	4.73%	1.59%	1.19%	0.76%	0.75%	1.63%	1.04%	1.83%	1.75%	0.33%	2.79%	0.92%	1.47%	0.0%	1.75%	0.40%	4.0%	1.83%	4.02%	1.64%	0.94%	0.57%	0.0%	0.75%	0.0%	0.81%	1.35%	1.11%	1.57%	3.06%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	448	27	5	17	32	2	11	4	8	11	16	17	13	10	16	5	16	10	0	4	16	4	22	4	18	8	12	12	7	10	4	5	19	18	32	33					
		2.30%	3.43%	1.01%	3.17%	3.34%	1.37%	3.47%	0.70%	4.79%	1.20%	1.50%	1.98%	1.93%	4.58%	2.33%	1.68%	2.03%	2.30%	0.0%	2.53%	2.54%	1.60%	2.0%	0.73%	2.07%	1.87%	3.79%	2.29%	5.38%	1.88%	2.83%	4.09%	8.55%	2.22%	2.19%	3.06%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	294	10	7	6	19	2	8	4	0	5	21	13	12	4	3	3	9	0	2	1	12	4	27	5	13	14	5	8	0	4	3	3	3	10	28	26					
		1.51%	1.27%	1.42%	1.12%	1.98%	1.37%	2.52%	0.70%	0.0%	0.54%	1.98%	1.51%	1.78%	1.83%	0.43%	1.01%	1.14%	0.0%	0.73%	0.63%	1.91%	1.60%	2.45%	0.91%	1.49%	3.28%	1.58%	1.52%	0.0%	0.75%	2.12%	2.45%	1.35%	1.23%	1.92%	2.41%					
22	"5. ""За Русь Святую"""	123	4	2	2	6	0	4	3	0	5	11	1	4	3	7	4	1	1	2	3	13	3	5	3	8	0	8	6	0	1	0	2	1	0	7	3					
		0.63%	0.50%	0.40%	0.37%	0.62%	0.0%	1.26%	0.53%	0.0%	0.54%	1.03%	0.11%	0.59%	1.37%	1.02%	1.35%	0.12%	0.23%	0.73%	1.89%	2.07%	1.20%	0.45%	0.55%	0.92%	0.0%	2.53%	1.14%	0.0%	0.18%	0.0%	1.63%	0.45%	0.0%	0.48%	0.27%					
23	"6. ""Объединенная Российская партия ""Русь"""	30	0	0	0	0	1	1	0	0	0	1	1	3	0	0	2	0	0	0	0	1	0	2	4	4	0	0	1	0	0	0	0	2	0	5	2					
		0.15%	0.0%	0.0%	0.0%	0.0%	0.68%	0.31%	0.0%	0.0%	0.0%	0.09%	0.11%	0.44%	0.0%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.18%	0.73%	0.46%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.90%	0.0%	0.34%	0.18%					
24	"7. ""Новый курс - Автомобильная Россия"""	90	5	1	0	5	1	2	1	0	0	4	2	5	0	3	0	1	1	1	0	4	1	4	9	3	3	4	1	0	2	1	0	0	10	5	11					
		0.46%	0.63%	0.20%	0.0%	0.52%	0.68%	0.63%	0.17%	0.0%	0.0%	0.37%	0.23%	0.74%	0.0%	0.43%	0.0%	0.12%	0.23%	0.36%	0.0%	0.63%	0.40%	0.36%	1.65%	0.34%	0.70%	1.26%	0.19%	0.0%	0.37%	0.70%	0.0%	0.0%	1.23%	0.34%	1.02%					
25	"8. ""Народно-республиканская партия России"""	14	1	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	2	0					
		0.07%	0.12%	0.40%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.31%	0.0%	0.09%	0.18%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	40	0	0	0	6	0	1	0	1	0	2	1	0	3	1	0	1	1	0	0	3	0	7	0	4	0	1	0	0	0	0	0	0	0	6	2					
