Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Угранская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712					
1	"Число избирателей, внесенных в список избирателей"	7881	150	160	321	668	145	210	59	482	281	142	222	154	65	184	349	242	116	1940	1991					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7127	134	140	279	609	124	174	52	443	248	126	200	126	58	155	315	223	99	1802	1820					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	3142	70	70	124	262	78	76	16	205	79	81	90	57	29	85	158	101	49	698	814					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	917	31	41	47	140	32	56	28	72	42	11	56	31	12	30	45	46	29	80	88					
6	Число погашенных избирательных бюллетеней	3068	33	29	108	207	14	42	8	166	127	34	54	38	17	40	112	76	21	1024	918					
7	Число избирательных бюллетеней в переносных ящиках для голосования	917	31	41	47	140	32	56	28	72	42	11	56	31	12	30	45	46	29	80	88					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3140	70	70	124	261	78	76	16	205	79	81	90	57	29	85	158	101	49	697	814					
9	Число недействительных избирательных бюллетеней	37	0	0	1	0	0	4	0	4	0	3	0	0	0	0	2	2	0	8	13					
10	Число действительных избирательных бюллетеней	4020	101	111	170	401	110	128	44	273	121	89	146	88	41	115	201	145	78	769	889					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	174	3	3	3	10	3	3	2	13	5	3	13	3	3	3	5	11	3	40	45					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	120	0	0	1	9	1	1	0	13	3	0	8	0	0	0	2	11	0	36	35					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	93	2	3	9	5	3	9	2	7	4	3	5	4	2	7	1	2	5	6	14					
14	Число погашенных неиспользованных открепительных удостоверений	54	3	3	2	1	2	2	2	0	2	3	5	3	3	3	3	0	3	4	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	536	10	8	20	43	23	9	9	56	9	13	23	8	0	13	24	11	6	114	137					
		13.21%	9.90%	7.21%	11.70%	10.72%	20.91%	6.82%	20.45%	20.22%	7.44%	14.13%	15.75%	9.09%	0.00%	11.30%	11.82%	7.48%	7.69%	14.67%	15.19%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	562	14	12	19	47	10	16	2	37	9	14	28	15	1	11	38	15	10	125	139					
		13.85%	13.86%	10.81%	11.11%	11.72%	9.09%	12.12%	4.55%	13.36%	7.44%	15.22%	19.18%	17.05%	2.44%	9.57%	18.72%	10.20%	12.82%	16.09%	15.41%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	0	1	2	1	2	0	1	3	1	0	1	0	1	6	6	2	0	9	10					
		1.13%	0.00%	0.90%	1.17%	0.25%	1.82%	0.00%	2.27%	1.08%	0.83%	0.00%	0.68%	0.00%	2.44%	5.22%	2.96%	1.36%	0.00%	1.16%	1.11%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	946	12	18	17	70	20	35	2	59	25	30	20	34	1	22	36	34	6	254	251					
		23.32%	11.88%	16.22%	9.94%	17.46%	18.18%	26.52%	4.55%	21.30%	20.66%	32.61%	13.70%	38.64%	2.44%	19.13%	17.73%	23.13%	7.69%	32.69%	27.83%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	56	3	1	2	4	0	4	0	0	1	0	2	3	0	2	3	1	0	18	12					
		1.38%	2.97%	0.90%	1.17%	0.99%	0.00%	3.03%	0.00%	0.00%	0.83%	0.00%	1.37%	3.41%	0.00%	1.74%	1.48%	0.68%	0.00%	2.32%	1.33%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1859	62	70	108	234	55	64	30	116	76	32	72	28	38	60	94	81	56	247	336					
		45.82%	61.39%	63.06%	63.16%	58.35%	50.00%	48.48%	68.18%	41.88%	62.81%	34.78%	49.32%	31.82%	92.68%	52.17%	46.31%	55.10%	71.79%	31.79%	37.25%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	15	0	1	2	2	0	0	0	2	0	0	0	0	0	1	0	1	0	2	4					
		0.37%	0.00%	0.90%	1.17%	0.50%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.68%	0.00%	0.26%	0.44%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
