Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Угранская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №808					
1	"Число избирателей, внесенных в списки избирателей"	8315	176	171	287	696	149	217	65	511	454	270	162	72	207	380	267	138	2006	2087					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8255	185	174	299	694	144	216	65	525	456	274	165	72	197	390	263	136	2000	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3558	77	67	135	322	88	99	24	243	118	105	75	38	127	182	155	74	755	874					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1228	43	67	50	162	37	63	30	97	127	85	33	17	38	57	59	47	130	86					
6	Число погашенных избирательных бюллетеней	3469	65	40	114	210	19	54	11	185	211	84	57	17	32	151	49	15	1115	1040					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1228	43	67	50	162	37	63	30	97	127	85	33	17	38	57	59	47	130	86					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3554	77	67	135	320	88	99	24	241	118	105	75	38	127	182	155	74	755	874					
9	Число недействительных избирательных бюллетеней	60	0	3	2	8	0	4	0	1	1	3	1	0	2	3	2	2	13	15					
10	Число действительных избирательных бюллетеней	4722	120	131	183	474	125	158	54	337	244	187	107	55	163	236	212	119	872	945					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	340	7	7	12	28	6	9	5	21	18	11	7	5	8	16	10	5	81	84					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	50	0	0	0	4	1	1	0	7	0	4	3	0	0	4	1	0	14	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	54	2	2	3	4	1	1	2	4	3	3	6	1	2	2	4	1	9	4					
14	Число погашенных неиспользованных открепительных удостоверений	290	7	7	12	24	5	8	5	14	18	7	4	5	8	12	9	5	67	73					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	99	0	4	6	7	1	2	0	6	4	11	2	0	7	3	5	4	21	16					
		2.07%	0.00%	2.99%	3.24%	1.45%	0.80%	1.23%	0.00%	1.78%	1.63%	5.79%	1.85%	0.00%	4.24%	1.26%	2.34%	3.31%	2.37%	1.67%					
19	2.Всероссийская политическая партия «Гражданская Сила»	18	1	1	0	5	0	0	0	1	0	0	0	0	1	1	1	0	4	3					
		0.38%	0.83%	0.75%	0.00%	1.04%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.61%	0.42%	0.47%	0.00%	0.45%	0.31%					
20	3.Политическая партия «Демократическая партия России»	8	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	2	0					
		0.17%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.93%	0.00%	0.61%	0.42%	0.47%	0.00%	0.23%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	561	12	22	13	41	11	16	1	39	36	10	30	5	8	25	14	7	144	127					
		11.73%	10.00%	16.42%	7.03%	8.51%	8.80%	9.88%	1.85%	11.54%	14.69%	5.26%	27.78%	9.09%	4.85%	10.46%	6.54%	5.79%	16.27%	13.23%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	21	0	0	0	1	0	0	0	0	0	1	1	0	2	3	0	0	9	4					
		0.44%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.93%	0.00%	1.21%	1.26%	0.00%	0.00%	1.02%	0.42%					
23	6.Политическая партия «Партия социальной справедливости»	6	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0					
		0.13%	1.67%	0.00%	0.00%	0.21%	0.00%	0.62%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	372	7	9	14	23	7	10	3	20	16	19	3	2	17	16	15	4	96	91					
		7.78%	5.83%	6.72%	7.57%	4.77%	5.60%	6.17%	5.56%	5.92%	6.53%	10.00%	2.78%	3.64%	10.30%	6.69%	7.01%	3.31%	10.85%	9.48%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	350	8	8	12	16	11	16	4	21	11	17	7	1	9	16	1	3	88	101					
		7.32%	6.67%	5.97%	6.49%	3.32%	8.80%	9.88%	7.41%	6.21%	4.49%	8.95%	6.48%	1.82%	5.45%	6.69%	0.47%	2.48%	9.94%	10.52%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	28	1	3	0	1	2	3	0	1	2	0	0	1	1	3	0	0	4	6					
		0.59%	0.83%	2.24%	0.00%	0.21%	1.60%	1.85%	0.00%	0.30%	0.82%	0.00%	0.00%	1.82%	0.61%	1.26%	0.00%	0.00%	0.45%	0.63%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3238	89	84	135	372	92	109	46	246	173	128	63	46	117	165	175	101	502	595					
		67.71%	74.17%	62.69%	72.97%	77.18%	73.60%	67.28%	85.19%	72.78%	70.61%	67.37%	58.33%	83.64%	70.91%	69.04%	81.78%	83.47%	56.72%	61.98%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	21	0	0	3	6	1	1	0	2	2	0	0	0	0	3	0	0	1	2					
		0.44%	0.00%	0.00%	1.62%	1.24%	0.80%	0.62%	0.00%	0.59%	0.82%	0.00%	0.00%	0.00%	0.00%	1.26%	0.00%	0.00%	0.11%	0.21%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
