Выборы Президента Российской Федерации																																																																																																													
Дата голосования: 02.03.2008																																																																																																													
																																																																																																													
"Наименование Избирательной комиссии:    Новосибирск, Ленинская"																																																																																																													
																																																																																																													
Сводная таблица результатов выборов																																																																																																													
																																																																																																													
	Число участковых избирательных комиссий	102																																																																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	102																																																																																																											
																																																																																																													
		Сумма	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835					
1	"Число избирателей, включенных в списки избирателей"	215191	733	2410	2515	1628	1937	1649	1331	1329	1300	1584	2362	2213	1627	1438	1615	2860	2488	2204	1682	1710	1589	2567	1835	1757	2184	1779	1886	2321	1539	2544	2525	1946	1307	2490	1082	791	1081	1707	2663	2964	1399	1387	2713	2267	2735	2600	2372	1674	1644	1061	2355	2677	2336	2500	2668	2462	1540	1816	1836	1761	1767	2122	1642	2291	2292	2316	2612	2642	1953	2352	2290	2328	2718	2741	2510	2384	2542	2836	2718	2723	2340	2480	2274	2277	2491	2549	2633	2719	2731	2855	2673	2783	2816	2785	3017	2484	2238	1953	2392	390	301	1256					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	212690	600	2400	2500	1600	1700	1150	1400	1300	1300	1550	2300	2200	1600	1450	1600	2850	2500	2200	1650	1700	1550	2550	1800	1700	2200	1750	1900	2300	1500	2500	2500	1900	1300	2500	1050	800	1050	1700	2600	2950	1400	1500	2700	2200	2700	2650	2400	1650	1700	1000	2350	2650	2300	2500	2650	2500	1600	1950	1850	1750	1800	2100	1650	2300	2300	2400	2600	2600	1900	2350	2300	2300	2750	2750	2500	2350	2550	2700	2750	2750	2300	2450	2350	2300	2400	2500	2600	2700	2750	2800	2750	2800	2800	2800	2800	1800	2200	2000	2300	390	350	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	120231	473	1388	1404	825	1128	995	743	677	785	889	1239	1180	935	782	873	1684	1335	1059	886	929	842	1428	1100	927	1072	940	1100	1279	930	1385	1504	1019	657	1460	536	436	578	1027	1557	1500	860	967	1616	1316	1585	1633	1153	893	1000	591	1260	1366	1253	1427	1514	1541	820	852	957	942	877	1260	910	1316	1261	1319	1465	1590	1170	1307	1229	1303	1502	1599	1323	1320	1450	1607	1583	1518	1239	1404	1317	1260	1271	1455	1286	1574	1586	1637	1639	1626	1607	1498	1857	1369	1254	1177	1285	90	160	699					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	6593	8	32	20	19	31	0	57	55	49	48	91	95	54	63	66	45	80	78	85	44	36	58	51	46	41	38	53	42	55	59	41	89	63	107	62	14	26	53	52	135	28	16	48	44	78	68	115	32	65	18	80	63	94	87	60	66	60	310	76	67	67	63	53	49	67	53	84	51	41	53	35	62	57	48	48	67	65	119	74	88	56	63	48	74	52	60	75	46	37	44	56	46	53	68	38	317	43	36	54	300	113	54					
6	Число погашенных избирательных бюллетеней	85866	119	980	1076	756	541	155	600	568	466	613	970	925	611	605	661	1121	1085	1063	679	727	672	1064	649	727	1087	772	747	979	515	1056	955	792	580	933	452	350	446	620	991	1315	512	517	1036	840	1037	949	1132	725	635	391	1010	1221	953	986	1076	893	720	788	817	741	856	777	687	935	972	1028	1051	959	689	990	1036	935	1191	1103	1129	963	1035	974	1093	1144	1005	983	985	966	1077	985	1239	1080	1127	1119	1055	1128	1140	1234	905	114	903	787	961	0	77	447					
7	Число избирательных бюллетеней в переносных ящиках для голосования	6592	8	32	20	19	31	0	57	55	49	48	91	95	54	63	66	45	80	78	84	44	36	58	51	46	41	38	53	42	55	59	41	89	63	107	62	14	26	53	52	135	28	16	48	44	78	68	115	32	65	18	80	63	94	87	60	66	60	310	76	67	67	63	53	49	67	53	84	51	41	53	35	62	57	48	48	67	65	119	74	88	56	63	48	74	52	60	75	46	37	44	56	46	53	68	38	317	43	36	54	300	113	54					
8	Число бюллетеней в стационарных ящиках для голосования	120109	469	1386	1403	825	1128	991	742	675	784	888	1236	1176	935	782	872	1684	1334	1059	883	928	841	1427	1100	927	1072	940	1100	1279	929	1362	1504	1019	657	1460	536	436	578	1025	1557	1499	858	966	1616	1316	1585	1633	1153	893	1000	591	1260	1366	1253	1426	1514	1541	820	852	957	942	877	1255	909	1316	1261	1319	1465	1590	1170	1307	1229	1301	1502	1599	1322	1320	1449	1606	1583	1518	1239	1404	1314	1260	1271	1455	1286	1574	1582	1632	1636	1625	1605	1496	1852	1347	1252	1177	1285	90	160	699					
9	Число недействительных избирательных бюллетеней	1657	12	16	24	13	29	28	18	13	10	12	32	30	17	14	18	16	25	19	15	11	11	29	16	10	13	19	19	18	10	22	27	8	3	13	4	3	10	16	20	4	14	10	17	18	27	17	12	16	19	15	14	23	12	18	17	19	0	13	11	19	5	14	17	26	15	20	24	17	13	17	10	12	15	22	23	13	24	20	10	21	22	17	11	17	16	14	15	22	9	17	17	27	25	21	22	24	15	14	23	0	2	11					
10	Число действительных избирательных бюллетеней	125044	465	1402	1399	831	1130	963	781	717	823	924	1295	1241	972	831	920	1713	1389	1118	952	961	866	1456	1135	963	1100	959	1134	1303	974	1399	1518	1100	717	1554	594	447	594	1062	1589	1630	872	972	1647	1342	1636	1684	1256	909	1046	594	1326	1406	1335	1495	1557	1588	880	1149	1022	990	939	1304	945	1339	1313	1352	1525	1624	1198	1343	1254	1351	1544	1625	1347	1374	1490	1705	1647	1585	1273	1450	1351	1317	1307	1501	1346	1598	1610	1659	1675	1644	1633	1543	1868	1640	1280	1199	1316	390	271	742					
11	Число полученных открепительных  удостоверений	4526	30	70	45	40	30	19	40	26	40	40	54	35	45	30	30	65	60	40	35	40	30	60	40	31	40	40	50	45	30	45	50	30	35	55	25	20	40	45	64	40	40	35	70	55	59	37	50	40	50	30	40	49	50	45	50	55	45	28	33	30	40	45	30	40	55	60	45	66	40	55	55	60	55	55	45	40	50	65	55	50	55	40	45	50	45	45	40	40	81	35	55	55	65	56	48	70	40	60	45	0	0	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	3972	21	64	36	33	28	13	30	21	34	30	38	30	40	26	22	61	54	33	30	30	28	57	37	23	33	38	46	44	27	35	46	25	30	55	22	13	36	29	50	38	28	35	54	51	51	37	46	35	43	20	32	47	50	40	40	41	41	28	32	27	32	45	17	34	44	54	37	64	38	48	44	56	51	50	33	39	49	65	52	45	44	33	42	50	45	42	32	40	72	30	52	55	64	52	48	58	32	58	41	0	0	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	3719	51	31	22	19	54	91	15	23	39	24	26	32	33	11	37	56	36	17	34	26	13	51	35	14	50	13	29	22	27	67	44	40	24	28	48	47	17	46	90	32	31	44	43	20	37	18	22	40	43	63	30	38	36	28	33	27	20	36	24	19	27	31	17	34	30	44	48	55	25	18	26	64	26	31	20	31	29	57	40	17	50	53	20	23	32	25	24	23	43	89	71	45	68	23	196	63	23	23	34	0	43	12					
14	Число неиспользованных открепительных удостоверений	554	9	6	9	7	2	6	10	5	6	10	16	5	5	4	8	4	6	7	5	10	2	3	3	8	7	2	4	1	3	10	4	5	5	0	3	7	4	16	14	2	12	0	16	4	8	0	4	5	7	10	8	2	0	5	10	14	4	0	1	3	8	0	13	6	11	6	8	2	2	7	11	4	4	5	12	1	1	0	3	5	11	7	3	0	0	3	8	0	9	5	3	0	1	4	0	12	8	2	4	0	0	9					
