Выборы Президента Российской Федерации																					
																					
Наименование Избирательной комиссии:    район Ростокино																					
																					
Итоги голосования 																					
																					
		Сумма	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №3075	УИК №3076	УИК №3077					
1	"Число избирателей, внесенных в список"	23862	1928	1585	2670	2021	1370	2170	2236	1883	2538	2347	2356	178	198	382					
2	Число полученных избирательных бюллетеней	21700	1700	1400	2400	1800	1250	1950	2050	1700	2250	2100	2100	250	350	400					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12989	966	817	1476	1110	646	1240	1165	999	1438	1268	1217	146	179	322					
5	"Число избирательных бюллетеней, выданных вне помещения"	442	70	27	32	36	43	34	19	40	31	37	37	0	0	36					
6	Число погашенных избирательных бюллетеней	8269	664	556	892	654	561	676	866	661	781	795	846	104	171	42					
7	Число избирательных бюллетеней в переносных ящиках	442	70	27	32	36	43	34	19	40	31	37	37	0	0	36					
8	Число бюллетеней в стационарных ящиках для голосования	12952	966	815	1474	1107	642	1234	1162	999	1438	1257	1211	146	179	322					
9	Число недействительных избирательных бюллетеней	98	5	1	9	13	8	7	10	4	16	7	15	0	2	1					
10	Число действительных избирательных бюллетеней	13296	1031	841	1497	1130	677	1261	1171	1035	1453	1287	1233	146	177	357					
11	Число полученных открепительных  удостоверений	554	51	50	51	51	51	50	50	50	50	50	50	0	0	0					
12	Число выданных открепительных удостоверений	239	18	24	36	19	27	25	11	13	28	18	20	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	298	26	24	41	37	14	16	19	23	15	12	26	9	19	17					
14	Число неиспользованных открепительных удостоверений	315	33	26	15	32	24	25	39	37	22	32	30	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																					
18	. Глазьев Сергей Юрьевич	855	84	61	82	67	45	76	66	60	77	96	90	6	12	33					
		6.38%	8.11%	7.24%	5.44%	5.86%	6.57%	5.99%	5.59%	5.77%	5.24%	7.42%	7.21%	4.11%	6.70%	9.22%					
19	. Малышкин Олег Александрович	159	8	11	17	14	4	21	10	8	25	16	20	1	1	3					
		1.19%	0.77%	1.31%	1.13%	1.22%	0.58%	1.66%	0.85%	0.77%	1.70%	1.24%	1.60%	0.68%	0.56%	0.84%					
20	. Миронов Сергей Михайлович	78	4	10	6	2	2	9	8	9	6	8	10	0	3	1					
		0.58%	0.39%	1.19%	0.40%	0.17%	0.29%	0.71%	0.68%	0.87%	0.41%	0.62%	0.80%	0.00%	1.68%	0.28%					
21	. Путин Владимир Владимирович	9078	712	544	1042	754	495	768	816	714	1082	859	811	111	132	238					
		67.78%	68.73%	64.61%	69.19%	65.97%	72.26%	60.57%	69.09%	68.72%	73.66%	66.38%	64.98%	76.03%	73.74%	66.48%					
22	. Хакамада Ирина Муцуовна	1185	91	96	144	111	53	158	99	100	77	101	134	6	1	14					
		8.85%	8.78%	11.40%	9.56%	9.71%	7.74%	12.46%	8.38%	9.62%	5.24%	7.81%	10.74%	4.11%	0.56%	3.91%					
23	. Харитонов Николай Михайлович	1061	71	63	110	105	48	125	83	73	106	117	96	15	17	32					
		7.92%	6.85%	7.48%	7.30%	9.19%	7.01%	9.86%	7.03%	7.03%	7.22%	9.04%	7.69%	10.27%	9.50%	8.94%					
																					
24	Против всех	880	61	56	96	77	30	104	89	71	80	90	72	7	11	36					
		6.57%	5.89%	6.65%	6.37%	6.74%	4.38%	8.20%	7.54%	6.83%	5.45%	6.96%	5.77%	4.79%	6.15%	10.06%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
