Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Красногорская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954					
1	"Число избирателей, внесенных в список"	14212	987	92	1483	160	273	98	1163	109	2149	1718	317	110	41	129	632	185	292	158	97	678	78	233	1158	130	292	665	109	158	62	133	97	226					
2	Число полученных избирательных бюллетеней	13970	989	92	1470	157	269	97	1155	108	2049	1600	312	109	38	128	635	182	293	158	98	670	80	235	1137	129	292	662	110	199	62	133	97	225					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9420	642	69	922	121	183	86	724	81	1289	1008	165	67	32	88	504	132	223	110	73	463	65	169	793	112	204	491	83	145	39	106	66	165					
5	"Число избирательных бюллетеней, выданных вне помещения"	566	28	0	58	10	0	0	73	4	83	37	18	0	0	0	30	14	7	7	4	32	8	19	55	0	7	31	3	13	12	3	1	9					
6	Число погашенных избирательных бюллетеней	3984	319	23	490	26	86	11	358	23	677	555	129	42	6	40	101	36	63	41	21	175	7	47	289	17	81	140	24	41	11	24	30	51					
7	Число избирательных бюллетеней в переносных ящиках	566	28	0	58	10	0	0	73	4	83	37	18	0	0	0	30	14	7	7	4	32	8	19	55	0	7	31	3	13	12	3	1	9					
8	Число бюллетеней в стационарных ящиках для голосования	9415	640	69	921	121	183	86	724	81	1287	1008	165	67	32	88	504	132	223	110	73	463	65	169	793	112	204	491	83	145	39	106	66	165					
9	Число недействительных избирательных бюллетеней	130	13	1	16	7	2	2	7	0	13	10	5	0	0	1	7	2	6	3	1	8	0	1	5	0	2	6	3	4	0	1	2	2					
10	Число действительных избирательных бюллетеней	9851	655	68	963	124	181	84	790	85	1357	1035	178	67	32	87	527	144	224	114	76	487	73	187	843	112	209	516	83	154	51	108	65	172					
