Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																					
Дата голосования: 04.12.2011																																																					
																																																					
Наименование Избирательной комиссии:    Аскинская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949					
1	"Число избирателей, внесенных в список избирателей"	16397	1233	981	1250	616	1126	205	80	126	255	219	220	193	237	170	219	325	500	240	180	383	368	252	249	112	417	337	469	444	192	53	457	285	303	326	50	269	257	372	471	295	159	461	250	207	251	333					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17790	1420	1030	1420	666	1150	224	92	142	278	239	235	204	249	184	229	332	526	247	194	432	405	270	268	121	455	364	530	517	180	55	512	304	314	340	167	276	265	398	461	325	172	488	266	229	262	353					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14434	1008	856	1134	547	1044	175	72	96	216	211	185	189	229	165	189	293	478	231	163	291	305	236	232	90	376	305	409	349	153	51	397	276	294	301	50	230	220	325	298	257	152	420	227	179	221	309					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	940	72	45	43	19	19	13	6	25	21	0	19	0	0	0	22	12	15	5	8	29	26	14	12	12	30	15	42	76	8	1	42	0	0	13	0	29	20	25	54	27	3	37	20	19	21	21					
6	Число погашенных избирательных бюллетеней	2416	340	129	243	100	87	36	14	21	41	28	31	15	20	19	18	27	33	11	23	112	74	20	24	19	49	44	79	92	19	3	73	28	20	26	117	17	25	48	109	41	17	31	19	31	20	23					
7	Число избирательных бюллетеней в переносных ящиках для голосования	940	72	45	43	19	19	13	6	25	21	0	19	0	0	0	22	12	15	5	8	29	26	14	12	12	30	15	42	76	8	1	42	0	0	13	0	29	20	25	54	27	3	37	20	19	21	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14434	1008	856	1134	547	1044	175	72	96	216	211	185	189	229	165	189	293	478	231	163	291	305	236	232	90	376	305	409	349	153	51	397	276	294	301	50	230	220	325	298	257	152	420	227	179	221	309					
9	Число недействительных избирательных бюллетеней	119	8	6	11	4	0	7	0	0	1	11	0	2	6	4	0	0	9	3	0	1	1	0	0	6	0	0	1	1	0	0	2	1	1	19	4	0	0	0	8	1	0	0	0	0	0	1					
10	Число действительных избирательных бюллетеней	15255	1072	895	1166	562	1063	181	78	121	236	200	204	187	223	161	211	305	484	233	171	319	330	250	244	96	406	320	450	424	161	52	437	275	293	295	46	259	240	350	344	283	155	457	247	198	242	329					
