Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Аскинская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956					
1	"Число избирателей, внесенных в списки избирателей"	15996	1117	86	915	1022	1519	218	213	263	322	132	271	154	190	543	149	172	361	341	229	231	110	453	545	334	504	536	185	455	213	278	287	168	227	54	287	251	234	72	301	172	452	256	216	336	278	344					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15950	1090	86	870	990	1510	208	223	267	322	130	260	150	200	543	148	170	359	336	227	231	110	452	546	330	510	550	197	451	215	280	282	220	223	59	283	249	234	73	309	169	458	257	225	333	275	340					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14888	994	85	807	974	1425	194	212	257	287	130	246	145	179	516	143	169	333	307	202	220	104	444	444	316	452	479	183	429	209	273	282	168	222	50	266	225	228	63	283	165	425	239	203	322	259	330					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	767	96	0	63	16	50	13	0	0	28	0	14	5	7	26	5	0	26	29	25	6	4	5	79	14	38	47	2	19	0	2	0	0	1	1	16	19	4	8	12	4	27	15	13	7	11	10					
6	Число погашенных избирательных бюллетеней	295	0	1	0	0	35	1	11	10	7	0	0	0	14	1	0	1	0	0	0	5	2	3	23	0	20	24	12	3	6	5	0	52	0	8	1	5	2	2	14	0	6	3	9	4	5	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	767	96	0	63	16	50	13	0	0	28	0	14	5	7	26	5	0	26	29	25	6	4	5	79	14	38	47	2	19	0	2	0	0	1	1	16	19	4	8	12	4	27	15	13	7	11	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14887	994	85	807	974	1425	194	212	257	287	130	246	145	179	516	143	169	333	307	202	220	104	444	444	316	452	479	183	429	209	273	282	167	222	50	266	225	228	63	283	165	425	239	203	322	259	330					
9	Число недействительных избирательных бюллетеней	87	7	0	6	6	8	3	0	1	2	2	0	0	0	9	0	0	3	2	1	0	6	0	2	0	2	0	2	1	0	2	3	3	0	0	3	3	1	0	3	0	4	2	0	0	0	0					
10	Число действительных избирательных бюллетеней	15567	1083	85	864	984	1467	204	212	256	313	128	260	150	186	533	148	169	356	334	226	226	102	449	521	330	488	526	183	447	209	273	279	164	223	51	279	241	231	71	292	169	448	252	216	329	270	340					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	191	12	2	15	20	10	2	2	2	2	0	2	2	2	4	1	2	4	4	2	2	2	8	3	3	5	13	8	4	9	3	0	0	3	3	3	3	2	2	3	2	4	3	3	3	4	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	156	12	2	15	13	9	2	1	2	1	0	1	2	2	4	1	2	4	4	2	2	2	5	3	2	5	13	5	0	9	0	0	0	2	3	3	3	1	0	1	2	2	3	2	3	4	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	100	6	0	4	4	6	8	0	4	1	0	0	0	0	8	0	0	0	0	0	2	0	0	0	1	2	2	1	3	0	0	2	18	1	0	1	1	1	0	0	1	5	1	0	1	10	6					
