Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
"Наименование Избирательной комиссии:    Калуга, Ленинская"																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240					
1	"Число избирателей, внесенных в списки"	108614	2686	1960	2778	1944	2019	1920	1784	2127	1965	2375	2318	1854	679	1652	2264	2805	2856	3150	3288	2747	3119	2800	3442	2867	2700	2156	2172	2601	2916	3158	3013	2511	2817	2352	3308	3320	2208	3169	1895	1676	947	1994	1629	258	1103	578	1885	171	678					
2	"Число бюллетеней, полученных участковыми комиссиями"	95490	2250	1670	2475	1675	1590	1630	1800	2000	1750	2000	2150	1500	565	1500	2000	2380	2500	2750	2650	2400	2800	2500	3000	2500	2350	1950	1940	2320	2500	2800	2700	2000	2500	2000	3000	3000	1980	2800	1620	1500	850	1765	1450	230	950	500	1700	300	750					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	51584	1541	1008	1468	905	1129	961	850	921	978	1050	1108	728	224	714	1176	1215	1181	1443	1353	1393	1579	1291	1603	1382	1423	1119	1126	1368	1451	1481	1429	1210	1398	1069	1357	1534	1060	1340	954	786	305	948	628	90	450	183	829	171	674					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1538	70	56	32	29	11	36	30	40	33	29	41	21	4	29	70	31	46	34	14	72	43	32	29	35	26	28	38	25	21	19	29	30	29	18	23	31	7	11	6	60	98	8	18	43	28	37	38	0	0					
6	Число погашенных бюллетеней	42368	639	606	975	741	450	633	920	1039	739	921	1001	751	337	757	754	1134	1273	1273	1283	935	1178	1177	1368	1083	901	803	776	927	1028	1300	1242	760	1073	913	1620	1435	913	1449	660	654	447	809	804	97	472	280	833	129	76					
7	Число бюллетеней в переносных ящиках для голосования	1536	70	56	32	29	11	36	30	40	33	29	41	21	4	29	70	31	46	34	14	72	43	32	29	34	26	28	38	25	21	19	29	30	29	18	23	30	7	11	6	60	98	8	18	43	28	37	38	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	51527	1539	1008	1468	905	1129	961	843	921	974	1048	1108	728	224	713	1174	1212	1179	1443	1353	1393	1577	1291	1603	1381	1423	1119	1126	1368	1444	1481	1429	1207	1398	1069	1351	1534	1066	1340	953	786	305	948	610	90	450	183	827	171	674					
9	Число недействительных бюллетеней	598	5	15	10	12	5	4	5	8	11	11	18	11	4	7	11	8	12	14	11	17	19	10	15	14	19	13	20	22	12	33	14	8	17	27	10	9	17	10	11	7	3	10	4	2	15	10	15	4	29					
10	Число действительных бюллетеней	52465	1604	1049	1490	922	1135	993	868	953	996	1066	1131	738	224	735	1233	1235	1213	1463	1356	1448	1601	1313	1617	1401	1430	1134	1144	1371	1453	1467	1444	1229	1410	1060	1364	1555	1056	1341	948	839	400	946	624	131	463	210	850	167	645					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1290	25	25	25	25	25	25	25	25	25	25	25	50	25	50	25	25	25	50	50	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	50	25	50	20	20	20	20	20	20	20	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	517	24	7	18	4	10	3	11	6	10	14	9	13	4	11	7	15	11	14	12	15	17	14	18	22	16	14	7	12	14	21	12	10	15	5	17	20	10	15	9	8	4	5	6	0	3	0	5	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	973	16	13	11	13	11	18	10	5	15	13	9	5	3	1	5	10	4	13	7	14	9	4	5	7	14	4	11	11	11	8	6	12	8	4	9	7	1	11	12	4	1	6	7	5	3	7	1	38	551					
14	Число погашенных открепительных удостоверений	773	1	18	7	21	15	22	14	19	15	11	16	37	21	39	18	10	14	36	38	10	8	11	7	3	9	11	18	13	11	4	13	15	10	20	8	5	15	35	16	42	16	15	14	20	17	20	15	0	0					
15	Число открепительных удостоверений выданных ТИК	105	0	0	2	1	3	2	1	2	1	3	1	1	1	3	4	9	2	3	3	1	1	6	2	2	0	1	3	2	4	0	5	4	1	2	2	3	3	8	1	1	1	1	3	1	2	0	3	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
18	"1. ""ЕДИНЕНИЕ"""	299	6	0	3	5	4	4	2	1	4	10	4	4	2	4	9	8	6	9	8	5	4	7	6	5	7	9	10	8	4	9	9	7	5	13	8	4	5	4	10	8	1	12	3	1	9	2	10	3	18					
		0.56%	0.37%	0.0%	0.2%	0.53%	0.35%	0.40%	0.22%	0.10%	0.39%	0.92%	0.34%	0.53%	0.87%	0.53%	0.72%	0.64%	0.48%	0.60%	0.58%	0.34%	0.24%	0.52%	0.36%	0.35%	0.48%	0.78%	0.85%	0.57%	0.27%	0.6%	0.61%	0.56%	0.35%	1.19%	0.58%	0.25%	0.46%	0.29%	1.04%	0.94%	0.24%	1.25%	0.47%	0.75%	1.88%	0.90%	1.15%	1.75%	2.67%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2587	89	54	76	52	75	56	69	53	49	68	72	52	11	44	30	58	47	69	68	72	65	81	90	92	88	77	66	73	78	48	50	47	47	38	70	104	36	67	40	37	16	32	17	0	17	5	14	1	27					
